Inguinal hernia	HP:0000023
Fatty replacement of skeletal muscle	HP:0012548
Premature epimetaphyseal fusion in hand	HP:0012562
Premature epimetaphyseal fusion in foot	HP:0012563
Premature epimetaphyseal fusion in tibia	HP:0012564
Premature epimetaphyseal fusion in fibula	HP:0012565
Premature epimetaphyseal fusion in radius	HP:0012566
Premature epimetaphyseal fusion in ulna	HP:0012567
Widened interpedicular distance	HP:0012679
Anomaly of lower limb diaphyses	HP:0012699
Anomaly of shaft of long bone of lower limb	HP:0012699
Delayed maturation of the end part of the vertebral bone	HP:0012711
Delayed ossification of vertebral epiphysis	HP:0012711
Syndactyly, cutaneous	HP:0012725
Cutaneous syndactyly	HP:0012725
Cutaneous syndactyly of digits	HP:0012725
Femoral aplasia	HP:0012744
Absent femur	HP:0012744
Aplasia of the femur	HP:0012744
Absent thighbone	HP:0012744
Mastoid agenesis	HP:0012761
Absent mastoids	HP:0012761
Absent mastoid	HP:0012761
Failure of development of mastoid	HP:0012761
Flexion contracture of finger	HP:0012785
Flexion deformity of finger	HP:0012785
Hypoplasia of the calcaneus	HP:0012789
Small heel bone	HP:0012789
Underdeveloped heel bone	HP:0012789
Hypoplastic calcaneus	HP:0012789
Abnormal intramembranous bone ossification	HP:0012790
Abnormal intramembranous ossification	HP:0012790
Abnormal maturation of long bone in upper arm	HP:0012791
Abnormal humeral ossification	HP:0012791
Absent ossification of thoracic vertebral bodies	HP:0012792
Unilateral facial muscle paralysis	HP:0012799
Facial droop	HP:0012799
Weakness of one side of the face	HP:0012799
Unilateral facial weakness	HP:0012799
Unilateral facial paralysis	HP:0012799
Paralysis of one side of the face	HP:0012799
Unilateral facial muscle weakness	HP:0012799
Unilateral facial palsy	HP:0012799
Extra fontanelle	HP:0012800
Accessory fontanelle	HP:0012800
Supernumary cranial suture	HP:0012800
Extra cranial suture	HP:0012800
Accessory cranial suture	HP:0012800
Supernumary fontanelle	HP:0012800
Thin lower face	HP:0012801
Narrow jaw	HP:0012801
Narrow lower face	HP:0012801
Narrow lower jaw	HP:0012801
Thin lower jaw	HP:0012801
Narrow mandible	HP:0012801
Broad mandible	HP:0012802
Broad jaw	HP:0012802
Broad lower face	HP:0012802
Wide jaw	HP:0012802
Wide mandible	HP:0012802
Increased size of facial muscles	HP:0012892
Large facial muscles	HP:0012892
Hyperplasia of facial muscles	HP:0012892
Facial muscle hypertrophy	HP:0012892
Increased size of neck muscles	HP:0012893
Hyperplasia of neck muscles	HP:0012893
Hypertrophy of cervical muscles	HP:0012893
Overgrowth of neck muscles	HP:0012893
Large neck muscles	HP:0012893
Neck muscle hypertrophy	HP:0012893
Paraspinal muscle hypertrophy	HP:0012894
Scapular muscle hypertrophy	HP:0012895
Handgrip myotonia	HP:0012899
Grip myotonia	HP:0012899
Myotonia of the face	HP:0012900
Myotonia of the jaw	HP:0012901
Myotonia of the lower limb	HP:0012902
Myotonia of the upper limb	HP:0012903
Cold-sensitive myotonia	HP:0012904
Ganglion cyst of the wrist	HP:0020076
Wrist ganglion	HP:0020076
Bone fracture	HP:0020110
Periarticular soft-tissue mass	HP:0020127
Distal joint laxity	HP:0020152
Abnormal sarcomere morphology	HP:0020201
Abnormal Z disc morphology	HP:0020202
Z-band streaming	HP:0020203
Arthritis of the big toe	HP:0025004
Hallux rigidus	HP:0025004
Decerebrate rigidity	HP:0025013
Decerebrate posturing	HP:0025013
Disciform macular scar	HP:0025094
Reduced intraabdominal adipose tissue	HP:0025128
Swollen finger	HP:0025131
Swollen fingers	HP:0025131
Swelling of fingers	HP:0025131
Finger swelling	HP:0025131
Gingival calcifications	HP:0025141
Gingival calcification	HP:0025141
Bochdalek hernia	HP:0025193
Posterolateral diaphragmatic hernia	HP:0025193
Morgagni diaphragmatic hernia	HP:0025194
Morgagni hernia	HP:0025194
Central diaphragmatic hernia	HP:0025195
Central hernia	HP:0025195
Muscle fibre actin filament accumulation	HP:0025200
Muscle fiber actin filament accumulation	HP:0025200
Teninitis	HP:0025230
Tendonitis	HP:0025230
Abnormality of synovial bursa morphology	HP:0025231
Abnormal synovial bursa morphology	HP:0025231
Bursitis	HP:0025232
Foot pain	HP:0025238
Neck stiffness	HP:0025258
Stiff neck	HP:0025258
Elbow stiffness	HP:0025259
Stiff elbow	HP:0025259
Wrist stiffness	HP:0025260
Stiff wrist	HP:0025260
Stiff finger	HP:0025261
Finger stiffness	HP:0025261
Stiff hip	HP:0025262
Hip stiffness	HP:0025262
Stiff knee	HP:0025263
Knee stiffness	HP:0025263
Stiff ankle	HP:0025264
Ankle stiffness	HP:0025264
Stiff toe	HP:0025265
Toe stiffness	HP:0025265
Achilles tendonitis	HP:0025273
Cubitus varus	HP:0025317
Abnormality of the cortex of foot bones	HP:0025332
Abnormality of foot cortical bone	HP:0025332
Cortical thinning of foot bones	HP:0025333
Abnormal growth plate morphology	HP:0025368
Abnormality of growth plate morphology	HP:0025368
Thick growth plates	HP:0025369
Abnormal ossification of the sacrum	HP:0025370
Delayed ossification of the sacrum	HP:0025371
Duplicated odontoid process	HP:0025374
Orthotopic os odontoideum	HP:0025375
Buffalo hump	HP:0025383
Dorsocervical fat pad	HP:0025383
Diet-resistant subcutaneous adipose tissue	HP:0025384
Diet-resistant subcutaneous adipose tissue below waist	HP:0025385
Achilles tendon calcification	HP:0025441
Calcification of the Achilles tendon	HP:0025441
Testicular lipomatosis	HP:0025476
Periarticular calcification	HP:0025477
Cervical hemivertebrae	HP:0025481
Cutaneous calcification	HP:0025520
Calcinosis cutis	HP:0025520
Abnormal fetal skeletal morphology	HP:0025662
Reduced fetal femur/foot length ratio	HP:0025663
Discitis	HP:0025679
Diskitis	HP:0025679
Distal clavicular thinning	HP:0025681
Abnormal fetal nasal bone visualization	HP:0025705
Absence of fetal nasal bone	HP:0025706
Absent fetal nasal bone	HP:0025706
Unossified nasal bone	HP:0025706
Hypoplastic nasal bone	HP:0025707
Autophagic material in muscle biopsy	HP:0025717
Skeletal muscle autophagosome accumulation	HP:0025717
Hyperechoic muscle	HP:0025718
Muscle ultrasound hyperechogenicity	HP:0025718
Skeletal muscle hyperechogenicity	HP:0025718
EMG: repetitive nerve stimulation abnormality	HP:0030000
Single fiber EMG abnormality	HP:0030006
Single fibre EMG abnormality	HP:0030006
EMG: positive sharp waves	HP:0030007
Spreading of the fingers	HP:0030029
Splayed fingers	HP:0030029
Absent ray	HP:0030030
Small toe	HP:0030031
Partial absence of foot	HP:0030032
Small finger	HP:0030033
Enchondroma	HP:0030038
Fused thoracic vertebrae	HP:0030039
Fused lumbar vertebrae	HP:0030040
Schmorl's node	HP:0030041
Schmorl's nodes	HP:0030041
Incomplete maturation of the pubic bone	HP:0030042
Incomplete ossification of pubis	HP:0030042
Hip subluxation	HP:0030043
Subluxation involving the hip joint	HP:0030043
Partial hip dislocation	HP:0030043
Flexion contracture of digit	HP:0030044
S-shaped calf bone	HP:0030045
Serpentine fibula	HP:0030045
Hypoglycosylation of alpha-dystroglycan	HP:0030046
Paranasal sinus neoplasm	HP:0030072
Tumour of the paranasal sinuses	HP:0030072
Neoplasm of the paranasal sinuses	HP:0030072
Tumor of the paranasal sinuses	HP:0030072
Permanent curving of the finger	HP:0030084
Curvature of digit	HP:0030084
Clinodactyly	HP:0030084
Abnormal muscle fibre protein expression	HP:0030089
Abnormal muscle fiber protein expression	HP:0030089
Abnormal muscle fiber merosin expression	HP:0030090
Abnormal muscle fibre merosin expression	HP:0030090
Absent muscle fiber merosin	HP:0030091
Absent muscle fibre laminin alpha 2	HP:0030091
Absent muscle fibre merosin	HP:0030091
Absent merosin staining in muscle biopsy	HP:0030091
Absent muscle fiber laminin alpha 2	HP:0030091
Reduced muscle fibre merosin	HP:0030092
Reduced muscle fiber merosin	HP:0030092
Abnormal muscle fibre laminin beta 1	HP:0030093
Abnormal muscle fiber laminin beta 1	HP:0030093
Reduced muscle fiber laminin beta 1	HP:0030094
Reduced muscle fibre laminin beta 1	HP:0030094
Reduced collagen 6 in muscle	HP:0030095
Reduced muscle collagen VI	HP:0030095
Abnormal muscle fibre dystrophin expression	HP:0030096
Abnormal muscle fiber dystrophin expression	HP:0030096
Absent muscle dystrophin expression	HP:0030097
Reduced muscle dystrophin expression	HP:0030098
Reduced dystrophin staining in muscle	HP:0030098
Reduced muscle fiber alpha dystroglycan	HP:0030099
Reduced muscle fibre alpha dystroglycan	HP:0030099
Abnormal muscle fiber alpha sarcoglycan	HP:0030100
Abnormal muscle fibre alpha sarcoglycan	HP:0030100
Absent muscle fibre alpha sarcoglycan	HP:0030101
Absent muscle fiber alpha sarcoglycan	HP:0030101
Reduced muscle fibre alpha sarcoglycan	HP:0030102
Reduced muscle fiber alpha sarcoglycan	HP:0030102
Abnormal muscle fibre beta sarcoglycan	HP:0030103
Abnormal muscle fiber beta sarcoglycan	HP:0030103
Abnormal muscle fibre gamma sarcoglycan	HP:0030104
Abnormal muscle fiber gamma sarcoglycan	HP:0030104
Abnormal muscle fiber delta sarcoglycan	HP:0030105
Abnormal muscle fibre delta sarcoglycan	HP:0030105
Absent muscle fibre beta sarcoglycan	HP:0030106
Absent muscle fiber beta sarcoglycan	HP:0030106
Reduced muscle fibre beta sarcoglycan	HP:0030107
Reduced muscle fiber beta sarcoglycan	HP:0030107
Reduced muscle fibre gamma sarcoglycan	HP:0030108
Reduced muscle fiber gamma sarcoglycan	HP:0030108
Absent muscle fibre gamma sarcoglycan	HP:0030109
Absent muscle fiber gamma sarcoglycan	HP:0030109
Absent muscle fibre delta sarcoglycan	HP:0030110
Absent muscle fiber delta sarcoglycan	HP:0030110
Reduced muscle fiber delta sarcoglycan	HP:0030111
Reduced muscle fibre delta sarcoglycan	HP:0030111
Abnormal muscle fibre alpha dystroglycan	HP:0030112
Abnormal muscle fiber alpha dystroglycan	HP:0030112
Abnormal muscle fibre dysferlin	HP:0030113
Abnormal muscle fiber dysferlin	HP:0030113
Absent muscle fibre dysferlin	HP:0030114
Absent muscle fiber dysferlin	HP:0030114
Reduced muscle fiber dysferlin	HP:0030115
Reduced muscle fibre dysferlin	HP:0030115
Abnormal muscle fiber emerin	HP:0030116
Abnormal muscle fibre emerin	HP:0030116
Absent muscle fiber emerin	HP:0030117
Absent muscle fibre emerin	HP:0030117
Reduced muscle fiber emerin	HP:0030118
Reduced muscle fibre emerin	HP:0030118
Abnormal muscle fibre calpain-3	HP:0030119
Abnormal muscle fiber calpain-3	HP:0030119
Absent muscle fiber calpain-3	HP:0030120
Absent muscle fibre calpain-3	HP:0030120
Reduced muscle fiber calpain-3	HP:0030121
Reduced muscle fibre calpain-3	HP:0030121
Reduced muscle fiber perlecan	HP:0030122
Reduced muscle fibre perlecan	HP:0030122
Abnormal muscle fibre lamin A/C	HP:0030123
Abnormal muscle fiber lamin A/C	HP:0030123
Reduced muscle fibre lamin A/C	HP:0030124
Reduced muscle fiber lamin A/C	HP:0030124
L5 sacralization	HP:0030125
Sacralization of the fifth lumbar vertebra	HP:0030125
Oral motor hypotonia	HP:0030190
Fatigable weakness of bulbar muscles	HP:0030192
Fatigable weakness of chewing muscles	HP:0030193
Fatigable weakness of speech muscles	HP:0030194
Fatigable weakness of swallowing muscles	HP:0030195
Fatigable weakness of respiratory muscles	HP:0030196
Fatigable weakness of skeletal muscles	HP:0030197
Fatigable weakness of distal limb muscles	HP:0030198
Fatigable weakness of neck muscles	HP:0030199
Fatiguable weakness of proximal limb muscles	HP:0030200
Increased jitter at single fibre electromyography	HP:0030205
Increased jitter at single fibre EMG	HP:0030205
Increased jitter at single fiber EMG	HP:0030205
EMG: incremental response of compound muscle action potential to repetitive nerve stimulation	HP:0030206
Abnormal muscle fibre desmin	HP:0030224
Abnormal muscle fiber desmin	HP:0030224
Muscle fibre desmin-reactive inclusion bodies	HP:0030225
Muscle fiber desmin-reactive inclusion bodies	HP:0030225
Accumulation of muscle fiber desmin	HP:0030225
Accumulation of muscle fibre desmin	HP:0030225
Abnormal muscle fiber myotilin	HP:0030226
Abnormal muscle fibre myotilin	HP:0030226
Accumulation of muscle fibre myotilin	HP:0030227
Accumulation of muscle fiber myotilin	HP:0030227
Abnormal muscle fiber valosin-containing protein	HP:0030228
Abnormal muscle fibre valosin-containing protein	HP:0030228
Accumulation of muscle fiber valosin-containing protein	HP:0030229
Accumulation of muscle fibre valosin-containing protein	HP:0030229
Central core regions in muscle fibres	HP:0030230
Central core regions in muscle fibers	HP:0030230
Glycogen accumulation in muscle fiber lysosomes	HP:0030231
Glycogen accumulation in muscle fibre lysosomes	HP:0030231
Increased sarcoplasmic glycogen	HP:0030232
Bethlem phenomenon	HP:0030233
Bethlem sign	HP:0030233
Abnormality of muscle size	HP:0030236
Hand muscle weakness	HP:0030237
Hypoplasia of the upper arm musculature	HP:0030239
Underdeveloped upper arm muscles	HP:0030239
Deltoid muscle hypoplasia	HP:0030241
Hypoplasia of deltoid muscle	HP:0030241
Hyperplastic callus formation	HP:0030268
Abnormal vertebral pedicle morphology	HP:0030277
Hypoplastic vertebral pedicle	HP:0030278
Hypoplastic L5 vertebral pedicle	HP:0030279
Rib gap	HP:0030280
Cervical C3/C4 vertebral fusion	HP:0030281
Posterior rib gap	HP:0030282
Dorsal rib defect	HP:0030282
Triangular tongue	HP:0030284
Triangle shaped tongue	HP:0030284
Flattened femoral epiphysis	HP:0030289
Flattended end part of thigh bone	HP:0030289
Unossified sacrum	HP:0030290
Absence of sacrum ossification	HP:0030290
Lower-limb metaphyseal irregularity	HP:0030291
Tibial metaphyseal irregularity	HP:0030292
Irregularity of wide portion of calf bone	HP:0030293
Fibular metaphyseal irregularity	HP:0030293
Metaphyseal chondromatosis of tibia	HP:0030294
Metaphyseal chondromatosis of femur	HP:0030295
Metaphyseal chondromatosis of radius	HP:0030296
Metaphyseal chondromatosis of ulna	HP:0030297
Metaphyseal chondromatosis of humerus	HP:0030298
Distal femoral metaphyseal abnormality	HP:0030299
Abnormality of wide portion of outermost thighbone	HP:0030299
10 pairs of ribs	HP:0030300
Abnormal number of vertebrae	HP:0030304
Decreased number of vertebrae	HP:0030305
11 thoracic vertebrae	HP:0030306
Flared lower limb metaphysis	HP:0030307
Flared metaphysis of lower limb bone	HP:0030307
Flared outermost metaphysis of shankbone	HP:0030308
Flared outermost metaphysis of shinbone	HP:0030308
Flared distal tibial metaphysis	HP:0030308
Flared distal fibular metaphysis	HP:0030309
Flared outermost wide portion of of calf bone	HP:0030309
Dislocated arm joints	HP:0030310
Upper extremity joint dislocation	HP:0030310
Dislocated leg joints	HP:0030311
Lower extremity joint dislocation	HP:0030311
Obliteration of the calvarial diploe	HP:0030312
Obliteration of cranial cancellous bone	HP:0030312
Abnormal periosteum morphology	HP:0030313
Periostosis	HP:0030314
Facial weakness	HP:0030319
Face weakness	HP:0030319
Weakness of face	HP:0030319
Weakness of facial musculature	HP:0030319
Facial muscle weakness	HP:0030319
Decreased facial muscle strength	HP:0030319
Myasthenia of facial muscles	HP:0030319
Reduced facial muscle strength	HP:0030319
Decreased strength of facial muscles	HP:0030319
Increased intervertebral space	HP:0030320
Abnormal osteoclast count	HP:0030327
Decreased osteoclast count	HP:0030328
Multinucleated giant chondrocytes in epiphyseal cartilage	HP:0030330
Reduced muscle carnitine level	HP:0030362
Finger hyperphalangy	HP:0030367
Hyperphalangy of index finger	HP:0030368
Hyperphalangy of the 2nd finger	HP:0030368
Osteochondroma	HP:0030431
Osteocartilaginous exostoses	HP:0030431
Osteochondromas	HP:0030431
Chondroblastoma	HP:0030432
Osteoid osteoma	HP:0030433
Beevor's sign	HP:0030664
Contracture of proximal interphalangeal joints of 2nd-5th fingers	HP:0030675
Acrania	HP:0030716
Tetraphocomelia	HP:0030721
Meromelia	HP:0030728
Sacrococcygeal teratoma	HP:0030736
Altman type I sacrococcygeal teratoma	HP:0030737
Altman type II sacrococcygeal teratoma	HP:0030738
Altman type III sacrococcygeal teratoma	HP:0030739
Adipocyte hypertrophy	HP:0030759
Fat cell hypertrophy	HP:0030759
Mallet finger	HP:0030771
Proximal femoral focal deficiency	HP:0030772
Modic type vertebral endplate changes	HP:0030775
Modic type I vertebral endplate changes	HP:0030776
Modic type 1 vertebral endplate changes	HP:0030776
Modic type 2 vertebral endplate changes	HP:0030777
Modic type II vertebral endplate changes	HP:0030777
Modic type 3 vertebral endplate changes	HP:0030778
Modic type III vertebral endplate changes	HP:0030778
Abnormal jaw morphology	HP:0030791
Jaw neoplasm	HP:0030792
Jaw swelling	HP:0030793
Scaphocephaly	HP:0030799
Lipoma of the tongue	HP:0030815
Tongue lipoma	HP:0030815
Elbow pain	HP:0030835
Wrist pain	HP:0030836
Finger pain	HP:0030837
Knee pain	HP:0030839
Pain under knee cap	HP:0030839
Ankle pain	HP:0030840
Toe pain	HP:0030841
Large elbow	HP:0030865
Prominent elbow	HP:0030865
Large knee	HP:0030866
Abnormality of zygapophysial joint	HP:0030870
Abnormality of spinal facet joint	HP:0030870
Abnormality of apophyseal joint	HP:0030870
Abnormality of Z-joint	HP:0030870
Abnormality of zygapophyseal joint	HP:0030870
Facet arthritis	HP:0030871
Facet joint arthrosis	HP:0030871
Shoulder impingement	HP:0030881
Femoral acetabular impingement	HP:0030883
Femoroacetabular impingement	HP:0030883
Muscle biopsy: fibrosis	HP:0030951
Skeletal muscle fibrosis	HP:0030951
Ainhum	HP:0031009
Dactylolysis spontanea	HP:0031009
Hyperphalangy of third finger	HP:0031010
Hyperphalangy of the 3rd finger	HP:0031010
Ankylosis	HP:0031013
Zebra stripe sign	HP:0031016
Alternating radiolucent and radiodense metaphyseal lines	HP:0031016
Schneckenbecken dysplasia	HP:0031026
Snail-like ilia	HP:0031026
Snail-shaped ilia	HP:0031026
Snail-like pelvis	HP:0031026
Internal notch of the femoral head	HP:0031027
Type A4 brachydactyly	HP:0031043
Type A5 brachydactyly	HP:0031044
Tarsal sclerosis	HP:0031051
Abnormal femoral torsion	HP:0031069
Sausage fingers	HP:0031090
Finger dactylitis	HP:0031090
Toe dactylitis	HP:0031091
Sausage toes	HP:0031091
Spindle-shaped finger	HP:0031092
Abnormal humerus morphology	HP:0031095
Delayed vertebral ossification	HP:0031096
Decreased fibular diameter	HP:0031107
Thin fibula	HP:0031107
Triceps weakness	HP:0031108
Frog-leg posture	HP:0031139
Widened atrophic scar	HP:0031158
Low femur bone density	HP:0031163
Low femoral bone density	HP:0031163
Growth arrest lines	HP:0031164
Harris lines	HP:0031164
Growth resumption lines	HP:0031164
Femoral spur	HP:0031171
Spurring of femur	HP:0031171
Spurring of tibiae	HP:0031173
Tibial spur	HP:0031173
Double-layered patella	HP:0031174
Absent cervical vertebra	HP:0031175
Absent thoracic vertebra	HP:0031176
Finger flexor weakness	HP:0031177
Wrist drop	HP:0031189
Squaring of the inferior scapulae	HP:0031233
Horizontal inferior border of scapula	HP:0031233
Squaring of the scapula	HP:0031233
Internally nucleated skeletal muscle fibres	HP:0031237
Internally nucleated skeletal muscle fibers	HP:0031237
Necklace skeletal muscle fibres	HP:0031238
Necklace skeletal muscle fibers	HP:0031238
Arteriovenous malformation of the maxilla	HP:0031257
Triangular tibia	HP:0031260
Peripheral artery calcification	HP:0031301
Peripheral arterial calcification	HP:0031301
Lower extremity peripheral arterial calcification	HP:0031302
Lower extremity peripheral artery calcification	HP:0031302
Femoral arterial calcification	HP:0031303
Iliac arterial calcification	HP:0031304
Tibial arterial calcification	HP:0031305
Intracranial arterial calcification	HP:0031306
Internal carotid artery calcification	HP:0031307
Vertebral artery calcification	HP:0031308
Cerebral artery calcification	HP:0031309
Basilar artery calcification	HP:0031310
Middle cerebral artery calcification	HP:0031311
Abdominal aortic calcification	HP:0031313
Carotid artery calcification	HP:0031314
External carotid artery calcification	HP:0031315
Striated metaphysis	HP:0031367
Metaphyseal striations	HP:0031367
Cold paresis	HP:0031372
Ankle weakness	HP:0031374
Lower extremity subcutanous fat hypertrophy	HP:0031451
Musculotendinous retraction	HP:0031462
Subperiosteal bone formation	HP:0031485
Periosteal reaction	HP:0031485
Passive dorsiflexion of the 5th finger more than 90 degrees	HP:0031534
Myelin-like whorls in vacuolated fibres	HP:0031542
Myelin-like whorls in vacuolated fibers	HP:0031542
Agenesis of the carotid canal	HP:0031604
Bony carotid canal agenesis	HP:0031604
Recurrent shoulder dislocation	HP:0031610
Multiple shoulder dislocation	HP:0031610
Archibald's sign	HP:0031809
Archibald's metacarpal sign	HP:0031809
Knuckle dimple	HP:0031809
Femur fracture	HP:0031846
Femoral fracture	HP:0031846
Clasp-knife sign	HP:0031866
Neck hypertonia	HP:0031867
Recurrent joint dislocation	HP:0031869
Recurrent joint dislocations	HP:0031869
Acromicria	HP:0031878
Spastic hemiparetic gait	HP:0031957
Wernicke-Mann gait	HP:0031957
Spastic paraparetic gait	HP:0031958
Perioral spasm	HP:0031989
Muscle eosinophilia	HP:0032019
Eosinophilic infiltration of skeletal muscle	HP:0032019
Hypoplastic carotid canal	HP:0032045
Ankle joint effusion	HP:0032063
Baker's cyst	HP:0032072
Popliteal synovial cyst	HP:0032072
Angel-shaped phalanx	HP:0032078
Wilson sign	HP:0032102
Joint subluxation	HP:0032153
Abnormal meniscus morphology	HP:0032190
Torn meniscus	HP:0032191
Rotator cuff tear	HP:0032201
Lemon sign	HP:0032269
Temporomandibular joint adhesion	HP:0032328
Narrowing of medullary canal	HP:0032458
Medullary cavity obliteration	HP:0032458
Narrowing of the marrow cavity	HP:0032458
Narrowing of bone medullary canal	HP:0032458
Narrowing of bone marrow canal	HP:0032458
Tendon thickening	HP:0032523
Long thumb	HP:0032524
Delayed fracture healing	HP:0032537
Temporal bossing	HP:0032569
Right diaphragmatic hernia	HP:0032592
Aplasia of the right hemidiaphragm	HP:0032592
Triphalangeal hallux	HP:0032612
Abnormal chondrocyte morphology	HP:0032929
Lacunar halos around chondrocytes	HP:0032930
Widened z-discs	HP:0033008
Increased Z-disc width	HP:0033008
Increased Z-disk width	HP:0033008
Platystencephaly	HP:0033011
Migratory arthritis	HP:0033037
Migratory polyarthritis	HP:0033037
Swedish key appearance of femoral neck	HP:0033102
Monkey wrench configuration of the proximal femur	HP:0033102
Monkey wrench appearance of femoral neck	HP:0033102
Swedish key configuration of the proximal femur	HP:0033102
Monkey wrench femoral neck	HP:0033102
Abnormality of the musculoskeletal system	HP:0033127
Abnormal shoulder physiology	HP:0033129
Blake's pouch cyst	HP:0033140
Difficulty descending stairs	HP:0033235
Difficulty walking down stairs	HP:0033235
Transphyseal distal humerus fracture	HP:0033262
Transphyseal fracture of the distal humerus	HP:0033262
Patellar overgrowth	HP:0033308
Jaw contracture	HP:0033333
Nose chondritis	HP:0033380
Nasal chondritis	HP:0033380
Hip adductor weakness	HP:0033416
Increased mid-arm muscle circumference	HP:0033448
Decreased mid-arm muscle circumference	HP:0033449
Weak grip	HP:0033466
Limited shoulder abduction	HP:0033475
Limited shoulder flexion	HP:0033482
Limited ankle dorsiflexion	HP:0033526
Tight heel cord	HP:0033526
Heel cord tightness	HP:0033526
Aortic annular calcification	HP:0033538
Aortic annulus calcification	HP:0033538
Spondylitis	HP:0033631
Acetabular erosions	HP:0033640
Aortic valve leaflet calcification	HP:0033641
Aortic cusp calcification	HP:0033641
Aortic valve cusp calcification	HP:0033641
Mitral valve leaflet calcification	HP:0033642
Abnormal muscle fiber-type distribution	HP:0033684
Fiber type grouping	HP:0033685
Fibre type grouping	HP:0033685
Cortical sclerosis of the iliac wing	HP:0033701
Pain between shoulder blades	HP:0033746
Intrascapular pain	HP:0033746
Abnormal single motor unit action potential	HP:0033767
Enamel pearls	HP:0033776
Enamel agenesis	HP:0033785
Enamel opacity	HP:0033786
Hypomature enamel	HP:0033786
Cementum hypoplasia	HP:0033787
Cementum aplasia	HP:0033787
Cementum overdeveloped	HP:0033788
Hypercementosis	HP:0033788
Cementation hyperplasia	HP:0033788
Drumstick-shaped root	HP:0033788
Cementum overgrowth	HP:0033788
Cementum hypertrophy	HP:0033788
Talus aplasia	HP:0033977
Talar aplasia	HP:0033977
Absent talus	HP:0033977
Elongated femoral neck	HP:0033985
Long femoral neck	HP:0033985
Pelvic lipomatosis	HP:0034009
Curvilinear pericallosal lipoma	HP:0034013
Tubulonodular pericallosal lipoma	HP:0034014
Trident sign	HP:0034044
Trident pelvis	HP:0034044
Angular muscle fibers	HP:0034045
Angulated muscle fibers	HP:0034045
Mandibular osteolysis	HP:0034046
Rib osteolysis	HP:0034047
Abnormal fetal long-bone echogenicity	HP:0034072
Reduced fetal long bone echogenicity	HP:0034073
Increased fetal long bone echogenicity	HP:0034074
Paget disease of bone	HP:0034159
Spastic triplegia	HP:0034183
Patella alta	HP:0034186
Clavicular pseudarthrosis	HP:0034187
Champagne cork sign	HP:0034226
Aplastic zygomatic arch	HP:0034260
Aplasia/Hypoplasia of facial bones	HP:0034261
Copper beaten skull	HP:0034271
Cone-shaped phalangeal epiphyses	HP:0034281
Cone-shaped epiphyses of phalanges	HP:0034281
Phalangeal cone-shaped epiphyses	HP:0034281
Subcutaneous ossification	HP:0034282
Temporal lobe calcification	HP:0034293
Intracytoplasmic myofiber reducing inclusion bodies	HP:0034320
Muscle fiber intracytoplasmic reducing inclusion bodies	HP:0034320
Claw hand deformity	HP:0034337
Trapezius muscle aplasia	HP:0034342
Appendicular spasticity	HP:0034353
Decreased level of coenzyme Q10 in skeletal muscle	HP:0034369
Abnormal muscle tissue metabolite concentration	HP:0034370
Internal tibial torsion	HP:0034372
Internal tibial rotation	HP:0034372
External tibial torsion	HP:0034373
External tibial rotation	HP:0034373
Trident acetabula	HP:0034374
Trident acetabulum	HP:0034374
Elbow contracture	HP:0034391
Contracture	HP:0034392
Joint contracture	HP:0034392
Elbow extension contracture	HP:0034393
Forearm supination contracture	HP:0034394
Supination contracture of the forearm	HP:0034394
Pronation contracture of the forearm	HP:0034395
Forearm pronation contracture	HP:0034395
Claw toe deformity	HP:0034397
Toe deformity	HP:0034398
Abnormal joint physiology	HP:0034430
Joint crepitus	HP:0034431
Paranasal sinuses opacification	HP:0034494
Opacified paranasal sinuses	HP:0034494
Paranasal sinuses opacified	HP:0034494
Glenoid fracture	HP:0034500
Muscle biopsy: fingerprint bodies at periphery of muscle fibers	HP:0034508
Fingerprint bodies	HP:0034508
Spheroid bodies	HP:0034509
Abnormal muscle tissue enzyme activity	HP:0034510
Muscle biopsy: aconitase deficiency	HP:0034511
Reduced muscle aconitase activity	HP:0034511
Failure of development of facial bones	HP:0040008
Absence of facial bones	HP:0040008
Aplasia of facial skeleton	HP:0040008
Aplasia of facial bones	HP:0040008
Agenesis of facial bones	HP:0040008
Missing facial bones	HP:0040008
Failure of development of facial skeleton	HP:0040008
Small posterior fossa	HP:0040010
Flat posterior fossa	HP:0040011
Prominent tailbone	HP:0040016
Prominent coccyx	HP:0040016
Protruding coccyx	HP:0040017
Protruding tailbone	HP:0040017
Clinodactyly of hallux	HP:0040018
Curvature of big toe	HP:0040018
Curvature of finger	HP:0040019
Finger clinodactyly	HP:0040019
Radial deviation of the 5th finger	HP:0040020
Clinodactyly of the 2nd finger	HP:0040022
Curvature of index finger	HP:0040022
Second finger clinodactyly	HP:0040022
Clinodactyly of the thumb	HP:0040023
Curvature of thumb	HP:0040023
Curvature of middle finger	HP:0040024
Clinodactyly of the 3rd finger	HP:0040024
Clinodactyly of the 4th finger	HP:0040025
Curvature of ring finger	HP:0040025
Absent/underdeveloped 5th long bone of foot	HP:0040033
Aplasia/Hypoplasia of the fifth metatarsal bone	HP:0040033
Absent/small 5th long bone of foot	HP:0040033
Abnormality of the 2nd long bone of foot	HP:0040034
Abnormality of the second metatarsal bone	HP:0040034
Abnormality of the fourth metatarsal bone	HP:0040035
Abnormality of the 4th long bone of foot	HP:0040035
Underdeveloped diaphragm	HP:0040044
Hypoplasia of the diaphragm	HP:0040044
