Inguinal hernia	HP:0000023
Renal tubular herpes simplex virus inclusions	None
Irregularly shaped sperm tail	None
Sperm flagella with irregular caliber	None
Sperm flagella with irregular calibre	None
Cortical radial artery medial/intimal granulomatous arteriitis	None
Glutaminuria	None
Hyperglutaminuria	None
Glutamine high in urine	None
Female infertility	None
Decreased libido	None
Testicular and ovarian tissue present	None
True hermaphroditism	None
Medullary nephrocalcinosis	None
Anuria	None
Absent urine output	None
Low-molecular-weight proteinuria	None
Tubular proteinuria	None
Renal glomerular foam cells	None
Genital anomalies	None
Genital abnormalities	None
Genital abnormality	None
Genital defects	None
Abnormality of the genital system	None
Abnormality of the reproductive system	None
Vaginal hydrocele	None
Distal urethral duplication	None
Male reproductive system neoplasm	None
Small scrotum	None
Scrotal hypoplasia	None
Hypoplastic scrotum	None
Underdeveloped scrotum	None
Smaller than typical growth of scrotum	None
Empty ovarian follicle	None
Empty follicle syndrome	None
Perihilar glomerular hyalinosis	None
Craniofacial teratoma	None
Benign uterine leiomyomas	None
Uterine leiomyoma	None
Uterine fibroid	None
2-Methylbutyryl glycinuria	None
Lupus nephritis	None
Abnormality of the glomerular mesangium	None
Abnormal glomerular mesangium morphology	None
Mesangial abnormality	None
Abnormality glomerular mesangium morphology	None
Elevated urine acetoacetic acid level	None
Congenital mesoblastic nephroma	None
Priapism	None
hulseyism	None
Cortical nephrocalcinosis	None
Cholesterol emboli within interlobular vein lumen	None
Bladder diverticulum	None
Bladder diverticula	None
Female external genitalia in individual with 46,XY karyotype	None
Males with female external genitalia	None
Endometrial carcinoma	None
Increased level of 3-hydroxy-3-methylglutaric acid in urine	None
Eosinophilic bladder infiltration	None
Eosinophilic cystitis	None
Testicular abscess	None
Intratesticular abscess	None
Interlobular vein medial atrophy	None
Medial atrophy within interlobular veins	None
Glomerular hyaline subepithelial deposits	None
Incomplete male pseudohermaphroditism	None
Global mesangial sclerosis	None
Cortical peritubular capillaritis	None
Abnormal medullary peritubular capillary lumen morphology	None
Abnormality of urine bicarbonate level	None
Abnormality of urine HCO3 concentration	None
Abnormal urinary sulfate concentration	None
Abnormal urinary sulphate concentration	None
Glomerular parietal epithelial cell hypertrophy	None
Hypertrophy of the glomerular parietal epithelial cell	None
Renal sodium wasting	None
Renal Na+ wasting	None
Kidney sodium wasting	None
Renal Na wasting	None
Neutral hyperaminoaciduria	None
Scrotal cleft	None
Bifid scrotum	None
Cleft of scrotum	None
Female reproductive system neoplasm	None
Bacteria in urine	None
High urine bacteria	None
Bacteriuria	None
Genital neoplasm	None
Genital tumor	None
Genital tumour	None
Genital neoplasia	None
Sacral kidney	None
Pelvic kidney	None
Enlarged uterus	None
Glomerular hyalinosis at the tubular pole	None
Abnormal urinary purine level	None
Accumulation of acid in body due to kidney problem	None
Renal tubular acidosis	None
Grade I vesicoureteral reflux	None
Grade I VUR	None
VUR I	None
Decreased level of erythritol in urine	None
Orotic acid crystalluria	None
Abnormal size of the clitoris	None
Medial atrophy within arcuate veins	None
Arcuate vein medial atrophy	None
Increased urinary epithelial cell count	None
Increased urinary sedoheptulose	None
Vaginal fistula	None
Renal tubular necrosis	None
Renal tubular epithelial necrosis	None
Acute tubular necrosis	None
Urethral atresia, female	None
Renal arteriole intima/media coagulative necrosis	None
VUR II	None
Grade II VUR	None
Grade II vesicoureteral reflux	None
Medication crystalluria	None
Uterus didelphys	None
Double uterus	None
Absent/underdeveloped fallopian tube	None
Aplasia/Hypoplasia of the fallopian tube	None
Absent or rudimentary fallopian tubes	None
Absent/small fallopian tube	None
Abnormal morphology of Bowman's capsule	None
Abnormal morphology of Bowman capsule	None
Abnormal Bowman capsule morphology	None
Abnormal renal glomerular capsule morphology	None
Dibasicaminoaciduria	None
Genital tract atresia	None
Bilateral renal atrophy	None
Bilateral kidney degeneration	None
Congenital absence of the vas deferens	None
Absent deferent duct	None
Absent vas deferens	None
Absent ductus deferens	None
Premature ejaculation	None
Testicular adrenal rest tumour	None
Testicular adrenal rest tumor	None
Increased urine citrate concentration	None
Hypercitraturia	None
Renal tubulointerstitial viral inclusions	None
Tubulointerstitial viral infiltration	None
Xanthinuria	None
Increased urinary xanthine	None
Renal arteriole medial hypertrophy	None
Medial hypertrophy within arterioles	None
Increased level of galactitol in urine	None
Bifid ureter	None
Increased level of ribitol in urine	None
Abnormal renal tubular epithelial morphology	None
Nephromegaly	None
Large kidneys	None
Large kidney	None
Enlarged kidney	None
Renal enlargement	None
Gonadoblastoma	None
Hypermagnesiuria	None
Abnormal renal insterstitial morphology	None
Glomerular fibrin thrombus	None
Abnormality of the bladder	None
Enuresis	None
Mesangial cell loss	None
Increased urinary excretion of galactosyl hydroxylysine	None
Urinary space collagenization	None
Collagenization of the urinary space	None
Myoglobinuria	None
Argininosuccinic aciduria	None
Glomerular subepithelial immune-complex deposits	None
3-methylglutaricaciduria	None
3-Methylglutaric aciduria	None
Fibrous crescent	None
Nephrogenic rest	None
Mesangial fibrillary deposits	None
Granulomatous arteriolitis within arteriolar intima/media	None
Granulomatous arteriolitis of the arteriolar intima/media	None
Elevated urinary homogentisic acid	None
Absent epididymides	None
Epididymides absent	None
Absent epididymidis	None
Segmentally thickened glomerular basement membrane	None
Decreased urinary sulfate	None
Decreased urinary sulphate	None
Minimal change glomerulonephritis	None
Minimal change disease	None
Minimal change nephropathy	None
Interlobular vein intima/media granulomatous venulitis	None
Granulomatous venulitis within interlobular vein intima/media	None
Glomerular capillary congestion	None
Glomerular congestion	None
Abnormality of the renal tubule	None
Abnormal renal tubule morphology	None
Morphologic abnormality of the renal tubules	None
Fused labia majora	None
Cortical radial artery intimal mucoid edema	None
Intimal mucoid edema within interlobular arterial intima/media	None
Absent/underdeveloped vagina	None
Aplasia/Hypoplasia of the vagina	None
Absent/small vagina	None
Bilirubinuria	None
Enlargement of the vaginal lips	None
Labial hypertrophy	None
Enlarged vaginal lips	None
Enlargement of the labia	None
Septate vagina	None
Double vagina	None
Absent/underdeveloped uterus	None
Aplasia/hypoplasia of the uterus	None
Absent/small uterus	None
High urine albumin levels	None
Moderate albuminuria	None
Microalbuminuria	None
Glucosuria	None
Glycosuria	None
Glucose in urine	None
Interlobular vein medial hypertrophy	None
Medial hypertrophy within interlobular veins	None
Abnormal male internal genitalia morphology	None
Leukocyte cylindruria	None
White blood cell casts	None
Beta-alaninuria	None
Urolithiasis	None
Acute tubulointerstitial nephritis	None
Transient aminoaciduria	None
Increased urinary zinc level	None
Orange urine	None
Increased GFR	None
Increased glomerular filtration rate	None
Segmental glomerulosclerosis	None
red brown urine	None
Red-brown urine	None
Epispadias	None
Arcuate artery endoarterial foam cell hypercellularity	None
Endoarterial hypercellularity within arcuate artery consisting of foam cells	None
Impotence	None
Difficulty getting an erection	None
Difficulty getting a full erection	None
Decreased urine citrate concentration	None
Hypocitraturia	None
Gonadal neoplasm	None
Gonadal neoplasia	None
Fallopian tube cyst	None
Hypernatriuria	None
Increased urinary sodium	None
Hemosiderinuria	None
Labial pseudohypertrophy	None
Renal tubule cyst	None
Renal tubular cyst	None
Cortical radial artery leukocyte hypercellularity	None
Endoarterial hypercellularity within interlobular artery consisting of leukocytes	None
Elevated alkaline phosphatase of renal origin	None
Elevated ALP of renal origin	None
Abnormality of reproductive system physiology	None
Genital functional abnormality	None
Abnormality of genital physiology	None
Decreased urinary guanosine level	None
Aplasia of the fallopian tube	None
Amyloidosis within interlobular arterial intima/media	None
Cortical radial artery intimal/medial amyloidosis	None
Interlobular arterial intima/media amyloidosis	None
Renal interstitial fibrosis	None
Mesangial fibril deposition	None
Dilatation of the bladder	None
Chordee	None
Abnormal kidney function	None
Kidney function issue	None
Abnormal renal function	None
Abnormal renal physiology	None
Renal functional abnormality	None
Abnormality of renal physiology	None
Increased urinary porphobilinogen	None
Chondroitin sulfate excretion in urine	None
Chondroitin sulphate excretion in urine	None
Increased urinary disaccharide excretion	None
Impaired renal tubular reabsorption of bicarbonate	None
Displacement of the urethral meatus	None
Displacement of the male external urethral orifice	None
Displacement of the external urethral orifice	None
Secondary vesicoureteral reflux	None
Decreased tubular maximum for phosphate reabsorption per glomerular filtration rate	None
Tubular phosphate reabsorption low	None
Renal phosphate wasting	None
Decreased renal tubular phosphate reabsorption	None
Recurrent pyelonephritis	None
Glomerular capillary collapse	None
Collapse of glomerular capillary walls	None
Increased level of N-benzoylglycine in urine	None
Increased level of hippuric acid in urine	None
Hyposthenuria	None
Reduced urinary osmolality	None
Renal interstitial deposits	None
Arcuate artery intima/media coagulative necrosis	None
Coagulative necrosis within interlobular arterial intima/media	None
Perineal hypospadias	None
Renal papillary necrosis	None
Capsular hyaline drops within Bowman's capsule	None
Bowman capsular hyaline drops	None
Corpus cavernosum sclerosis	None
Paraphimosis	None
1-minute APGAR score of 1	None
Increased nuchal fold thickness	None
Thickened nuchal skin fold	None
Excess nuchal skin	None
Increased nuchal fold	None
Thickened skin over the neck	None
Thickened nuchal skin	None
Thickened skin folds of neck	None
Thick nuchal fold	None
Recurrent spontaneous abortion	None
Spontaneous abortion, recurrent	None
Edematous chorionic villi	None
Single-twin demise	None
Intrauterine fetal demise of one twin after midgestation	None
Intrauterine foetal demise of one twin after midgestation	None
Congenital portosystemic venous shunt	None
Fetal neck mass	None
Abnormality of umbilical vein blood flow	None
Recurrent implantation failure	None
Repeated implantation failure	None
Vasa previa	None
10-minute APGAR score of 0	None
Abnormality of prenatal development or birth	None
Omphalitis	None
Umbilical cord stump infection	None
Neonatal omphalitis	None
Maternal health problem	None
Prenatal maternal abnormality	None
Premature rupture of membranes	None
Fetal intraventricular hemorrhage with periventricular hemorrhage	None
Grade IV fetal intracranial hemorrhage	None
Abnormal cord blood measurement	None
Low maternal serum PAPP-A	None
Low maternal circulating PAPP-A concentration	None
Maternal diabetes	None
maternal hyperglycemia	None
gestational diabetes	None
Placental thickness increased	None
Increased placental thickness	None
Fetal anomaly	None
Frank breech presentation	None
Increased foetal movement	None
Foetal hyperkinesia	None
Fetal hyperkinesia	None
Increased fetal movement	None
1-minute APGAR score of 0	None
Abnormality of the amniotic fluid	None
Abnormal amniotic fluid	None
Twin-to-twin transfusion	None
Twin to twin transfusion syndrome	None
Shoulder dystocia	None
Villitis of unknown aetiology	None
Nonspecific chronic villitis	None
Villitis of unknown etiology	None
Chronic villitis	None
Chronic villitis (non-infectious)	None
Furcate cord insertion	None
High maternal serum alpha-fetoprotein MoM	None
High maternal serum alpha-fetoprotein	None
Increased maternal serum alpha-fetoprotein level	None
High maternal circulating alpha-fetoprotein concentration	None
MSAFP MoM>2.5	None
High MSAFP MoM	None
Grade III fetal intracranial hemorrhage	None
Fetal intraventricular hemorrhage with ventriculomegaly	None
Preimplantation embryonic lethality	None
Preimplantation lethality	None
Fetal pleural effusion	None
Primary Caesarian section	None
High levels of amniotic fluid	None
Increased amniotic fluid index	None
Hydramnios	None
Polyhydramnios	None
Incomplete breech presentation	None
Abnormal O2 level in cord blood	None
Abnormal cord blood oxygen levels	None
Abnormal oxygen amount in umbilical cord blood	None
Abnormal oxygen level in cord blood	None
10-minute APGAR score of 1	None
Abnormal fetal physiology	None
Functional fetal anomaly	None
Meconium pseudocyst	None
Abnormal fetal morphology	None
Structural fetal anomaly	None
Early severe foetal akinesia sequence	None
Early severe fetal akinesia sequence	None
Fetal akinesia	None
Foetal akinesia sequence	None
Fetal akinesia sequence	None
Foetal akinesia	None
Very preterm birth	None
1-minute APGAR score of 6	None
Formation of multiple pronuclei during fertilization	None
Low maternal serum alpha-fetoprotein	None
Low maternal circulating alpha-fetoprotein concentration	None
Long umbilical cord	None
Postterm pregnancy	None
Abnormal blood gas level in cord blood	None
Prenatal double bubble sign	None
1-minute APGAR score of 5	None
Small placenta	None
Amniotic bands	None
Amniotic constriction ring	None
Amniotic constriction band	None
Pseudoainhum	None
Congenital constriction band sequence	None
Low one-minute APGAR score	None
Low 1-minute APGAR score	None
Hyperemesis gravidarum	None
Eclampsia	None
Abnormalities of placenta or umbilical cord	None
Abnormal fetal central nervous system morphology	None
Abnormal fetal CNS morphology	None
Short foetal thigh bone length	None
Short fetal thigh bone length	None
Short fetal femur length	None
Short foetal femur length	None
Low five-minute APGAR score	None
Low 5-minute APGAR score	None
Fetal distress	None
Foetal distress	None
Echogenic bowel	None
Echogenic foetal bowel	None
Echogenic fetal bowel	None
Distended jugular lymphatic sacs	None
Abnormal fetal long-bone echogenicity	None
Premature birth following premature rupture of foetal membranes	None
Premature birth following premature rupture of fetal membranes	None
Premature delivery because of cervical insufficiency or membrane fragility	None
Four-vessel umbilical cord	None
1-minute APGAR score of 4	None
Fetal scalp mass	None
Abnormal fetal cardiovascular physiology	None
Foetal pyelectasis	None
Foetal renal pelvic dilatation	None
Fetal pyelectasis	None
Mild foetal hydronephrosis	None
Fetal renal pelvic dilatation	None
Mild fetal hydronephrosis	None
Anhydramnios	None
10-minute APGAR score of 5	None
Low maternal circulating chorionic gonadotropin concentration	None
Low maternal serum hCG	None
Low maternal serum chorionic gonadotropin	None
Skewed maternal X inactivation	None
Abnormal maternal serum screening	None
Forceps delivery	None
Maternal anticardiolipin antibody positive	None
Abnormal embryonic development	None
Abnormal umbilical artery doppler waveform during pregnancy	None
5-minute APGAR score of 1	None
Choriocarcinoma	None
Female fetal virilization	None
Female foetal virilization	None
Fetal skin edema	None
Delivery complication	None
Abnormal delivery	None
Amniotic constriction rings of legs	None
Low maternal circulating estriol concentration	None
Low maternal serum estriol	None
Greasy, thick vernix caseosa-like scale	None
Caseous vernix-like desquamation	None
Decreased fetal movements	None
Decreased fetal movement	None
Decreased foetal activity	None
Decreased foetal movement	None
Reduced fetal movement	None
Decreased foetal movements	None
Less than 10 fetal movements in 12 hours	None
Dminished fetal movement	None
Reduced foetal movements	None
Foetal hypokinesia	None
Less than 10 foetal movements in 12 hours	None
Reduced foetal movement	None
Reduced fetal movements	None
Fetal hypokinesia	None
Decreased fetal activity	None
Decreased movement in utero	None
Persistent patent ductus venosus	None
Umbilical cord knot	None
Abnormality of ductus venosus blood flow	None
Hydrops fetalis, nonimmune	None
Non-immune fetal hydrops	None
Non-immune foetal hydrops	None
Nonimmune hydrops	None
Hydrops fetalis, non-immune	None
Nonimmune hydrops fetalis	None
Delayed separation of umbilical cord	None
Delayed umbilical cord separation	None
Placental thromboembolism	None
Placental infarction	None
Meconium-stained amniotic fluid	None
Meconium stained amniotic fluid	None
Meconium staining of amniotic fluid	None
Gastric pseudomass	None
Abnormal umbilical cord blood vessel morphology	None
Abnormal umbilical cord blood vessels	None
Type 2 congenital pulmonary airway malformation	None
Placenta increta	None
Umbilical cord issue	None
Abnormality of the umbilical cord	None
Placenta percreta	None
Abnormal placental pentration beyond the uterine wall	None
5-minute APGAR score of 0	None
10-minute APGAR score of 4	None
Marginal umbilical cord insertion	None
Battledore placenta	None
Marginal cord insertion	None
Fetal chylothorax	None
Hydrops fetalis	None
Placenta acreta	None
Hypoplasia of foetal nasal bone	None
Hypoplasia of fetal nasal bone	None
Underdeveloped foetal nose bone	None
Underdeveloped fetal nose bone	None
Caesarian section	None
Premature delivery of affected infants	None
Preterm delivery	None
Premature birth	None
Premature delivery	None
Shortened gestation time	None
Preterm birth	None
10-minute APGAR score of 3	None
Maternal fever during pregnancy	None
Maternal fever in pregnancy	None
Increased fetal lens echogenicity	None
Fetal intraventricular hemorrhage	None
5-minute APGAR score of 6	None
Fetal pericardial effusion	None
Ectopic pregnancy	None
Placental hamartoma	None
Chorangioma	None
Elevated umbilical artery Dopplers	None
Elevated umbilical artery pulsatility	None
Increased umbilical artery pulsatility index	None
Absence of stomach bubble on fetal sonography	None
Absent stomach bubble	None
Non-visualisation of the fetal stomach	None
Absence of stomach bubble on foetal sonography	None
Redundant septum primum flap	None
Foramen ovale aneurysm	None
Fetal atrial septal dilatation	None
Maternal vascular malperfusion	None
10-minute APGAR score of 6	None
Hypocapnia in cord blood	None
Low cord blood carbon dioxide level	None
Abnormality of placental membranes	None
Abnormal placental membrane morphology	None
Abnormal preimplantation embryonic development	None
High cord blood carbon dioxide level	None
Hypercapnia in cord blood	None
Vacuum-assisted vaginal delivery	None
Vacuum extraction	None
Ventouse delivery	None
Fetal extra-axial hemorrhage	None
Bilateral foetal pyelectasis	None
Bilateral foetal pyelectasia	None
Bilateral fetal pyelectasis	None
Bilateral fetal pyelectasia	None
Failure of zygotic cell division	None
Zygotic cleavage failure	None
Abnormal fetal pulmonary morphology	None
Nuchal cord	None
Placental abruption	None
Abruptio placentae	None
Placental issue	None
Abnormality of the placenta	None
Abnormal placenta morphology	None
Fetal lower urinary tract obstruction	None
Umbilical vein varix	None
Exposure during pregnancy	None
Pregnancy exposure	None
Low cord blood oxygen level	None
Hypoxemia in cord blood	None
Fetal intracranial hemorrhage	None
Abnormal chorion morphology	None
5-minute APGAR score of 5	None
Complete breech presentation	None
Champagne cork sign	None
Umbilical cord cyst	None
FIUVV	None
Fetal umbilical vein dilatation	None
Fetal intra-abdominal umbilical vein varix	None
Abnormal umbilical cord blood levels of carbon dioxide	None
Abnormal carbon dioxide level in cord blood	None
Abnormal CO2 level in cord blood	None
Desquamation of skin soon after birth	None
Extremely preterm birth	None
Congenital cystic adenomatoid malformation of the lung	None
Congenital cystic disease of the lung	None
Congenital pulmonary airway malformation	None
Cystic adenomatoid lung disease	None
CCAM	None
Umbilical cord haematoma	None
Umbilical cord hematoma	None
Absent end-diastolic umbilical artery flow	None
Increased fetal long bone echogenicity	None
Placental enlargement	None
Large placenta	None
Preeclampsia	None
Pre-eclampsia	None
5-minute APGAR score of 3	None
Abnormal placental size	None
Grade I fetal intracranial hemorrhage	None
Fetal subependymal hemorrhage	None
Spontaneous chorioamniotic separation	None
Amnion-chorion separation	None
Mild fetal ventriculomegaly	None
Mild foetal ventriculomegaly	None
Type 3 congenital pulmonary airway malformation	None
Fetal cerebellar hemisphere hemorrhage	None
Breus' mole	None
Subchorionic thrombohematoma	None
Abnormal fetal gastrointestinal system morphology	None
Hyperoxemia in cord blood	None
High cord blood oxygen level	None
Fetal posterior fossa hemorrhage	None
Toxaemia of pregnancy	None
Hypertensive disorder of pregnancy	None
Toxemia of pregnancy	None
Abnormal fetal genitourinary system morphology	None
Fetal head anomaly	None
Fetal PAD narrowing-closure	None
Idiopathic constriction of the fetal ductus arteriosus	None
Fetal ductus arteriosus narrowing-closure	None
Premature closure of the ductus arteriosus	None
Fetal arterial duct narrowing-closure	None
PCDA	None
Fetal PDA narrowing-closure	None
Type 1 congenital pulmonary airway malformation	None
Breech presentation	None
Breech presentation at birth	None
Feet or buttocks of foetus positioned near opening of uterus	None
Feet or buttocks of fetus positioned near opening of uterus	None
10-minute APGAR score of 2	None
Elevated fetal middle cerebral artery peak systolic velocity	None
Placental calcification	None
Calcified placenta	None
Two vessel umbilical cord	None
Two vessel cord	None
2 vessel umbilical cord	None
2 vessel cord	None
Two-vessel cord	None
Single umbilical artery	None
Only one artery in umbilical cord instead of two	None
Fetal cerebellar vermis hemorrhage	None
Fetal neck anomaly	None
Short foetal humerus length	None
Short fetal long bone in upper arm length	None
Short fetal humerus length	None
Short foetal long bone in upper arm length	None
Ductus venosus agenesis	None
Agenesis of the ductus venosus	None
Cephalohematoma	None
Cephalohaematoma	None
Maternal teratogenic exposure	None
Maternal oligohydramnios	None
Oligohydramnios	None
Low levels of amniotic fluid	None
Decreased amniotic fluid index	None
Maternal autoimmune disease	None
Amniotic constriction rings of arms	None
Secondary Caesarian section	None
High maternal serum hCG	None
High maternal serum chorionic gonadotropin	None
High maternal circulating chorionic gonadotropin concentration	None
Fetal ultrasound soft marker	None
Foetal ultrasound soft marker	None
Abnormal fetal nasal bone visualization	None
Lemon sign	None
Maternal first trimester fever	None
Fetal nuchal edema	None
Low APGAR score	None
Abnormal fetal skeletal morphology	None
1-minute APGAR score of 2	None
Fetal hydrothorax	None
Subchorionic septal cyst	None
Placental mesenchymal dysplasia	None
Deep dermatophytosis	None
Abnormality of cytokine secretion	None
Absence of memory B cells	None
Anti-GluK2 antibody	None
Anti-glutamate kainate receptor subunit 2 antibody	None
Pyelonephritis	None
Thymoma	None
Absence of CD4+CD25+ Tregs	None
Absence of CD4-positive, CD25-positive regulatory T cells	None
Absence of CD4+CD25+ T regulatory cells	None
Recurrent mycobacterial infections	None
Pseudo-chilblains on fingers	None
COVID finger	None
COVID fingers	None
Anti-GD1a IgG antibody positivity	None
Psoriasis	None
Psoriasiform dermatitis	None
Elevated IgA	None
Increased circulating IgA level	None
Increased levels of IgA	None
Elevated serum IgA	None
Increased serum IgA	None
IgA hypergammaglobulinemia	None
Decreased circulating IgG subclass level	None
Decreased IgG subclass level in blood	None
Recurrent streptococcal infections	None
Inflammation of the fascia	None
Fasciitis	None
Abnormally low T cell receptor excision circle level	None
Decreased proportion of unswitched memory B cells	None
Reduced proportion of unswitched memory B cells	None
Decreased proportion of non-class-switched memory B cells	None
Infection in blood stream	None
Sepsis	None
Anti-GQ1b antibody positivity	None
Anti-BP180 antibody positivity	None
Anti-p62 antibody positivity	None
Anti-nucleoporin 62 antibody positivity	None
Abnormality of the tonsils	None
Anti-GM1 IgG antibody positivity	None
Chronic partially decreased circulating IgG2	None
Chronic partially decreased IgG2 in blood	None
IgD hypergammaglobulinemia	None
Elevated IgD	None
Increased IgD level	None
Increased levels of IgD	None
Elevated serum IgD	None
Increased serum IgD	None
Increased circulating IgD level	None
Insulin receptor antibody positivity	None
Anti-phosphatidyl choline antibody positivity	None
Elevated helper T cell proportion	None
Increased proportion T-helper cells	None
Increased helper T cell proportion	None
Recurrent ear infections	None
Frequent ear infections	None
Anti-HK-1 antibody positivity	None
Anti-hexokinase-1 antibody positivity	None
Anticardiolipin IgG antibody positivity	None
Absent B cells	None
Absence of B cells	None
Severe B lymphocytopenia	None
Discoid eczema	None
Nummular eczema	None
Nummular dermatitis	None
Reduced MHC II surface expression	None
Libman-Sacks lesions	None
Anti-Th/To antibody positivity	None
Recurrent pulmonary infections	None
Recurrent pneumonia	None
Pneumonia, recurrent episodes	None
pulmonary infections, recurrent	None
Pneumonia, recurrent	None
Pulmonary infections	None
Pulmonary infection	None
Multiple pulmonary infections	None
Decreased circulating IgG1 level	None
Decreased IgG1 level in blood	None
Infection due to encapsulated bacteria	None
Swollen lymph nodes in centre of chest	None
Swollen lymph nodes in center of chest	None
Mediastinal lymphadenopathy	None
Polyclonal elevation of circulating IgA	None
Anti-laminin gamma1 antibody positivity	None
Neuroinflammation	None
Abnormal alpha-beta T cell morphology	None
Episodic eosinophilia	None
Abnormal circulating interleukin 22 concentration	None
Eosinophil nuclear hypersegmentation	None
Decreased serum complement C9	None
Decreased serum C9	None
Juvenile myelomonocytic leukemia	None
Juvenile myelomonocytic leukaemia	None
Palmoplantar pustulosis	None
Pustulosis palmaris et plantaris	None
Pustulosis of palms and soles	None
Palmoplantar pustules	None
Acute sinusitis	None
Abnormal natural killer cell morphology	None
Abnormal NK cells	None
Abnormality of natural killer cells	None
Anti-sphingolipid antibody positivity	None
Anti-Ma2 antibody positivity	None
Anti-Ta antibody	None
Perifollicular inflammation	None
Perifolliculitis	None
Decreased immunoglobulin level in body fluid	None
Disseminated infection with live vaccine virus	None
Nose chondritis	None
Nasal chondritis	None
Optic neuritis	None
Neonatal sepsis	None
Anti-HLA-A antibody positivity	None
Dysgammaglobulinemia	None
Fluid behind eardrum	None
Otitis media with effusion	None
Increased level of anti-food allergen IgE antibody	None
Increased anti-food allergen IgE antibody level	None
Neutrophilic infiltration of the skin	None
Thymic hyperplasia	None
Thymus hyperplasia	None
Enlarged thymus	None
Increased hepatitis C virus antibody level	None
Increased proportion of effector memory CD4-positive, alpha-beta T cells	None
Bacteria allergy	None
Immunoglobulin E-mediated bacteria allergy	None
IgE-mediated bacteria allergy	None
Allergy to bacteria	None
Abnormal proportion of central memory CD4-positive, alpha-beta T cells	None
Purulent eye discharge	None
Mucopurulent discharge from the eye	None
Hepatic mastocytosis	None
IgE-mediated plant based food allergen allergy	None
Plant based food allergy	None
Allergy to plant based food allergens	None
Immunoglobulin E-mediated plant based food allergen allergy	None
Recurrent Serratia marcescens infections	None
Increased circulating interleukin 23 concentration	None
Bull's eye rash	None
Abnormal plasma cell count	None
Increased total hemolytic complement activity	None
Inflammation of fat tissue	None
Panniculitis	None
Inflammation of adipose tissue	None
Chronic decreased circulating total IgG	None
Chronic decreased total IgG in blood	None
Recurrent interdigital mycosis	None
Recurrent interdigital tinea	None
Increased IgG level	None
Increased circulating IgG level	None
Increased total IgG in blood	None
Increased levels of IgG	None
Cytoplasmic antineutrophil antibody positivity	None
Anti-neutrophil cytoplasmic antibody positivity	None
Increased anti-animal protein IgE antibody level	None
Increased level of anti-animal protein IgE antibody	None
Platelet antibody	None
Platelet antibody positive	None
Abnormality of the alternative complement pathway	None
Paratracheal lymphadenopathy	None
Gum disease	None
Periodontal disease	None
Periodontitis	None
Pyorrhea	None
Reduced natural killer cell activity	None
Anti-class II HLA antibody positivity	None
Anti-platelet derived growth factor receptor	None
Anti-PDGFR antibody positivity	None
TRAbs	None
Anti-thyroid-stimulating hormone receptor antibody positivity	None
Anti-TSH receptor antibody positivity	None
Bacterial encephalitis	None
Contact dermatitis	None
Absolute lymphocyte count decrease	None
Decreased blood lymphocyte number	None
Lymphocytopenia	None
Lymphopenia	None
Low lymphocyte number	None
Impaired neutrophil killing of staphylococci	None
Partial absence of specific antibody response to meningococcus vaccine	None
Chronic partially decreased circulating IgG4	None
Chronic partially decreased IgG4 in blood	None
Anti-P450scc	None
Anti-side-chain cleavage enzyme antibody positivity	None
Abnormality of complement system	None
Increased circulating metamyelocyte count	None
Class IV lupus nephritis	None
Diffuse lupus nephritis	None
Granulomatosis	None
Defective humoral immunity	None
Abnormality of humoral immunity	None
Pneumocystis carinii pneumonia	None
Anti-Mi2 antibody positivity	None
Presence of anti-N-methyl-D-aspartate Receptor antibody in CSF	None
CSF anti-NMDA receptor antibody positivity	None
Presence of anti-NMDAR antibody in cerebrospinal fluid	None
Presence of NMDAR antibody in CSF	None
Abnormal proportion of double-negative alpha-beta regulatory T cell	None
Abnormal double-negative alpha-beta regulatory T cell distribution	None
Abnormal DN Treg distribution	None
Abnormal CD4-negative, CD8-negative, alpha-beta regulatory T cell distribution	None
Abnormal Double negative Treg distribution	None
Histoplasmosis	None
Posterior uveitis	None
Choroiditis	None
Anti-type VII collagen antibody	None
Reduced T cell CD40 expression	None
Reduced NK cell number	None
Reduced natural killer cell number	None
Reduced natural killer cell count	None
Decreased specific antibody response to polysaccharide vaccine	None
Abnormal proportion of memory B cells	None
Chronic active Epstein-Barr virus infection	None
Recurrent oral herpes	None
Recurrent herpes labialis	None
Severe parainfluenza infection	None
Increased circulating IgG subclass	None
IgE-mediated insect bite allergy	None
Allergy to insect bites	None
Immunoglobulin E-mediated insect bite allergy	None
Insect bite allergy	None
Increased anti-bacteria IgE antibody level	None
Increased level of anti-bacteria IgE antibody	None
Abnormal total hemolytic complement activity	None
Abnormal CH50	None
Vesicular eruption	None
Increased circulating interleukin 27 concentration	None
Anti-YB 1 antibody positivity	None
Anti-Y-box protein-1 antibody positivity	None
Deep perivascular inflammatory infiltrate	None
Deep dermal perivascular inflammatory infiltrate	None
Abnormal circulating interleukin 17A concentration	None
Abnormal circulating interleukin 23 concentration	None
Vulvovaginitis	None
Vaginitis	None
Generalized swelling of lymph nodes	None
Generalized lymphadenopathy	None
Generalised lymphadenopathy	None
Generalised swelling of lymph nodes	None
Swollen lymph nodes affecting all regions of the body	None
Anti-dsDNA antibody positivity	None
Anti-SEZ6L2 antibody	None
Heliotrope rash of eyelid	None
Transient decreased circulating total IgG	None
Increased level of anti-house dust IgE antibody	None
Increased anti-house dust IgE antibody level	None
Increased anti-house dust mite IgE antibody level	None
Chronic myeloid leukaemia	None
