Abnormality of body height	HP:0000002
Erlenmeyer flask deformity of the femurs	HP:0004975
Erlenmeyer flask deformity of distal femur	HP:0004975
Erlenmeyer flask femora	HP:0004975
Dislocations of the knees	HP:0004976
Knee dislocations	HP:0004976
Knee dislocation	HP:0004976
Bilateral absence of radius	HP:0004977
Bilateral radial aplasia	HP:0004977
Increased bone density in wide portion of long bone	HP:0004979
Metaphyseal sclerosis	HP:0004979
Sclerotic metaphyses	HP:0004979
Rarefaction of the metaphyses	HP:0004980
Metaphyseal rarefaction	HP:0004980
Prominent styloid process of ulna	HP:0004981
Mesomelic lower limb shortening	HP:0004987
Mesomelia of the lower limbs	HP:0004987
Mesomelic leg shortening	HP:0004987
Epiphyseal streaking	HP:0004990
Rhizomelic arm shortening	HP:0004991
Slender long bones with narrow shaft	HP:0004993
Slender long bones with narrow diaphyses	HP:0004993
Multicentric ossification of proximal humeral epiphyses	HP:0004997
Recurrent patellar dislocation	HP:0005001
Recurrent dislocation of patellas	HP:0005001
Absent/underdeveloped end part of innermost thighbone	HP:0005003
Absent/small end part of innermost thighbone	HP:0005003
Aplasia/Hypoplasia of the capital femoral epiphysis	HP:0005003
Flattened proximal radial epiphyses	HP:0005004
Femoral bowing present at birth, straightening with time	HP:0005005
Bowing of thighbone at birth, straightening with time	HP:0005005
Large joint dislocations	HP:0005008
Dumbbell-shaped long bone in upper arm	HP:0005009
Dumbbell-shaped humerus	HP:0005009
Osteomyelitis leading to amputation due to slow healing fractures	HP:0005010
Upper limb brachymesomelia	HP:0005011
Mesomelic arm shortening	HP:0005011
Mesomelia of the upper limbs	HP:0005011
Dysplastic distal radial epiphyses	HP:0005013
Polyarticular chondrocalcinosis	HP:0005017
Thickening of shaft or central part of long bones	HP:0005019
Diaphyseal thickening	HP:0005019
Dislocated elbows on both sides	HP:0005021
Bilateral elbow dislocations	HP:0005021
Hypoplastic distal humeri	HP:0005025
Mesomelic/rhizomelic limb shortening	HP:0005026
Wide innermost wide portion of shankbone bone	HP:0005028
Widened proximal tibial metaphyses	HP:0005028
Wide innermost wide portion of shinbone bone	HP:0005028
Hypoplastic distal ulna	HP:0005033
Distal shortening of ulna	HP:0005033
Distal ulnar hypoplasia	HP:0005033
Shortening of all phalanges of the toes	HP:0005035
Short toe bones	HP:0005035
Unilateral ulnar hypoplasia	HP:0005036
Proximal radio-ulnar synostosis	HP:0005037
Multiple long-bone exostoses	HP:0005039
Multiple exostoses of long tubular bones	HP:0005039
Irregular capital femoral epiphyses	HP:0005041
Irregular proximal femoral epiphyses	HP:0005041
Irregular capital femoral epiphysis	HP:0005041
Irregular end part of innermost thighbone	HP:0005041
Irregular, rachitic-like metaphyses	HP:0005042
Irregular proximal humeral metaphyses	HP:0005043
Proximal humeral metaphyseal irregularity	HP:0005043
Diaphyseal cortical sclerosis	HP:0005045
Synostosis of carpal bones	HP:0005048
Fusion of wrist bones	HP:0005048
Anterolateral radial head dislocation	HP:0005050
Anterior/lateral radial head dislocation	HP:0005050
Metaphyseal spurs	HP:0005054
Joint pain/Joint inflammation	HP:0005059
Arthralgia/arthritis	HP:0005059
Limited elbow flexion/extension	HP:0005060
Fragmented, irregular epiphyses	HP:0005063
Fragmented, irregular end part of bone	HP:0005063
Cone-shaped end part of long bone fused within their wide portion of wide bone	HP:0005066
Cone-shaped epiphyses fused within their metaphyses	HP:0005066
Overgrowth of innermost part of calf bone	HP:0005067
Proximal fibular overgrowth	HP:0005067
Absent styloid process of ulna	HP:0005068
Rhizo-meso-acromelic limb shortening	HP:0005069
Proximal radial head dislocation	HP:0005070
Hyperextensibility at wrists	HP:0005072
Increased wrist mobility	HP:0005072
Increased laxity of wrists	HP:0005072
Anterior radial head dislocation	HP:0005084
Anterior dislocation of radial head	HP:0005084
Limited knee flexion/extension	HP:0005085
Knee osteoarthritis	HP:0005086
Abnormal metaphyseal trabeculation	HP:0005089
Lateral femoral bowing	HP:0005090
Streaky metaphyseal sclerosis	HP:0005092
Streak increase in bone density in wide portion of wide bone	HP:0005092
Absent proximal radial epiphyses	HP:0005093
Distal femoral bowing	HP:0005096
Premature birth following premature rupture of foetal membranes	HP:0005100
Premature birth following premature rupture of fetal membranes	HP:0005100
Progressive high frequency hearing loss	HP:0005101
Progressive high-frequency hearing loss	HP:0005101
Hearing loss, high-frequency	HP:0005101
High-frequency hearing impairment	HP:0005101
High-frequency deafness	HP:0005101
High frequency hearing loss	HP:0005101
Cochlear degeneration	HP:0005102
Progressive cochlear degeneration	HP:0005102
Ossification of pinnae	HP:0005103
Petrified ear	HP:0005103
Ear cartilage calcification	HP:0005103
Cartilaginous ossification of pinnae	HP:0005103
Calcification of the auricular cartilage	HP:0005103
Small nasal septum	HP:0005104
Decreased size of nasal septum	HP:0005104
Hypoplasia of septum of nose	HP:0005104
Small septum of nose	HP:0005104
Decreased size of septum of nose	HP:0005104
Hypoplastic nasal septum	HP:0005104
Abnormal nasal morphology	HP:0005105
Abnormal of nasal shape	HP:0005105
Abnormal nose morphology	HP:0005105
Abnormal of shape of nose	HP:0005105
Abnormal of morphology of nose	HP:0005105
Abnormality of the vertebral endplates	HP:0005106
Abnormality of the sacrum	HP:0005107
Abnormal sacrum morphology	HP:0005107
Abnormality of the intervertebral disc	HP:0005108
Abnormal intervertebral disk morphology	HP:0005108
Abnormality of the intervertebral disk	HP:0005108
Abnormality of the calcaneal tendon	HP:0005109
Abnormality of the Achilles tendon	HP:0005109
Quivering upper heart chambers resulting in irregular heartbeat	HP:0005110
Atrial fibrillation	HP:0005110
Dilatation of the abdominal aorta	HP:0005112
Abdominal aortic aneurysm	HP:0005112
Dilatation of the aortic arch	HP:0005113
Aortic arch dilatation	HP:0005113
Aortic arch aneurysm	HP:0005113
Supraventricular arrhythmias	HP:0005115
Supraventricular arrhythmia	HP:0005115
Arterial tortuosity	HP:0005116
Elevated diastolic BP	HP:0005117
Elevated diastolic blood pressure	HP:0005117
Abnormal cardiac atrium morphology	HP:0005120
Abnormality of cardiac atrium morphology	HP:0005120
Abnormality of heart atrium	HP:0005120
Posterior scalloping of vertebral bodies	HP:0005121
Posterior vertebral body scalloping	HP:0005121
Congenital hypertrophy of left ventricle	HP:0005129
Pericardial constriction	HP:0005132
Dilated heart right ventricle	HP:0005133
Right ventricular dilatation	HP:0005133
Absent pulmonary valve	HP:0005134
Absence of the pulmonary valve	HP:0005134
Abnormal T-wave	HP:0005135
EKG: T-wave abnormalities	HP:0005135
T-wave abnormalities	HP:0005135
Mitral annular calcification	HP:0005136
Premature calcification of mitral annulus	HP:0005136
Anomalous origin of right pulmonary artery from ascending aorta	HP:0005143
Thickened interventricular septum	HP:0005144
Ventricular septal hypertrophy	HP:0005144
Coronary artery stenosis	HP:0005145
Narrowing of coronary artery	HP:0005145
Cardiac valve calcification	HP:0005146
Calcifications of the cardiac valves	HP:0005146
Bidirectional ventricular ectopy	HP:0005147
Pulmonary valve defects	HP:0005148
Abnormal atrioventricular conduction	HP:0005150
Preductal coarctation of the aorta	HP:0005151
Proximal aortic coarctation	HP:0005151
Infantile xanthomatous cardiomyopathy	HP:0005152
Oncocytic cardiomyopathy	HP:0005152
Infantile cardiomyopathy with histiocytoid changes	HP:0005152
Arachnocytosis of the myocardium	HP:0005152
Focal lipid cardiomyopathy	HP:0005152
Myocardial or conduction system hamartoma	HP:0005152
Foamy myocardial transformation	HP:0005152
Histiocytoid cardiomyopathy	HP:0005152
Isolated cardiac lipidosis	HP:0005152
Idioventricular escape rhythm	HP:0005155
Ventricular escape rhythm	HP:0005155
Hypoplastic left atrium	HP:0005156
Underdeveloped left heart atrium	HP:0005156
Left atrium hypoplasia	HP:0005156
Symmetric, concentric, hypertrophic cardiomyopathy	HP:0005157
Concentric hypertrophic cardiomyopathy	HP:0005157
Total anomalous pulmonary venous return	HP:0005160
Total anomalous pulmonary venous connection	HP:0005160
Total anomalous pulmonary venous drainage	HP:0005160
Left ventricular failure	HP:0005162
Left ventricular dysfunction	HP:0005162
Left ventricular impairment	HP:0005162
Abnormal left ventricular function	HP:0005162
Impaired left ventricular function	HP:0005162
Left-sided heart failure	HP:0005162
Dysplastic pulmonary valve	HP:0005164
Pulmonary valve dysplasia	HP:0005164
Dysplasia of pulmonary valve	HP:0005164
Short P-R interval	HP:0005165
Shortened PR interval on EKG	HP:0005165
Electrocardiographic short PR interval	HP:0005165
Shortened PR interval	HP:0005165
Elevated right atrial pressure	HP:0005168
Complete heart block with broad QRS complexes	HP:0005170
Left posterior fascicular block	HP:0005172
Left posterior hemiblock	HP:0005172
Membranous subvalvular aortic stenosis	HP:0005174
Dysplastic aortic valve	HP:0005176
Premature hardening of arteries	HP:0005177
Premature arteriosclerosis	HP:0005177
Complete heart block with narrow QRS complexes	HP:0005178
Tricuspid regurgitation	HP:0005180
Tricuspid valve regurgitation	HP:0005180
Tricuspid insufficiency	HP:0005180
Premature coronary artery atherosclerosis	HP:0005181
Premature coronary artery disease	HP:0005181
Bicuspid pulmonary valve	HP:0005182
Pericardial lymphangiectasia	HP:0005183
Prolonged QTc interval	HP:0005184
Global systolic dysfunction	HP:0005185
Synovial hypertrophy	HP:0005186
Progressive joint destruction	HP:0005187
Proximal finger joint hyperextensibility	HP:0005190
Dislocated knee since birth	HP:0005191
Congenital knee dislocation	HP:0005191
Restricted large joint movement	HP:0005193
Flattened metatarsal heads	HP:0005194
Flattened head of long bone of foot	HP:0005194
Polyarticular arthropathy	HP:0005195
Generalized morning stiffness	HP:0005197
Generalised morning stiffness	HP:0005197
Stiff interphalangeal joints	HP:0005198
Stiff hinge joints	HP:0005198
Absent abdominal musculature	HP:0005199
Aplasia of the abdominal wall musculature	HP:0005199
Retroperitoneal fibrosis	HP:0005200
Anomalous splenoportal venous system	HP:0005201
Helicobacter pylori infection	HP:0005202
Spontaneous esophageal perforation	HP:0005203
Boerhaave syndrome	HP:0005203
Spontaneous esophageal rupture	HP:0005203
Pancreatic pseudocyst	HP:0005206
Increased stomach size	HP:0005207
Gastric hypertrophy	HP:0005207
Secretory diarrhoea	HP:0005208
Secretory diarrhea	HP:0005208
Intrahepatic bile duct cysts	HP:0005209
Hypoplasia of the colon	HP:0005210
Hypoplastic colon	HP:0005210
Underdeveloped colon	HP:0005210
Midgut malrotation	HP:0005211
Anal mucosal leukoplakia	HP:0005212
Pancreatic calcification	HP:0005213
Pancreatic calcifications	HP:0005213
Intestinal blockage	HP:0005214
Intestinal obstruction	HP:0005214
Bowel obstruction	HP:0005214
Frequent Giardia lamblia infestation	HP:0005215
Chewing difficulty	HP:0005216
Impaired mastication	HP:0005216
Chewing difficulties	HP:0005216
Difficulty chewing	HP:0005216
Duplication of internal organs	HP:0005217
Anoperineal fistula	HP:0005218
Perianal fistula	HP:0005218
Intrinsic factor absent from gastric juice	HP:0005219
Absence of intrinsic factor	HP:0005219
Multiple intestinal neurofibromatosis	HP:0005220
Bowel diverticula	HP:0005222
Bowel diverticulosis	HP:0005222
Duplicated colon	HP:0005223
Rectal abscess	HP:0005224
Perirectal abscess	HP:0005224
Intestinal edema	HP:0005225
Intestinal oedema	HP:0005225
Multiple adenomatous colon polyps	HP:0005227
Adenomatous colonic polyposis	HP:0005227
Multiple colonic adenomatous polyps	HP:0005227
Jejunoileal ulceration	HP:0005229
Biliary tract obstruction	HP:0005230
Chronic gastritis	HP:0005231
Pancreatic dysplasia	HP:0005232
Hypoplastic gallbladder	HP:0005233
Hypoplasia of the gallbladder	HP:0005233
Neonatal intestinal obstruction	HP:0005234
Jejunal atresia	HP:0005235
Chronic calcifying pancreatitis	HP:0005236
Degenerative liver disease	HP:0005237
Discrete intestinal polyps	HP:0005238
Esophageal obstruction	HP:0005240
Total intestinal aganglionosis	HP:0005241
Biliary atresia, extrahepatic	HP:0005242
Extrahepatic biliary duct atresia	HP:0005242
Partial abdominal muscle agenesis	HP:0005243
Gastrointestinal infarctions	HP:0005244
Death of digestive organ tissue due to poor blood supply	HP:0005244
GI infarctions	HP:0005244
Intestinal hypoplasia	HP:0005245
Hypoplastic intestines	HP:0005245
Underdeveloped instestine	HP:0005245
Menetrier disease	HP:0005246
Giant hypertrophic gastritis	HP:0005246
Abdominal muscular hypoplasia	HP:0005247
Hypoplasia of the abdominal wall musculature	HP:0005247
Intrahepatic atresia of biliary duct	HP:0005248
Intrahepatic biliary atresia	HP:0005248
Bile duct paucity	HP:0005248
Functional intestinal obstruction	HP:0005249
High intestinal obstruction	HP:0005250
Increased anterioposterior diameter of thorax	HP:0005253
Increased anterioposterior diameter of chest	HP:0005253
Underdeveloped chest on one side	HP:0005254
Unilateral chest hypoplasia	HP:0005254
Small chest on one side	HP:0005254
Absence of pectoralis minor muscle	HP:0005255
Pectoralis minor aplasia	HP:0005255
Unilateral absence of pectoralis major muscle	HP:0005256
Unilateral aplasia of pectoralis major muscle	HP:0005256
Small chest	HP:0005257
Thoracic hypoplasia	HP:0005257
Small thorax	HP:0005257
Underdeveloped/absent pec muscle	HP:0005258
Small/absent pec muscle	HP:0005258
Pectoral muscle hypoplasia/aplasia	HP:0005258
Abnormal facility in opposing the shoulders	HP:0005259
Joint haemorrhage	HP:0005261
Joint hemorrhage	HP:0005261
Spontaneous joint haemorrhage	HP:0005261
Spontaneous joint hemorrhage	HP:0005261
Bleeding within a joint	HP:0005261
Hemarthroses	HP:0005261
Hemarthrosis	HP:0005261
Abnormality of the synovia	HP:0005262
Gastritis	HP:0005263
Stomach inflammation	HP:0005263
Anomaly of the gallbladder	HP:0005264
Abnormality of the gallbladder	HP:0005264
Abnormality of the jejunum	HP:0005265
Abnormal jejunum morphology	HP:0005265
Intestinal polyp	HP:0005266
Intestinal polyps	HP:0005266
Premature delivery because of cervical insufficiency or membrane fragility	HP:0005267
Deep smile lines	HP:0005272
Deep nasolabial fold	HP:0005272
Deep nasolabial crease	HP:0005272
Prominent nasolabial fold	HP:0005272
Nasolabial crease, prominent	HP:0005272
Prominent laugh lines	HP:0005272
Prominent nasolabial groove	HP:0005272
Prominent smile lines	HP:0005272
Deep nasolabial groove	HP:0005272
Deep laugh lines	HP:0005272
Absent nasal septal cartilage	HP:0005273
Absent nasal septum	HP:0005273
Failure of development of nasal septal cartilage	HP:0005273
Ageneis of nasal septal cartilage	HP:0005273
Pronounced nasal tip	HP:0005274
Prominent nasal tip	HP:0005274
Pronounced tip of nose	HP:0005274
Bulbous tip of nose	HP:0005274
Large nasal tip	HP:0005274
Hyperplasia of tip of nose	HP:0005274
Large tip of nose	HP:0005274
Hyperplasia of nasal tip	HP:0005274
Prominent tip of nose	HP:0005274
Hypertrophy of nasal tip	HP:0005274
Hypertrophy of tip of nose	HP:0005274
Cartilaginous nasal ossification	HP:0005275
Cartilaginous ossification of nose	HP:0005275
Hypoplastic nasal tip	HP:0005278
Decreased size of tip of nose	HP:0005278
Hypoplasia of tip of nose	HP:0005278
Deficient nasal tip	HP:0005278
Hypotrophic nasal tip	HP:0005278
Hypotrophic tip of nose	HP:0005278
Aplasia of nasal tip	HP:0005278
Small nasal tip	HP:0005278
Decreased size of nasal tip	HP:0005278
Underdevelopment of nasal tip	HP:0005278
Small tip of nose	HP:0005278
Underdevelopment of tip of nose	HP:0005278
Flat nasal bridge	HP:0005280
Retruded nasal bridge	HP:0005280
Flattened nasal bridge	HP:0005280
Depressed bridge of nose	HP:0005280
Retruded bridge of nose	HP:0005280
Depressed nasal root	HP:0005280
Flat, nasal bridge	HP:0005280
Concave bridge of nose	HP:0005280
Depressed nasal root/bridge	HP:0005280
Low nasal root	HP:0005280
Depressed nasal bridge	HP:0005280
Concave nasal bridge	HP:0005280
Flat nasal root	HP:0005280
Flat bridge of nose	HP:0005280
Low nasal bridge	HP:0005280
Decreased size of nasal bridge	HP:0005281
Hypoplastic bridge of nose	HP:0005281
Small nasal bridge	HP:0005281
Hypotrophic nasal bridge	HP:0005281
Hypotrophic bridge of nose	HP:0005281
Hypoplastic nasal bridge	HP:0005281
Decreased size of bridge of nose	HP:0005281
Small bridge of nose	HP:0005281
Agenesis of nasal bridge	HP:0005285
Absent bridge of nose	HP:0005285
Missing nasal bridge	HP:0005285
Agenesis of bridge of nose	HP:0005285
Absent nasal bridge	HP:0005285
Missing bridge of nose	HP:0005285
Anomaly of the nares	HP:0005288
Malformation of the nostrils	HP:0005288
Deformity of the nares	HP:0005288
Abnormal nostril morphology	HP:0005288
Abnormality of the nares	HP:0005288
Abnormality of the nostrils	HP:0005288
Malformation of the nares	HP:0005288
Abnormal naris morphology	HP:0005288
Deformity of the nostrils	HP:0005288
Anomaly of the nasolabial region	HP:0005289
Abnormality of the nasolabial region	HP:0005289
Malformation of the nasolabial region	HP:0005289
Deformity of the nasolabial region	HP:0005289
Internal carotid artery hypoplasia	HP:0005290
Decreased size of internal carotid artery	HP:0005290
Aplasia of internal carotid artery	HP:0005290
Hypotrophic internal carotid artery	HP:0005290
Small internal carotid artery	HP:0005290
Deficiency of internal carotid artery	HP:0005290
Inflammatory arteriopathy	HP:0005291
Intimal thickening in the coronary arteries	HP:0005292
Poorly functioning veins	HP:0005293
Venous insufficiency	HP:0005293
Arterial dissection	HP:0005294
Pseudocoarctation of the aorta	HP:0005295
Premature occlusive vascular stenosis	HP:0005297
Nodular inflammatory vasculitis	HP:0005300
Persistent left superior vena cava	HP:0005301
PLSVC	HP:0005301
Carotid artery tortuosity	HP:0005302
Tortuous carotid arteries	HP:0005302
Aortic arch calcification	HP:0005303
Underdeveloped lung veins	HP:0005304
Hypoplastic pulmonary veins	HP:0005304
Cerebral vein thrombosis	HP:0005305
Cerebral venous thrombosis	HP:0005305
Blood clot in cerebral vein	HP:0005305
Cerebral thrombosis	HP:0005305
Capillary hemangioma	HP:0005306
Capillary hemangiomata	HP:0005306
Strawberry birthmark	HP:0005306
Postural hypotension with compensatory tachycardia	HP:0005307
Pulmonary artery vasoconstriction	HP:0005308
Large vessel vasculitis	HP:0005310
Agenesis of pulmonary vessels	HP:0005311
Absent lung vessels	HP:0005311
Pulmonary aterial intimal fibrosis	HP:0005312
Arterial fibromuscular dysplasia	HP:0005313
Anomalous branches of internal carotid artery	HP:0005314
Peripheral pulmonary vessel aplasia	HP:0005316
Increased pulmonary vascular resistance	HP:0005317
Cerebral vasculitis	HP:0005318
Lack of facial subcutaneous fat	HP:0005320
Lack of facial fat below the skin	HP:0005320
Mandibulofacial dysostosis	HP:0005321
Treacher Collins syndrome	HP:0005321
Prominent septum of nose	HP:0005322
Visible septum of nose	HP:0005322
Visible nasal septum	HP:0005322
Low hanging septum of nose	HP:0005322
Prominent nasal septum	HP:0005322
Low hanging nasal septum	HP:0005322
Friedreich's disease	HP:0005323
Hemifacial enlargement	HP:0005323
Overgrowth of half of face	HP:0005323
Hypertrophy of half of face	HP:0005323
Hemifacial hypertrophy	HP:0005323
Enlargement of half of face	HP:0005323
Facial hemihypertophy	HP:0005323
Facial hemihyperplasia	HP:0005323
Increase in size of half of face	HP:0005323
Disturbance of facial expression	HP:0005324
Unusual hairline with hair growth on temples extending to lateral eyebrow	HP:0005325
Extension of hair growth on temples to lateral eyebrow	HP:0005325
Hypoplastic philtrum	HP:0005326
Small philtrum	HP:0005326
Loss of facial expression	HP:0005327
Prematurely aged face	HP:0005328
Wizened face	HP:0005328
Progeroid facial appearance	HP:0005328
Aged facial appearance	HP:0005328
Premature aged appearance	HP:0005328
Prematurely aged facial appearance	HP:0005328
Fixed facial expression	HP:0005329
Unchanging facial expression	HP:0005329
Recurrent mandibular subluxations	HP:0005332
Sleepy facial expression	HP:0005335
Somnolent facial expression	HP:0005335
Darkening of the forehead	HP:0005336
Forehead hyperpigmentation	HP:0005336
Lateral hypoplasia of eyebrows	HP:0005338
Laterally sparse eyebrow	HP:0005338
Sparse lateral eyebrows	HP:0005338
Laterally sparse eyebrows	HP:0005338
Sparse lateral eyebrow	HP:0005338
Limited hair on end of eyebrow	HP:0005338
Lateral thinning of eyebrows	HP:0005338
Abnormality of complement system	HP:0005339
Spastic/hyperactive bladder	HP:0005340
Autonomic bladder dysfunction	HP:0005341
Underdeveloped bladder	HP:0005343
Hypoplastic bladder	HP:0005343
Hypoplasia of the bladder	HP:0005343
Abnormality of the carotid arteries	HP:0005344
Abnormal carotid artery morphology	HP:0005344
Abnormal vena cava morphology	HP:0005345
Abnormality of the vena cava	HP:0005345
Abnormal facial expression	HP:0005346
Tracheal cartilaginous sleeve	HP:0005347
Inspiratory stridor	HP:0005348
Hypoplastic epiglottis	HP:0005349
Hypoplasia of the epiglottis	HP:0005349
Severe T-cell immunodeficiency	HP:0005352
Susceptibility to herpesvirus	HP:0005353
Recurrent herpes	HP:0005353
Absent cellular immunity	HP:0005354
Lack of T cell function	HP:0005354
Decreased serum complement factor I	HP:0005356
Defective B cell differentiation	HP:0005357
Lack of thymic shadow	HP:0005359
Athymia	HP:0005359
Absent thymus	HP:0005359
Aplasia of the thymus	HP:0005359
Absent thymic shadow	HP:0005359
Susceptibility to chickenpox	HP:0005360
Humoral immunodeficiency	HP:0005363
Severe B lymphocytopenia	HP:0005365
Absence of B cells	HP:0005365
Absent B cells	HP:0005365
Recurrent streptococcus pneumoniae infections	HP:0005366
Defective humoral immunity	HP:0005368
Abnormality of humoral immunity	HP:0005368
Decreased serum complement factor H	HP:0005369
Abnormality of B cell physiology	HP:0005372
Reduced B cell function	HP:0005372
Cellular immunodeficiency	HP:0005374
Recurrent H. influenzae infections	HP:0005376
Recurrent Haemophilus influenzae infections	HP:0005376
Recurrent meningococcal disease	HP:0005381
Increased susceptibility to neisseria meningitidis infections	HP:0005381
Defective B cell activation	HP:0005384
Recurrent protozoan infections	HP:0005386
Combined immunodeficiency	HP:0005387
Depletion of components of the alternative complement pathway	HP:0005389
Recurrent opportunistic infections	HP:0005390
Frequent opportunistic infections	HP:0005390
Susceptibility to coronavirus 229e	HP:0005396
Reduction of neutrophil motility	HP:0005400
Frequent candida infections	HP:0005401
Recurrent candida infections	HP:0005401
Reduced number of T cells	HP:0005403
Decrease in T cell number	HP:0005403
Decrease in T cell count	HP:0005403
Decreased numbers of circulating T cells	HP:0005403
Low T cell count	HP:0005403
T lymphocytopenia	HP:0005403
Increased number of B cells	HP:0005404
Increase in B cell number	HP:0005404
Increased B cell count	HP:0005404
Increase in B cell count	HP:0005404
Recurrent cutaneous pyogenic infections	HP:0005406
Recurrent episodes of impetigo	HP:0005406
Recurrent bacterial skin infections	HP:0005406
Recurrent episodes of infectious dermatitis	HP:0005406
Recurrent pyogenic skin infections	HP:0005406
Decreased proportion of CD4-positive helper T cells	HP:0005407
CD4+ T-cell lymphopenia	HP:0005407
CD4 T cell lymphopenia	HP:0005407
Abnormality of CD4+ T cells	HP:0005407
Candida overgrowth syndrome	HP:0005411
Chronic intestinal candidiasis	HP:0005411
Increased alpha-globulin	HP:0005413
Decreased proportion of CD8+ T cells	HP:0005415
Decreased proportion of CD8-positive T cells	HP:0005415
CD8+ T-cell lymphopenia	HP:0005415
Decreased proportion of CD8-positive, alpha-beta T cells	HP:0005415
Decreased serum complement factor B	HP:0005416
Decreased serum factor b	HP:0005416
Defective T cell activation	HP:0005419
Decreased T lymphocyte activation	HP:0005419
Decreased T-lymphocyte activation	HP:0005419
Decreased T cell activation	HP:0005419
Decreased T-cell activation	HP:0005419
Profound depletion of T4+ lymphocytes	HP:0005419
Recurrent gram-negative bacterial infections	HP:0005420
Decreased serum C3	HP:0005421
Decreased serum complement C3 level	HP:0005421
Decreased serum complement C3	HP:0005421
Absence of CD8-positive T cells	HP:0005422
Absence of CD8+ T cells	HP:0005422
Dysfunctional alternative complement pathway	HP:0005423
Absent specific antibody response	HP:0005424
Recurrent sinus and lung infections	HP:0005425
Recurrent sinopulmonary infections	HP:0005425
Chronic sinopulmonary infection	HP:0005425
Severe recurrent varicella	HP:0005428
Recurrent systemic pyogenic infections	HP:0005429
Recurrent Neisserial infections	HP:0005430
Episodes of neisserial infection	HP:0005430
Recurrent neisseria infections	HP:0005430
Newborn gammaglobulin deficiency	HP:0005432
Transient hypogammaglobulinemia of infancy	HP:0005432
T-cell dysfunction	HP:0005435
Impaired T cell function	HP:0005435
Recurrent infections in infancy and early childhood	HP:0005437
Hypoplasia of zygomaticomaxillary complex	HP:0005439
Deficiency of zygomaticomaxillary bone complex	HP:0005439
Underdevelopment of zygomaticomaxillary bone complex	HP:0005439
Decreased projection of zygomaticomaxillary bone complex	HP:0005439
Hypoplasia of malar bone complex	HP:0005439
Decreased size of zygomaticomaxillary bone complex	HP:0005439
Maxillozygomatic hypoplasia	HP:0005439
Sclerotic cranial sutures	HP:0005441
Widely patent coronal suture	HP:0005442
Widened posterior fossa	HP:0005445
Enlarged posterior fossa	HP:0005445
High mandibular plane angle	HP:0005446
Obtuse angle of mandible	HP:0005446
Steep mandibular plane angle	HP:0005446
Bridged sella turcica	HP:0005449
Calvarial osteosclerosis	HP:0005450
Decreased cranial base ossification	HP:0005451
Absent/hypoplastic paranasal sinuses	HP:0005453
Missing ethmoid sinuses	HP:0005456
Agenesis of ethmoid sinuses	HP:0005456
Failure of development of ethmoid sinuses	HP:0005456
Absent ethmoidal sinuses	HP:0005456
Early closure of the bregma sutures	HP:0005458
Premature closure of the cranial sutures	HP:0005458
Early closure of the fontanelles	HP:0005458
Obliterated fontanelles	HP:0005458
Premature closure of fontanelles	HP:0005458
Early closure of the cranial sutures	HP:0005458
Premature closure of the bregma sutures	HP:0005458
Craniofacial disproportion	HP:0005461
Calcification of falx cerebri	HP:0005462
Elongated sella turcica	HP:0005463
Craniofacial osteosclerosis	HP:0005464
Cranial sclerosis	HP:0005464
Enlargement of facial bones	HP:0005465
Excessive growth of facial bones	HP:0005465
Hyperostosis of facial skeleton	HP:0005465
Hypertrophy of the facial bones	HP:0005465
Increased ossification of facial bones	HP:0005465
Increased ossification of facial skeleton	HP:0005465
Hypertrophy of facial skeleton	HP:0005465
Hypertrophy of facial bones	HP:0005465
Enlargement of facial skeleton	HP:0005465
Increase in size of the facial bones	HP:0005465
Overgrowth of facial skeleton	HP:0005465
Enlargment of the facial bones	HP:0005465
Hyperostosis of facial bones	HP:0005465
Overgrowth of facial bones	HP:0005465
Excessive growth of facial skeleton	HP:0005465
Facial hyperostosis	HP:0005465
Overgrowth of the facial bones	HP:0005465
Hypoplastic frontal bones	HP:0005466
Small bone of forehead	HP:0005466
Hypoplasia of the frontal bone	HP:0005466
Decreased size of bone of forehead	HP:0005466
Thin bone of forehead	HP:0005466
Hypotrophic frontal bone	HP:0005466
Underdevelopment of bone of forehead	HP:0005466
Hypotrophic frontal bones	HP:0005466
Flat back of the skull	HP:0005469
Flat posterior head	HP:0005469
Flat back of skull	HP:0005469
Flat posterior cranium	HP:0005469
Posterior flattening of the skull	HP:0005469
Flat back of the head	HP:0005469
Flat occiput	HP:0005469
Orbital craniosynostosis	HP:0005472
Fusion of middle ear ossicles	HP:0005473
Undermineralized calvarium	HP:0005474
Poorly ossified calvarium	HP:0005474
Poorly ossified calvaria	HP:0005474
Skull soft on palpation	HP:0005474
Soft skullcap	HP:0005474
Soft calvaria	HP:0005474
Decreased calvarial ossification	HP:0005474
Widely patent sagittal suture	HP:0005476
Progressive sclerosis of skull base	HP:0005477
Prominent frontal sinuses	HP:0005478
Hyperplasia of frontal sinus	HP:0005478
Increased size of frontal sinus	HP:0005478
Increased volume of frontal sinus	HP:0005478
Large frontal sinus	HP:0005478
Hypertrophy of frontal sinus	HP:0005478
Decreased circulating IgE	HP:0005479
Decreased IgE	HP:0005479
IgE deficiency	HP:0005479
Abnormality of the alternative complement pathway	HP:0005482
Abnormality of the epiglottis	HP:0005483
Abnormal epiglottis morphology	HP:0005483
Microcephaly, postnatal	HP:0005484
Secondary microcephaly	HP:0005484
Development of small head that was not present at birth	HP:0005484
Postnatal microcephaly	HP:0005484
