Inguinal hernia	HP:0000023
Brachiocephalic artery aneurysm	None
Dilatated brachiocephalic artery	None
Adenoiditis	None
Branch retinal artery occlusion	None
Dot-and-blot retinal hemorrhage	None
Round retinal heme	None
Dot-and-blot retinal haemorrhage	None
Atrial heterotaxy	None
Atrial situs ambiguous	None
Atrial situs ambiguus	None
Hemangiomatosis	None
Twisted cerebral arteries	None
Tortuous cerebral arteries	None
Cervical aortic arch	None
Bicuspid aortic valve with right-left cusp fusion	None
Erythema migrans	None
Erythema chronicum migrans	None
Cilioretinal artery occlusion	None
Cold urticaria	None
Paroxysmal atrial tachycardia	None
Subretinal heme	None
Subretinal haemorrhage	None
Subretinal hemorrhage	None
Subretinal pigment epithelium hemorrhage	None
Subretinal pigment epithelium haemorrhage	None
Peripheral artery calcification	None
Peripheral arterial calcification	None
Elevated right ventricular systolic pressure	None
ST segment elevation	None
Aortic elastic fibre thinning	None
Aortic elastic fiber thinning	None
Middle cerebral artery stroke	None
Absent right sided atrioventricular connection	None
Absent right sided atrioventricular connexion	None
Bilateral SVC	None
Bilateral superior vena cava	None
Apical hypertrophic cardiomyopathy	None
Butterfly facial telangiectasia	None
Facial telangiectasia in butterfly midface distribution	None
Sudden cardiac arrest	None
Aborted sudden cardiac death	None
Retinal arteritis	None
Single raphe bicuspid aortic valve	None
Decreased left ventricular end-diastolic volume	None
Decreased thymic hormone	None
Thymic hormone decreased	None
Aortic valve regurgitation	None
Aortic regurgitation	None
Aortic insufficiency	None
Aortic aneurysm	None
Aortic dilatation	None
Bulge in wall of large artery that carries blood away from heart	None
Overriding aorta	None
Dextroposition of aorta	None
Overriding aortic valve	None
Abnormal atrioventricular connection	None
Abnormal atrioventricular connexion	None
Retropharyngeal hemangioma	None
Right ventricular outlet obstruction	None
Right ventricular outlet tract obstruction	None
Abnormal cardiac ventricle morphology	None
Abnormality of cardiac ventricle	None
Noncompaction of the ventricular myocardium	None
Spongiform cardiomyopathy	None
Noncompaction cardiomyopathy	None
Bleeding from the eye	None
Haemorrhage of the eye	None
Hemorrhage of the eye	None
Criss-cross atrioventricular valves with superior-inferior ventricles	None
Anomalous origin of coronary artery from the pulmonary artery	None
Juxtaductal coarctation of the aorta	None
Medial calcification of large arteries	None
Myocardial fiber disarray	None
Myocardial fibre disarray	None
Myofiber disarray	None
Increased heart rate variability	None
Left superior vena cava draining to coronary sinus	None
Testicular ischemia	None
Left ventricular diastolic dysfunction	None
Left ventricle to aorta tunnel	None
Aorto-left ventricular tunnel	None
Accessory renal artery	None
Renal artery duplication	None
Double renal artery	None
Perinuclear cardiomyocyte vacuolization	None
Abnormal left ventricle morphology	None
Abnormal heart left ventricle morphology	None
Left ventricular abnormality	None
Abnormality of the left ventricle	None
Abnormal left ventricular endsystolic diameter	None
Bidirectional ventricular tachycardia	None
Abnormality of the mitral valve	None
Abnormal mitral valve morphology	None
Branch retinal vein occlusion	None
Increased density of left ventricular trabeculae	None
Ostium primum atrial septal defect	None
Septum primum defect	None
Primum atrioventricular canal defect	None
Atrial septal defect, primum type	None
Primum atrial septal defect	None
Non-restrictive ventricular septal defect	None
Vascular skin abnormality	None
Vascular abnormalities restricted to skin	None
Skin vascular malformation	None
Abnormal pulmonary vein physiology	None
Endocarditis	None
Complete heart block with broad QRS complexes	None
Myocardial multinucleated giant cells	None
Right ventricle to aorta tunnel	None
Aorto-right ventricular tunnel	None
Syncope	None
Fainting spell	None
Cardiac shunt	None
Heart block	None
Abnormal QT interval	None
Amyloid cardiomyopathy	None
Cardiac amyloidosis	None
Abnormality of the atrial septum	None
Abnormal interatrial septum morphology	None
Abnormal atrial septum morphology	None
Fascicular left ventricular tachycardia	None
Abnormal subclavian artery morphology	None
Elongated chordae tendinae of the mitral valve	None
Blushed cheeks	None
Red in the face	None
Blushing	None
Red face	None
Ruddy face	None
Facial erythema	None
Rosacea	None
Junctional ectopic tachycardia	None
Nodular inflammatory vasculitis	None
TCFA	None
Thin-cap fibroatheroma	None
Left ventricular systolic dysfunction	None
Primary atrial arrhythmia	None
Atrial arrhythmia	None
Macular cherry red spot	None
Cherry red spot of the macula	None
Intracranial haemorrhage	None
Intracranial hemorrhage	None
Bleeding within the skull	None
Hemopericardium	None
Heart right ventricle hypertrophy	None
Right ventricular hypertrophy	None
Subaortic ventricular septal bulge	None
Atrial septal defect, ostium secundum type	None
Ostium secundum atrial septal defect	None
Patent ostium secundum	None
Secundum atrial septal defect	None
Right aortic arch with mirror image branching	None
Calcification of the aorta	None
Absent peripheral lymph nodes in presence of infection	None
Celiac artery dissection	None
2:1 AV block	None
2:1 atrioventricular block	None
Aorto-ventricular tunnel	None
Acute coronary syndrome	None
S4	None
Presystolic gallop	None
Atrial gallop	None
Fourth heart sound	None
Type I truncus arteriosus	None
Persistent truncus arteriosus type I	None
Type 1 truncus arteriosus	None
Small vessel vasculitis	None
Anomalous origin of left coronary artery from the pulmonary artery	None
Anomalous left coronary artery from the pulmonary artery	None
ALCAPA	None
Bland-Garland-White syndrome	None
Takotsubo cardiomyopathy	None
Broken-heart syndrome	None
EKG: T-wave abnormalities	None
Abnormal T-wave	None
T-wave abnormalities	None
Single ventricle of indeterminate morphology	None
Ascending aortic dilation	None
Ascending tubular aorta aneurysm	None
Aneurysm of the ascending tubular aorta	None
Ascending aortic aneurysm	None
Ascending aorta dilation	None
Dilatation of ascending aorta	None
Bulging of wall of large artery located above heart	None
Supraventricular tachycardia with a concealed accessory pathway on the septum	None
Carotid artery dissection	None
Anomalous origin of the left circumflex artery from the right coronary artery	None
Paradoxical splitting of S2	None
Reversed splitting of S2	None
Reversed splitting of the second heart sound	None
Paradoxical splitting of the second heart sound	None
Heart left ventricle hypoplasia	None
Hypoplastic left heart	None
Left ventricular hypoplasia	None
Underdeveloped left heart	None
Right atrial thrombus	None
Left aortic arch with retroesophageal right subclavian artery	None
Supravalvar pulmonary stenosis	None
Supravalvular pulmonic stenosis	None
Supravalvar pulmonnic stenosis	None
Supravalvular pulmonary stenosis	None
Abnormal resting energy expenditure from metabolic cart test	None
Abnormal metabolic cart test	None
Vascular ring	None
Vascular ring of aorta	None
Venous air embolism	None
Pulmonary air embolism	None
Abnormal regional left ventricular contraction	None
Bounding pulse	None
Low-to-normal blood pressure	None
Low-to-normal BP	None
Prominent veins on trunk	None
Congenital ductus arteriosus aneurysm	None
Ductus arteriosus aneurysm	None
Dilatation of the ductus arteriosus	None
Aneurysm of the ductus arteriosus	None
Late systolic murmur	None
Prominent veins	None
Marked subcutaneous veins	None
Prominent superficial veins	None
Ectopia cordis	None
Precocious atherosclerosis	None
Premature plaque build-up in arteries	None
Premature atherosclerosis	None
Iris hypoperfusion	None
Endomyocardial fibrosis	None
Endocardial fibrosis	None
Double inlet right ventricle	None
Atherosclerosis of the aorta	None
Atherosclerotic changes of aorta	None
Plaque build-up in aorta artery	None
Aortic atherosclerosis	None
Aortic atherosclerotic lesion	None
Abnormal nasopharyngeal adenoid morphology	None
Abnormality of pharyngeal tonsil	None
Abnormality of nasopharyngeal tonsil	None
Abnormality of nasopharyngeal adenoids	None
Abnormality of adenoids	None
Congenital malformation of the right heart	None
Decreased systolic BP	None
Reduced systolic blood pressure	None
Decreased systolic blood pressure	None
Systolic anterior motion of the mitral valve	None
Glomeruloid hemangioma	None
Distal aortic arch hypoplasia	None
Type 4 total anomalous pulmonary venous connection	None
Mixed total anomalous pulmonary venous connection	None
Mixed total anomalous pulmonary venous connexion	None
Total anomalous pulmonary venous connection, mixed	None
Carotid paraganglioma	None
Retinal artery tortuousity	None
Retinal arterial tortuosity	None
Dilatation of superior mesenteric artery	None
Superior mesenteric artery aneurysm	None
Recurrent inflammation of tonsils	None
Recurrent tonsillitis	None
Abnormal aortic valve morphology	None
Abnormality of the aortic valve	None
Jaw pain while chewing	None
Jaw claudication	None
Depleted blood volume	None
Hypovolemia	None
Triple rhythm	None
Gallop rhythm	None
Penetrating aortic ulcer	None
Delayed myocardial gadolinium enhancement	None
Myocardial late gadolinium enhancement	None
Abnormality of the cerebral vasculature	None
Abnormal cerebral vascular morphology	None
Abnormality of the cerebral blood vessels	None
Thoracic cystic lymphangioma	None
Intrathoracic cystic hygroma	None
Mediastinal cystic lymphangioma	None
Lacunar stroke	None
Decreased QRS voltage	None
Dilated cardiomyopathy	None
Cardiomyopathy, dilated	None
DCM	None
Congestive cardiomyopathy	None
Stretched and thinned heart muscle	None
Right-to-left shunt	None
Restrictive ventricular septal defect	None
Fatty infiltration of cardiac ventricle	None
Fatty replacement of ventricular myocardial tissue	None
Intramyocardial fat infiltration	None
Coronary artery vasospasm	None
Coronary artery spasm	None
Dextrocardia	None
Heart tip and four chambers point towards right side of body	None
Thoracic situs inversus	None
Abnormal direction of ventricular apex	None
Intimal fibrosis	None
Arterial intimal fibrosis	None
Fordyce angiokeratoma	None
Double inlet atrioventricular connexion	None
Double inlet atrioventricular connection	None
Swiss cheese atrial septal defect	None
Abnormal cardiomyocyte plakoglobin staining	None
Elevated fetal middle cerebral artery peak systolic velocity	None
Atrial flutter	None
Second degree atrioventricular block	None
Hilar lymph node enlargement	None
Hilar lymphadenopathy	None
Dilatation of coeliac artery	None
Coeliac artery aneurysm	None
Dilatation of celiac artery	None
Celiac artery aneurysm	None
Abnormal kidney artery	None
Abnormality of the renal artery	None
Abnormal renal artery morphology	None
Abnormal iris vasculature	None
Abnormality of iris blood vessels	None
Livedo reticularis	None
Bicuspid aortic valve with left-noncoronary cusp fusion	None
Bladder incontinence	None
Urinary incontinence	None
Loss of bladder control	None
Sudden cardiac death	None
Premature sudden cardiac death	None
Sudden death	None
Bone pain	None
Arthralgias	None
Arthritic pain	None
Arthralgia	None
Joint pain	None
Joint pains	None
Myalgia	None
Myalgias	None
Muscle ache	None
Muscle pain	None
Back pain	None
Low back pain	None
Lower back pain	None
Decreased ability to exercise	None
Exercise intolerance	None
Inability to exercise	None
Poor exercise tolerance	None
Low exercise endurance	None
Exercise-induced muscle pain	None
Muscle pain with exercise	None
Exercise-induced myalgia	None
Muscle pain on exercise	None
Muscle pain, exercise-induced	None
Joint pain/Joint inflammation	None
Arthralgia/arthritis	None
Costochondral junction pain	None
Costochondral pain	None
Limb pain	None
Pain in extremities	None
Stress urinary incontinence	None
Sciatica	None
Occipital neuralgia	None
Fatigue	None
Tiredness	None
Tired	None
Episodic fatigue	None
Chronic extreme exhaustion	None
Chronic fatigue	None
Upper limb pain	None
Lower limb pain	None
Leg pain	None
Pain	None
Long-lasting pain	None
Chronic pain	None
Allodynia	None
Sneeze	None
Paroxysmal sneezing	None
Constitutional symptom	None
Chills	None
Shuddering	None
Shivering	None
Rigours	None
Rigors	None
Foot pain	None
Weakness	None
Lack of energy and strength	None
Asthenia	None
Prostration	None
Scrotal pain	None
Flank pain	None
Kidney pain	None
Nocturnal hyperhidrosis	None
Night sweats	None
Otalgia	None
Ear pain	None
Pain in the ear	None
Painful tongue	None
Tongue pain	None
Neck pain	None
Shoulder pain	None
Elbow pain	None
Wrist pain	None
Finger pain	None
Hip pain	None
Knee pain	None
Pain under knee cap	None
Ankle pain	None
Toe pain	None
Eye movement-induced pain	None
Vulvar pain	None
Vulvodynia	None
Postexertional symptom exacerbation	None
Postexertional malaise	None
Exercise-induced malaise	None
Impairment of activities of daily living	None
Impaired ability to bathe oneself	None
Impaired ability to dress oneself	None
Impaired toileting ability	None
Impaired transferring ability	None
Impaired feeding ability	None
Impaired continence	None
Hot flashes	None
Tightness of chest	None
Tightness in chest	None
Chest tightness	None
Chest distress	None
Groin pain	None
Gastrocnemius myalgia	None
Calf myalgia	None
Calf muscle pain	None
Wilson sign	None
Precordial pain	None
Foetor hepaticus	None
Fetor hepaticus	None
Erythromelalgia	None
Episodic pain	None
Breakthrough pain	None
Paroxysmal rectal pain	None
Bladder pain	None
Tendon pain	None
Body ache	None
Throat discomfort	None
Pharyngalgia	None
Pharyngodynia	None
Sore throat	None
Throat pain	None
Cognitive fatigue	None
Central fatigue	None
Sudden unexpected death in epilepsy	None
SUDEP	None
Neuralgia	None
Diminished health-related quality of life	None
Decline in physical functional health	None
Diminished physical health	None
Diminished physical functioning	None
Diminished mental health	None
Mental impairment	None
Reduced mental health	None
Frailty	None
Occupational disability	None
Intrascapular pain	None
Pain between shoulder blades	None
Pleuritic chest pain	None
Malaise	None
Pain in testicles	None
Testicular pain	None
Cool skin temperature	None
Cool skin	None
Cold skin temperature	None
Coldness	None
Coolness to palpation	None
Mastalgia	None
Breast pain	None
Painful breast	None
Pain in the pelvis	None
Pelvic pain	None
Jaw pain	None
Hand pain	None
Pain in head and neck region	None
Recurrent synchronous diaphragmatic flutter	None
Recurrent hiccup	None
Hiccups	None
Recurrent singultus	None
Hiccup	None
Recurrent hiccough	None
Trigeminal neuralgia	None
Tic douloureux	None
Thoracic pain	None
Chest pain	None
Chest discomfort	None
Gangrene	None
Death of body tissue due to lack of blood flow or infection	None
Bad breath	None
Foetor ex ore	None
Halitosis	None
Mandibular pain	None
Lower jaw pain	None
Ocular pain	None
Eye pain	None
Epigastrium pain	None
Epigastric pain	None
Fish odour	None
Fish odor	None
Fishy body odor	None
Fishy odour	None
Fishy odor	None
Fishy body odour	None
Musty odor	None
Musty odour	None
Vaginal fish odor	None
Vaginal fish odour	None
Osmidrosis	None
BO	None
Body odour	None
Body odor	None
Bromhidrosis	None
Bromidrosis	None
Anal pain	None
Rectal pain	None
Pneumomediastinum	None
Widened mediastinum	None
Mediastinal widening	None
Narrow mediastinum	None
Abnormality of the mediastinum	None
Abnormal mediastinum morphology	None
Abnormality of the thoracic cavity	None
Mediastinal lymphadenopathy	None
Swollen lymph nodes in centre of chest	None
Swollen lymph nodes in center of chest	None
Decreased middle cerebral artery pulsatility index	None
Abnormal placental size	None
Fetal anemia	None
Intrapartum fever	None
Maternal fever during labour	None
Maternal fever during labor	None
10-minute APGAR score of 0	None
Anhydramnios	None
Desquamation of skin soon after birth	None
Maternal virilization in pregnancy	None
Abnormal umbilical blood flow measurement	None
Fetal intracranial hemorrhage	None
Increased fetal long bone echogenicity	None
Maternal seizure	None
Maternal seizures	None
Abnormal insertion of umbilical cord	None
Repeated implantation failure	None
Recurrent implantation failure	None
Abruptio placentae	None
Placental abruption	None
5-minute APGAR score of 2	None
Abnormal fetal pulmonary morphology	None
10-minute APGAR score of 5	None
Vaginal birth after Caesarian	None
Subchorionic thrombohematoma	None
Breus' mole	None
Meconium staining of amniotic fluid	None
Meconium stained amniotic fluid	None
Meconium-stained amniotic fluid	None
Abnormal blood gas level in cord blood	None
Agenesis of the ductus venosus	None
Ductus venosus agenesis	None
Postterm pregnancy	None
Maternal teratogenic exposure	None
Placenta acreta	None
Prenatal double bubble sign	None
Velamentous cord insertion	None
Hydrops of the placenta	None
Hydropic placenta	None
Echogenic intracardiac focus	None
Placenta increta	None
5-minute APGAR score of 6	None
Primary Caesarian section	None
Hypocapnia in cord blood	None
Low cord blood carbon dioxide level	None
Type 3 congenital pulmonary airway malformation	None
Placental issue	None
Abnormal placenta morphology	None
Abnormality of the placenta	None
Bilateral fetal pyelectasis	None
Bilateral foetal pyelectasia	None
Bilateral foetal pyelectasis	None
Bilateral fetal pyelectasia	None
Elevated umbilical artery pulsatility	None
Increased umbilical artery pulsatility index	None
Elevated umbilical artery Dopplers	None
Hypoplastic nasal bone	None
Lemon sign	None
Frank breech presentation	None
Abnormal fetal genitourinary system morphology	None
Umbilical vein varix	None
Induced vaginal delivery	None
1-minute APGAR score of 3	None
Short fetal femur length	None
Short foetal femur length	None
Short fetal thigh bone length	None
Short foetal thigh bone length	None
5-minute APGAR score of 1	None
High blood phenylalanine level in mother	None
Maternal hyperphenylalaninemia	None
Very preterm birth	None
Amniotic constriction rings of legs	None
Abnormal umbilical artery doppler waveform during pregnancy	None
Type 2 congenital pulmonary airway malformation	None
Caesarian section	None
Increased nuchal translucency	None
Umbilical cord knot	None
5-minute APGAR score of 3	None
Foetal little finger curvature	None
Fetal pinky finger curvature	None
Foetal fifth finger clinodactyly	None
Fetal little finger curvature	None
Foetal pinkie finger curvature	None
Fetal pinkie finger curvature	None
Foetal pinky finger curvature	None
Fetal fifth finger clinodactyly	None
Abnormal amniotic fluid	None
Abnormality of the amniotic fluid	None
Cephalohematoma	None
Cephalohaematoma	None
Hydatidiform mole	None
Fetal anomaly	None
High levels of amniotic fluid	None
Hydramnios	None
Polyhydramnios	None
Increased amniotic fluid index	None
Vasa previa	None
Short umbilical cord	None
10-minute APGAR score of 3	None
Hydrops fetalis	None
Foetal hypokinesia	None
Reduced foetal movements	None
Dminished fetal movement	None
Decreased foetal movement	None
Reduced fetal movement	None
Decreased foetal activity	None
Reduced fetal movements	None
Decreased foetal movements	None
Decreased movement in utero	None
Decreased fetal activity	None
Fetal hypokinesia	None
Less than 10 fetal movements in 12 hours	None
Less than 10 foetal movements in 12 hours	None
Decreased fetal movements	None
Decreased fetal movement	None
Reduced foetal movement	None
Skewed maternal X inactivation	None
Absence of fetal nasal bone	None
Unossified nasal bone	None
Absent fetal nasal bone	None
Type 1 congenital pulmonary airway malformation	None
Abnormal fetal nasal bone visualization	None
1-minute APGAR score of 1	None
Fetal choroid plexus cysts	None
Foetal choroid plexus cysts	None
Low 1-minute APGAR score	None
Low one-minute APGAR score	None
Fetal distress	None
Foetal distress	None
Gastric pseudomass	None
Foetal cystic hygroma	None
Fetal cystic hygroma	None
Echogenic bowel	None
Echogenic fetal bowel	None
Echogenic foetal bowel	None
Fetal skin edema	None
Furcate cord insertion	None
Delivery complication	None
Abnormal delivery	None
Small placenta	None
Choriocarcinoma	None
10-minute APGAR score of 6	None
Congenital portosystemic venous shunt	None
Enlarged foetal cisterna magna	None
Enlarged fetal cisterna magna	None
Fetal vascular malperfusion	None
Amnion-chorion separation	None
Spontaneous chorioamniotic separation	None
Abnormality of prenatal development or birth	None
5-minute APGAR score of 5	None
Fetal pericardial effusion	None
Low maternal circulating estriol concentration	None
Low maternal serum estriol	None
1-minute APGAR score of 6	None
Abnormality of ductus venosus blood flow	None
Low 5-minute APGAR score	None
Low five-minute APGAR score	None
Grade IV fetal intracranial hemorrhage	None
Fetal intraventricular hemorrhage with periventricular hemorrhage	None
Abnormal placental adhesion into the uterine wall	None
Reduced fetal long bone echogenicity	None
Abnormal cord blood measurement	None
Early severe fetal akinesia sequence	None
Early severe foetal akinesia sequence	None
Foetal akinesia	None
Fetal akinesia sequence	None
Fetal akinesia	None
Foetal akinesia sequence	None
Extra-abdominal umbilical vein varix	None
Abnormal fetal long-bone echogenicity	None
Hypercapnia in cord blood	None
High cord blood carbon dioxide level	None
FIUVV	None
Fetal umbilical vein dilatation	None
Fetal intra-abdominal umbilical vein varix	None
Premature delivery because of cervical insufficiency or membrane fragility	None
Incomplete breech presentation	None
Nonspecific chronic villitis	None
Villitis of unknown etiology	None
Chronic villitis	None
Chronic villitis (non-infectious)	None
Villitis of unknown aetiology	None
Fetal cerebellar hemisphere hemorrhage	None
Sonographic non-visualized fetal bladder	None
Maternal fever during pregnancy	None
Maternal fever in pregnancy	None
Fetal neck anomaly	None
5-minute APGAR score of 4	None
Premature birth following premature rupture of foetal membranes	None
Premature birth following premature rupture of fetal membranes	None
Secondary Caesarian section	None
Ectopic pregnancy	None
Amniotic Sheet	None
Amniotic shelf	None
Fetal cerebellar vermis hemorrhage	None
Calcified placenta	None
Placental calcification	None
Twin-to-twin transfusion	None
Twin to twin transfusion syndrome	None
Delayed separation of umbilical cord	None
Delayed umbilical cord separation	None
Amniotic constriction rings of arms	None
10-minute APGAR score of 1	None
Four-vessel umbilical cord	None
Complete breech presentation	None
10-minute APGAR score of 2	None
Abnormality of the fetal circulation system	None
Abnormality of the foetal cardiovascular system	None
Abnormal fetal cardiovascular morphology	None
Abnormality of the foetal circulation system	None
Abnormality of the fetal cardiovascular system	None
Amniotic bands	None
Amniotic constriction ring	None
Pseudoainhum	None
Congenital constriction band sequence	None
Amniotic constriction band	None
Underdeveloped fetal nose bone	None
Underdeveloped foetal nose bone	None
Hypoplasia of fetal nasal bone	None
Hypoplasia of foetal nasal bone	None
Thickened nuchal skin	None
Thickened nuchal skin fold	None
Increased nuchal fold	None
Thickened skin folds of neck	None
Thickened skin over the neck	None
Increased nuchal fold thickness	None
Thick nuchal fold	None
Excess nuchal skin	None
Absent lanugo	None
Female fetal virilization	None
Female foetal virilization	None
Fetal polyuria	None
Foetal polyuria	None
Fetal head anomaly	None
Abnormal fetal skin morphology	None
Umbilical cord hematoma	None
Umbilical cord haematoma	None
Fetal posterior fossa hemorrhage	None
Battledore placenta	None
Marginal cord insertion	None
Marginal umbilical cord insertion	None
Extremely preterm birth	None
1-minute APGAR score of 5	None
Therapeutic abortion	None
Low APGAR score	None
Fetal pleural effusion	None
Maternal anticardiolipin antibody positive	None
Caseous vernix-like desquamation	None
Greasy, thick vernix caseosa-like scale	None
Increased maternal serum alpha-fetoprotein level	None
MSAFP MoM>2.5	None
High maternal circulating alpha-fetoprotein concentration	None
High MSAFP MoM	None
High maternal serum alpha-fetoprotein MoM	None
High maternal serum alpha-fetoprotein	None
Formation of multiple pronuclei during fertilization	None
Fetal intraventricular hemorrhage	None
Grade I fetal intracranial hemorrhage	None
Fetal subependymal hemorrhage	None
5-minute APGAR score of 0	None
Abnormal intrauterine movements	None
Prenatal movement abnormality	None
Premature rupture of membranes	None
Two vessel cord	None
Single umbilical artery	None
Two vessel umbilical cord	None
Two-vessel cord	None
2 vessel umbilical cord	None
Only one artery in umbilical cord instead of two	None
2 vessel cord	None
Long umbilical cord	None
Placental mesenchymal dysplasia	None
Persistent patent ductus venosus	None
Foetal hyperkinesia	None
Fetal hyperkinesia	None
Increased foetal movement	None
Increased fetal movement	None
Abnormality of umbilical vein blood flow	None
Abnormal fetal central nervous system morphology	None
Abnormal fetal CNS morphology	None
Non-immune fetal hydrops	None
Hydrops fetalis, non-immune	None
Hydrops fetalis, nonimmune	None
Nonimmune hydrops	None
Non-immune foetal hydrops	None
Nonimmune hydrops fetalis	None
Forceps delivery	None
Hyperemesis gravidarum	None
Preimplantation lethality	None
Preimplantation embryonic lethality	None
Fetal nuchal edema	None
Abnormalities of placenta or umbilical cord	None
Reversed end-diastolic umbilical artery flow	None
Digital constriction ring	None
Amniotic constriction rings of digits	None
Abnormal fetal physiology	None
Functional fetal anomaly	None
Fetal ultrasound soft marker	None
Foetal ultrasound soft marker	None
Placenta percreta	None
Abnormal placental pentration beyond the uterine wall	None
Fetal chylothorax	None
Feet or buttocks of foetus positioned near opening of uterus	None
Feet or buttocks of fetus positioned near opening of uterus	None
Breech presentation at birth	None
Breech presentation	None
Meconium pseudocyst	None
Delivery by Odon device	None
Placental thickness increased	None
Increased placental thickness	None
Abnormal fetal skeletal morphology	None
1-minute APGAR score of 0	None
Premature delivery	None
Shortened gestation time	None
Premature delivery of affected infants	None
Premature birth	None
Preterm birth	None
Preterm delivery	None
Edematous chorionic villi	None
Abnormal chorion morphology	None
Abnormal fetal cardiovascular physiology	None
Low cord blood oxygen level	None
Hypoxemia in cord blood	None
Fetal scalp mass	None
Distended jugular lymphatic sacs	None
Maternal hypertension	None
Eclampsia	None
1-minute APGAR score of 2	None
Chorangioma	None
Placental hamartoma	None
Maternal thrombophilia	None
Fetal ductus arteriosus narrowing-closure	None
Fetal arterial duct narrowing-closure	None
Premature closure of the ductus arteriosus	None
Fetal PDA narrowing-closure	None
Idiopathic constriction of the fetal ductus arteriosus	None
Fetal PAD narrowing-closure	None
PCDA	None
Abnormal fetal morphology	None
Structural fetal anomaly	None
Vacuum-assisted vaginal delivery	None
Vacuum extraction	None
Ventouse delivery	None
Fetal cerebral parenchymal hemorrhage	None
Abnormal umbilical cord blood vessels	None
Abnormal umbilical cord blood vessel morphology	None
Single-twin demise	None
Intrauterine fetal demise of one twin after midgestation	None
Intrauterine foetal demise of one twin after midgestation	None
Exposure during pregnancy	None
Pregnancy exposure	None
Pre-eclampsia	None
Preeclampsia	None
Congenital pulmonary airway malformation	None
Congenital cystic disease of the lung	None
Congenital cystic adenomatoid malformation of the lung	None
Cystic adenomatoid lung disease	None
CCAM	None
10-minute APGAR score of 4	None
Subchorionic septal cyst	None
Increased fetal lens echogenicity	None
Abnormal nail growth	None
Patchy hypo- and hyperpigmentation	None
Patchy hypo- and hyper-pigmentation	None
Urate tophus	None
Urate tophi	None
Skin vesicle	None
Absence of scalp hair	None
Missing scalp hair	None
Scalp hair loss	None
Pathologic hair loss from scalp	None
Alopecia of scalp	None
Baldness	None
Solar urticaria	None
Hyperconvex thumb nails	None
Tightly curved thumb nail	None
Nevus simplex	None
Nevus flammeus	None
port-wine stain	None
Decreased length of lower eyelashes	None
Short lower eyelashes	None
Prominent superficial vasculature	None
Prominent superficial blood vessels	None
Ventral fingernail	None
Palmar fingernail	None
Volar fingernail	None
Onychogryposis of fingernail	None
Overgrowth and curving of fingernail	None
Flared eyebrow	None
Broad eyebrows	None
Increased vertical thickness of eyebrow	None
Flared eyebrows	None
Increased vertical width of eyebrow	None
Broad eyebrow	None
Increased vertical height of eyebrow	None
Pyoderma fistulans significa	None
Hidradenitis suppurativa	None
Verneuil's disease	None
Smoker's boils	None
Acne inversa	None
Congenital palmoplantar keratoderma	None
Congenital palmoplantar keratodermia	None
Congenital palmoplantar hyperkeratosis	None
Congenital palmoplantar keratosis	None
Facial papilloma	None
Facial wart	None
Facial verruca	None
Naevus sebaceous	None
Sebaceous nevus	None
Sebaceous mole	None
Sebaceous naevus	None
Nevus sebaceous	None
Organoid nevus	None
Atrophic, patchy alopecia	None
Verrucae	None
Warts	None
Palmoplantar blistering	None
Connective tissue nevi	None
Contact dermatitis	None
Maceration	None
Skin maceration	None
Maceration of the skin	None
Cigarette paper scarring	None
Cigarette-paper scars	None
Distichiasis of eyelid eyelashes	None
Distichiasis	None
Increased thickness of skin epidermis	None
Epidermal hyperkeratosis	None
Cutaneous necrosis	None
Skin necrosis	None
Depigmentation/hyperpigmentation of skin	None
Decreased sweating due to autonomic dysfunction	None
Nail tumour	None
Neoplasm of the nail	None
Nail tumor	None
Nevus comedonicus	None
Paronychia	None
Pustulosis	None
Pustular rash	None
Yellow skin plaque	None
Basalioma of the outer ear	None
Intercrural pterygium	None
Absent fifth toenail	None
Missing fifth toenail	None
Precociously senile appearance	None
Prematurely aged appearance	None
Maculopapular exanthema	None
Palatal angioectasia	None
Palatal telangiectasia	None
Telangiectasia of the roof of the mouth	None
Palate telangiectases	None
Palate telangiectasia	None
Spider veins of the roof of the mouth	None
Palatal spider veins	None
Palate teleangiectases	None
Hair sulfur content reduced	None
Reduced hair sulfur content	None
Numerous pigmented freckles	None
Annular cutaneous lesion	None
Excessive skin wrinkling on back of hands and fingers	None
Excessive skin wrinkling on dorsum of hands and fingers	None
Myxoid subcutaneous tumors	None
Myxoid subcutaneous tumours	None
Erythematous macule	None
Progressive hyperpigmentation	None
Skin dimples	None
Skin dimple	None
Skin erosion	None
Perianal erythema	None
Cutaneous leiomyosarcoma	None
Lichenoid skin lesion	None
Abnormality of hair colour	None
Abnormality of hair pigmentation	None
Abnormality of hair color	None
Severe photosensitivity	None
Severe sun sensitivity	None
Multiple cutaneous leiomyomas	None
Generalized hypertrichosis	None
Generalised hypertrichosis	None
Upper lip pit	None
Thin toenails	None
Thin toenail	None
Dermatological manifestations of systemic disorders	None
Beaked nails	None
Brittle scalp hair	None
Dysseborrheic dermatitis	None
Seborrheic dermatitis	None
Seborrheic eczema	None
Seborrhea	None
Congenital ichthyosis	None
Congenital ichthyosiform erythroderma	None
Ichthyosis, congenital	None
Skin degeneration	None
Atrophic skin	None
Dermal atrophy	None
Skin atrophy	None
Caseous vernix-like desquamation	None
Greasy, thick vernix caseosa-like scale	None
Anemic pallor	None
Anaemic pallor	None
Congenital giant melanocytic nevus	None
