Lower lip pit	HP:0000196
Papillomatous papule	HP:0012500
Spider hemangioma	HP:0012522
Axillary epidermoid cyst	HP:0012540
Armpit cyst	HP:0012540
Onychauxis	HP:0012542
Small thumbnail	HP:0012553
Hypoplastic thumbnail	HP:0012553
Underdeveloped thumbnail	HP:0012553
Absent thumbnail	HP:0012554
Absent nail of big toe	HP:0012555
Absent big toe nail	HP:0012555
Absent nail of hallux	HP:0012555
Ingrown nail	HP:0012710
Flat, discolored area of skin	HP:0012733
Macule	HP:0012733
Flat, discoloured area of skin	HP:0012733
Papilloma	HP:0012740
Thin fingernail	HP:0012742
Thin toenails	HP:0012746
Thin toenail	HP:0012746
Skin adnexal tumor	HP:0012842
Skin adnexal tumour	HP:0012842
Skin adnexal neoplasm	HP:0012842
Skin appendage neoplasm	HP:0012842
Hair follicle neoplasm	HP:0012843
Tricholemmoma	HP:0012844
Trichilemmoma	HP:0012844
Single trichilemmoma	HP:0012845
Multiple trichilemmomata	HP:0012846
Multiple trichilemmomas	HP:0012846
High hairline at back of head	HP:0012891
High posterior hairline	HP:0012891
Hypopigmented macule	HP:0020073
Boil	HP:0020083
Furuncle	HP:0020083
Carbuncle	HP:0020084
Hypoplastic dermoepidermal hemidesmosomes	HP:0020117
Nevus comedonicus	HP:0020154
Subcutaneous spheroids	HP:0025014
Cutaneous osteosis	HP:0025027
Osteoma cutis	HP:0025027
Miliary osteoma	HP:0025027
Osteomatosis	HP:0025027
Orthokeratotic hyperkeratosis	HP:0025080
Darier's sign	HP:0025081
Abnormal cutaneous elastic fibre morphology	HP:0025082
Abnormal cutaneous elastic fiber morphology	HP:0025082
Elevated dermal desmosine content	HP:0025083
Folliculitis	HP:0025084
Follicular pustule	HP:0025084
Delayed recoil upon stretching of skin	HP:0025087
Onychomadesis	HP:0025088
Thickening of upper layer of skin	HP:0025092
Epidermal acanthosis	HP:0025092
Acanthosis	HP:0025092
Acanthotic epidermis	HP:0025092
Umbilicated nodule	HP:0025103
Capillary malformation	HP:0025104
Nevus anemicus	HP:0025105
Naevus anaemicus	HP:0025105
Nevus roseus	HP:0025106
Cutis marmorata telangiectatica congenita	HP:0025107
Angioma serpentinum	HP:0025108
Hypergranulosis	HP:0025114
Hyaline bodies	HP:0025115
Colloid bodies of Civatte	HP:0025115
Civatte bodies	HP:0025115
Colloid bodies	HP:0025115
Cytoid bodies	HP:0025115
Flattened rete pegs	HP:0025117
Flattened rete ridges	HP:0025117
Rete ridge flattening	HP:0025117
Sawtoothed acanthosis	HP:0025122
Sawtooth acanthosis	HP:0025122
Solar keratosis	HP:0025127
Actinic keratosis	HP:0025127
Increased number of elastic fibers in the dermis	HP:0025164
Increased number of elastic fibres in the dermis	HP:0025164
Clumping of elastic fibres in the dermis	HP:0025165
Clumping of elastic fibers in the dermis	HP:0025165
Thickened elastic fibers in the dermis	HP:0025166
Thickened elastic fibres in the dermis	HP:0025166
Fragmented elastic fibres in the dermis	HP:0025167
Fragmented elastic fibers in the dermis	HP:0025167
Localised area of pendulous skin	HP:0025182
Localized area of pendulous skin	HP:0025182
Palm tree sign	HP:0025203
Caput medusae	HP:0025203
Cutaneous cyst	HP:0025245
Trichilemmal cyst	HP:0025246
Pilar cyst	HP:0025246
Dermoid cyst	HP:0025247
Eruptive vellus hair cyst	HP:0025248
Comedo	HP:0025249
Whitehead	HP:0025250
Closed comedo	HP:0025250
Open comedo	HP:0025251
Blackhead	HP:0025251
Chloasma	HP:0025272
Facial melanosis	HP:0025272
Melasma	HP:0025272
Abnormality of skin adnexa physiology	HP:0025276
Gustatory sweating	HP:0025277
Cold-induced sweating	HP:0025278
Cheekbone rash	HP:0025300
Butterfly rash	HP:0025300
Malar rash	HP:0025300
Medial thinning of eyebrow	HP:0025325
Sparse medial eyebrow	HP:0025325
Trichoepithelioma	HP:0025367
Dorsocervical fat pad	HP:0025383
Buffalo hump	HP:0025383
Acanthoma	HP:0025432
Pyoderma gangrenosum	HP:0025452
Anagen effluvium	HP:0025469
Telogen effluvium	HP:0025470
Congenital panfollicular nevus	HP:0025471
Hyperpigmented papule	HP:0025473
Erythematous plaque	HP:0025474
Violaceous plaque	HP:0025474
Erythematous macule	HP:0025475
Palmoplantar erythema	HP:0025493
Yellow papule	HP:0025507
Yellow-orange papule	HP:0025507
Gottron's papules	HP:0025508
Gottron papules	HP:0025508
Piezogenic pedal papules	HP:0025509
Nevus spilus	HP:0025510
Speckled lentiginous Nevus	HP:0025510
Nevus sebaceus	HP:0025511
Skin-colored papule	HP:0025512
Flesh-colored papule	HP:0025512
Palmoplantar psoriasis	HP:0025524
Palmoplantar scaling skin	HP:0025524
Scaling skin on fingertip	HP:0025525
Psoriatic-like lesion	HP:0025526
Erythematosquamous plaque	HP:0025526
Psoriasiform lesion	HP:0025526
Erythemato-squamous plaque	HP:0025526
Serpiginous cutaneous lesion	HP:0025527
Serpiginous eruption	HP:0025527
Annular cutaneous lesion	HP:0025528
Hyperpigmented nodule	HP:0025529
Xanthoma striatum palmare	HP:0025530
Xanthomas of the palmar creases	HP:0025530
Xanthoma palmare striatum	HP:0025530
Harlequin phenomenon	HP:0025531
Positive pathergy test	HP:0025532
Shawl sign	HP:0025535
V-sign	HP:0025536
Plantar edema	HP:0025537
Plantar oedema	HP:0025537
Palmar oedema	HP:0025538
Palmar edema	HP:0025538
Yellow nodule	HP:0025554
Periungual teleangiectasia	HP:0025555
Fetal skin edema	HP:0025672
Abnormal fetal skin morphology	HP:0025723
Caseous vernix-like desquamation	HP:0025724
Greasy, thick vernix caseosa-like scale	HP:0025724
Inguinal freckling	HP:0030052
Freckles in groin region	HP:0030052
Stiff skin	HP:0030053
Indurated skin	HP:0030053
Perifollicular fibrosis	HP:0030054
Hyperconvex toenail	HP:0030055
Uncombable hair	HP:0030056
Abnormality of hairline at back of head	HP:0030141
Abnormality of the posterior hairline	HP:0030141
Vaginal pruritus	HP:0030161
Dilated superficial abdominal veins	HP:0030168
Dilatation of the superficial abdominal veins	HP:0030168
Nail bed haemorrhage	HP:0030254
Nail bed hemorrhage	HP:0030254
Impaired stimulus-induced skin wrinkling	HP:0030331
Red-blue papule	HP:0030350
Erythematous papule	HP:0030350
Urticarial plaque	HP:0030351
Sebaceous carcinoma	HP:0030410
Sebaceous gland carcinoma	HP:0030410
Cutaneous myxoma	HP:0030428
Pilomatrixoma	HP:0030434
Fibrofolliculoma	HP:0030436
Fibrofolliculomas	HP:0030436
Primary small cell carcinoma of the skin	HP:0030447
Merkel cell cancer of the skin	HP:0030447
Primary undifferentiated carcinoma of the skin	HP:0030447
Neuroendocrine tumour of the skin	HP:0030447
Neuroendocrine carcinoma of the skin	HP:0030447
Anaplastic carcinoma of the skin	HP:0030447
Merkel cell skin cancer	HP:0030447
Neuroendocrine tumor of the skin	HP:0030447
Cutaneous APUDoma	HP:0030447
Macular telangiectasia	HP:0030503
Juxtafoveal telangiectasia	HP:0030503
Parafoveal telangiectasia	HP:0030503
Ash-leaf spot	HP:0030679
Ochronosis	HP:0030764
Platonychia	HP:0030803
Trachyonychia	HP:0030804
Absent lunulae	HP:0030805
Absent lunula	HP:0030805
Lunulae absent	HP:0030805
Lunula absent	HP:0030805
Fast-growing nails	HP:0030806
Abnormal nail growth	HP:0030807
Ragged cuticle	HP:0030808
Beaked nails	HP:0030817
Central nail canal	HP:0030818
Median nail dystrophy	HP:0030818
Ski jump nail	HP:0030819
Upslanting nail	HP:0030819
Upward angulation of nail	HP:0030819
Heliotrope rash of eyelid	HP:0030845
Pruritis on abdomen	HP:0030898
Pruritis on hand	HP:0030899
Itchy feet	HP:0030900
Pruritus on foot	HP:0030900
Itchy foot	HP:0030900
Pruritis on breast	HP:0030901
Acrosyringeal adenomatosis	HP:0031018
Eccrine syringofibroadenomatous hyperplasia	HP:0031018
Eccrine syringofibroadenoma	HP:0031018
Syringofibroadenoma	HP:0031018
Squamous Papilloma	HP:0031021
Squamous papilloma of the uvula	HP:0031022
Oropharyngeal squamous papilloma	HP:0031022
Cylindroma	HP:0031024
Acral blistering	HP:0031045
Cracked skin	HP:0031057
Skin fissure	HP:0031057
Widened atrophic scar	HP:0031158
Erythema migrans	HP:0031180
Erythema chronicum migrans	HP:0031180
Necrolytic migratory erythema	HP:0031181
Superficial perivascular inflammatory infiltrate	HP:0031190
Superficial dermal perivascular inflammatory infiltrate	HP:0031190
Deep dermal perivascular inflammatory infiltrate	HP:0031191
Deep perivascular inflammatory infiltrate	HP:0031191
Neutrophilic infiltration of the skin	HP:0031234
Predominantly epidermal neutrophilic infiltrate	HP:0031235
Predominantly dermal neutrophilic infiltrate	HP:0031236
Itchy palm	HP:0031248
Palmar pruritus	HP:0031248
Malalignment of the great toenail	HP:0031282
Tufted hairs	HP:0031283
Flushing	HP:0031284
Abnormal perifollicular morphology	HP:0031285
Perifollicular erythema	HP:0031286
Seborrheic verruca	HP:0031287
Seborrheic keratosis	HP:0031287
Senile wart	HP:0031287
Basal cell papilloma	HP:0031287
Cobblestone-like hyperkeratosis	HP:0031288
White papule	HP:0031289
Tuberous xanthoma	HP:0031290
Ichthyosis follicularis	HP:0031291
Skin abscess	HP:0031292
Cutaneous abscess	HP:0031292
Digital pitting scar	HP:0031293
Cutaneous sclerotic plaque	HP:0031359
Yellow skin plaque	HP:0031360
Palpable purpura	HP:0031363
Ecchymoses	HP:0031364
Ecchymosis	HP:0031364
Flat purpura	HP:0031365
Macular purpura	HP:0031365
Poroma	HP:0031405
Herpetiform vesicles	HP:0031448
Lichenoid skin lesion	HP:0031452
Apocrine hidrocystoma	HP:0031454
Genital blistering	HP:0031464
Abnormal cutaneous collagen fibril morphology	HP:0031512
Luse bodies	HP:0031513
Verruciform xanthoma	HP:0031517
Cauliflower deformity of dermal collagen fibrils	HP:0031519
Keratoacanthoma	HP:0031525
Abnormal dermoepidermal junction morphology	HP:0031538
Linear IgA deposits along the epidermal basement membrane zone	HP:0031539
Linear IgG deposits along the epidermal basement membrane zone	HP:0031540
Linear C3 deposits along the epidermal basement membrane zone	HP:0031541
Basal cell hamartoma with follicular differentiation	HP:0031548
Follicular infundibulum tumour	HP:0031548
Follicular infundibulum tumor	HP:0031548
Spiegler-Fendt sarcoid	HP:0031549
Lymphocytoma cutis	HP:0031549
Skin pseudolymphoma	HP:0031549
Drooping brow	HP:0031623
Brow ptosis	HP:0031623
Digital ulcer	HP:0031917
Rope sign	HP:0031924
Pruritus vulvae	HP:0032004
Maceration	HP:0032007
Skin maceration	HP:0032007
Maceration of the skin	HP:0032007
Eosinophilic dermal infiltration	HP:0032022
Eosinophilic dermatitis	HP:0032022
Anetoderma	HP:0032026
Perioral radial furrowing	HP:0032099
Keratosis pilaris	HP:0032152
Carpet tack sign	HP:0032152
Hyperkeratosis pilaris	HP:0032152
Follicular keratosis	HP:0032152
Follicular plugging	HP:0032152
Lichen pilaris	HP:0032152
Chicken skin	HP:0032152
Follicular keratotic plug	HP:0032152
Epidermal detachment	HP:0032156
Skin detachment	HP:0032156
Detached skin	HP:0032156
Skin sloughing	HP:0032156
Unusual skin infection	HP:0032162
Molluscum contagiosum	HP:0032163
Flaky paint dermatosis	HP:0032178
Flaky paint skin appearance	HP:0032178
Disseminated molluscum contagiosum	HP:0032185
Disseminated cutaneous warts	HP:0032215
Indurated nodule	HP:0032217
Perifollicular fibroma	HP:0032225
Abnormal sebaceous gland morphology	HP:0032226
Sebaceous hyperplasia	HP:0032227
Trichodiscoma	HP:0032228
Contact dermatitis	HP:0032282
Genital warts	HP:0032301
Frontotemporal hypertrichosis	HP:0032313
Ski-jump toenail	HP:0032344
Upturned toenail	HP:0032344
Upslanting toenail	HP:0032344
Polymorphous light eruption	HP:0032379
Sun allergy	HP:0032379
Hydroa vacciniforme	HP:0032381
Acute vesiculation and crusting and scarring following sun exposure	HP:0032381
Abnormal dermoepidermal hemidesmosome morphology	HP:0032449
Monilethrix	HP:0032470
Abnormal terminal:vellus ratio	HP:0032495
Elevated terminal:vellus ratio	HP:0032496
Reduced terminal:vellus ratio	HP:0032497
Deep dermatophytosis	HP:0032515
Invasive dermatophyte infection	HP:0032516
Majocchi's granuloma	HP:0032517
Disseminated dermatophytosis	HP:0032518
Pretibial dimple	HP:0032538
Knuckle pads on dorsal aspect of finger joints	HP:0032541
Knuckle pad	HP:0032541
Bluish around mouth	HP:0032556
Circumoral cyanosis	HP:0032556
Cutaneous wound	HP:0032674
Skin wound	HP:0032674
Acute cutaneous wound	HP:0032675
Chronic nonhealing cutaneous wound	HP:0032676
Chronic cutaneous wound	HP:0032676
Palmar warts	HP:0033004
Plantar warts	HP:0033005
Urate tophus	HP:0033073
Urate tophi	HP:0033073
Nummular dermatitis	HP:0033120
Discoid eczema	HP:0033120
Nummular eczema	HP:0033120
Cutaneous necrosis	HP:0033126
Skin necrosis	HP:0033126
Neutrophilic urticarial dermatosis	HP:0033167
Cystic acne	HP:0033188
Hypertrichotic hyperpigmented patch	HP:0033190
Cutaneous hyperpigmentation with overlying hypertrichosis	HP:0033190
Perioral erythema	HP:0033194
Perianal erythema	HP:0033195
Nailfold capillary tortuosity	HP:0033250
Palmar hyperlinearity	HP:0033252
Livedo racemosa	HP:0033260
Nail psoriasis	HP:0033327
Bronchial telangiectasia	HP:0033370
Endobronchial telangiectasia	HP:0033370
Periungual erythema	HP:0033425
Livedo reticularis	HP:0033505
Cutaneous horn	HP:0033510
Cornu cutaneum	HP:0033510
Venous eczema	HP:0033564
Varicose eczema	HP:0033564
Stasis dermatitis	HP:0033564
Pustulosis	HP:0033605
Pustular rash	HP:0033605
Migratory erythematous plaque	HP:0033622
Pseudo-chilblain	HP:0033696
Chilblain-like lesion	HP:0033696
Vesicular eruption	HP:0033697
Monomorphic vesicular eruption	HP:0033698
Polymorphic vesicular eruption	HP:0033699
Papulovesicular eruption	HP:0033700
Papulo-vesicular eruption	HP:0033700
Perioral hyperkeratosis	HP:0033707
Blistering by anatomical location	HP:0033800
Blistering by histological location	HP:0033801
Intra-epidermal blistering	HP:0033802
Blistering with sub-lamina densa plane of cleavage	HP:0033803
Sub-lamina densa cleavage	HP:0033803
Subepidermal blistering	HP:0033804
Abnormal epidermis stratum granulosum morphology	HP:0033806
Absent keratohyalin granules	HP:0033807
Livedoid dermatitis	HP:0033832
Livedo	HP:0033832
Itchy eyes	HP:0033841
Ocular itch	HP:0033841
Ocular pruritus	HP:0033841
Absent second fingernail	HP:0033975
Ventral fingernail	HP:0033976
Palmar fingernail	HP:0033976
Volar fingernail	HP:0033976
Broad medial eyebrow	HP:0034003
Medial broadening of eyebrows	HP:0034003
Palmoplantar hypohidrosis	HP:0034012
Labial cyanosis	HP:0034030
Cyanotic lips	HP:0034030
Bluish lips	HP:0034030
Lip cyanosis	HP:0034030
Bluish face	HP:0034031
Facial cyanosis	HP:0034031
Cyanotic face	HP:0034031
Central cyanosis	HP:0034032
Peripheral cyanosis	HP:0034033
Differential cyanosis	HP:0034034
Pseudo-chilblains on toes	HP:0034036
Chilblain-like toes	HP:0034036
COVID toe	HP:0034036
Chilblain-like toe lesions	HP:0034036
COVID fingers	HP:0034037
COVID finger	HP:0034037
Pseudo-chilblains on fingers	HP:0034037
Dorsal hirsutism	HP:0034042
Clumping of the keratin tonofilaments	HP:0034067
Tonofilament clumping	HP:0034067
Cleavage within the basal keratinocyte layer	HP:0034193
Stratum basale cleavage	HP:0034193
Blistering with cleavage within basal keratinocytes	HP:0034193
Blistering with suprabasal clefting	HP:0034194
Suprabasal cleavage	HP:0034194
Absent dermoepidermal hemidesmosomes	HP:0034256
Absent lanugo	HP:0034262
Verrucous epidermal nevus	HP:0034275
Trichoschisis	HP:0034354
Fracture blister	HP:0034366
Circumferential skin creases on extremities	HP:0034400
Solitary angiokeratoma	HP:0034408
Fordyce angiokeratoma	HP:0034409
Angiokeratoma circumscriptum naeviforme	HP:0034410
Angiokeratoma of Mibelli	HP:0034411
Hair sulfur content reduced	HP:0034425
Reduced hair sulfur content	HP:0034425
Chromhidrosis	HP:0034426
Lack of skin coloring on chest	HP:0040007
Lack of skin colouring on chest	HP:0040007
Absent pigmentation of chest	HP:0040007
Hyperparakeratosis	HP:0040009
Onychogryposis of fingernail	HP:0040036
Overgrowth and curving of fingernail	HP:0040036
Onycholysis of fingernails	HP:0040039
Onycholysis of fingernail	HP:0040039
Detachment of fingernails	HP:0040039
Detachment of toenails	HP:0040040
Onycholysis of toenails	HP:0040040
Toenail onycholysis	HP:0040040
Aplasia of the eccrine sweat glands	HP:0040042
Absent eccrine sweat glands	HP:0040042
Hypoplasia of the eccrine sweat glands	HP:0040043
Underdeveloped major sweat glands	HP:0040043
Partial absence of upper eyelashes	HP:0040050
Sparse upper eyelashes	HP:0040050
Hypotrichosis of upper eyelashes	HP:0040050
Abnormality of upper eyelashes	HP:0040051
Abnormality of lower eyelashes	HP:0040052
Ciliary trichomegaly of lower eyelashes	HP:0040053
Long lower eyelashes	HP:0040053
Increased length of lower eyelashes	HP:0040053
Decreased length of upper eyelashes	HP:0040054
Short upper eyelashes	HP:0040054
Decreased length of lower eyelashes	HP:0040055
Short lower eyelashes	HP:0040055
Atrichia of upper eyelashes	HP:0040056
Aplasia of upper eyelashes	HP:0040056
Failure of development of upper eyelashes	HP:0040056
Agenesis of upper eyelashes	HP:0040056
Absent upper eyelashes	HP:0040056
Basalioma of the outer ear	HP:0040098
Comedonal acne	HP:0040137
Comedogenic acne	HP:0040137
Kinky scalp hair texture	HP:0040149
Wooly scalp hair	HP:0040149
Nappy scalp hair texture	HP:0040149
Woolly scalp hair	HP:0040149
Afro-textured scalp hair	HP:0040149
Pyoderma fistulans significa	HP:0040154
Hidradenitis suppurativa	HP:0040154
Verneuil's disease	HP:0040154
Smoker's boils	HP:0040154
Acne inversa	HP:0040154
Orthokeratosis	HP:0040162
Facial papilloma	HP:0040167
Facial wart	HP:0040167
Facial verruca	HP:0040167
Loose anagen hair	HP:0040169
Abnormality of hair growth	HP:0040170
Maculopapular exanthema	HP:0040186
Desquamation	HP:0040189
flaking skin	HP:0040189
Scaling skin	HP:0040189
Scaly skin	HP:0040189
peeling skin	HP:0040189
White scaling skin	HP:0040190
White scaly skin	HP:0040190
Abnormal skin morphology of the palm	HP:0040211
Hand dimple	HP:0040251
Hand dimples	HP:0040251
Abnormal location of eyebrows	HP:0040296
Abnormal location of the eyebrow	HP:0040296
Abnormally placed eyebrows	HP:0040296
Eyelid erythema	HP:0040323
Erythema of eyelid	HP:0040323
Erythema of the eyelids	HP:0040323
Heliotrope erythema	HP:0040324
Heliotrope rash	HP:0040324
Bull's eye rash	HP:0040325
Beau lines	HP:0041093
Ladder nail	HP:0041093
Ladder nail sign	HP:0041093
Beau's lines	HP:0041093
Partial double eyebrow	HP:0045018
Partial duplication of eyebrows	HP:0045018
Tiger-tail banding	HP:0045055
Tiger tail banding	HP:0045055
Hyperkeratotic papule	HP:0045059
Thin eyebrows	HP:0045074
Thin eyebrow	HP:0045074
Sparse eyebrow	HP:0045075
Sparse eyebrows	HP:0045075
Hypotrichosis of eyebrow	HP:0045075
Abnormality of the scalp hair	HP:0100037
Slow-growing scalp hair	HP:0100038
Abnormality of the pubic hair	HP:0100133
Abnormality of the axillary hair	HP:0100134
Lip pit	HP:0100267
Upper lip pit	HP:0100268
Paramedian lip pit	HP:0100269
Paramedian labial pits	HP:0100269
Skin pits	HP:0100276
Skin pit	HP:0100276
Periauricular sinus	HP:0100277
Periauricular earpits	HP:0100277
Periauricular fistulas	HP:0100277
Periauricular pits	HP:0100277
Periauricular skin pits	HP:0100277
Pits around the ear	HP:0100277
Scleroderma	HP:0100324
Progressive systemic scleroderma	HP:0100324
Pseudoscleroderma	HP:0100324
Mucosal telangiectasiae	HP:0100579
Teleangiectasia of the skin	HP:0100585
Telangiectasia of the skin	HP:0100585
Abnormality of nail color	HP:0100643
Nail dyschromia	HP:0100643
Abnormality of nail colour	HP:0100643
Melanonychia	HP:0100644
Angiooedema	HP:0100665
Quincke edema	HP:0100665
Angioedema	HP:0100665
Quincke oedema	HP:0100665
Angioneurotic oedema	HP:0100665
Wrinkled skin	HP:0100678
Premature skin wrinkling	HP:0100678
Lack of skin elasticity	HP:0100679
Tight skin	HP:0100679
Subcutaneous neurofibromas	HP:0100698
Lichenification	HP:0100725
Kaposi's sarcoma	HP:0100726
Acantholysis	HP:0100792
Nikolsky's sign	HP:0100792
Abnormal toenail development	HP:0100797
Dysplastic toenails	HP:0100797
Toenail dysplasia	HP:0100797
Fingernail dysplasia	HP:0100798
Dysplastic fingernails	HP:0100798
Abnormal fingernail development	HP:0100798
Abnormality of the periungual region	HP:0100803
Parungual fibromas	HP:0100804
Koenen tumour	HP:0100804
Koenen's tumor	HP:0100804
Koenen's tumour	HP:0100804
Koenen tumor	HP:0100804
Periungual fibroma	HP:0100804
Ungual fibroma	HP:0100804
Blue nevus	HP:0100814
Mongolian spot	HP:0100814
Congenital dermal melanocytosis	HP:0100814
Lip hyperpigmentation	HP:0100816
Hyperpigmentation of lip vermillion	HP:0100816
Darkening of skin of the lips	HP:0100816
Increased pigmentation on the lips	HP:0100816
Nail tumour	HP:0100826
Neoplasm of the nail	HP:0100826
Nail tumor	HP:0100826
Atrophodermia vermiculata	HP:0100837
Vermiculata atrophoderma	HP:0100837
Recurrent cutaneous abscess formation	HP:0100838
Sparse to absent eyebrows	HP:0100840
Sparse/absent eyebrows	HP:0100840
Hypotrophic eyebrow	HP:0100840
Absence of eyebrow	HP:0100840
Missing eyebrow	HP:0100840
Lack of eyebrow	HP:0100840
Sparse or absent eyebrows	HP:0100840
Agenesis of eyebrow	HP:0100840
Aplasia/Hypoplasia of the eyebrow	HP:0100840
Palmoplantar pustules	HP:0100847
Palmoplantar pustulosis	HP:0100847
Pustulosis palmaris et plantaris	HP:0100847
Pustulosis of palms and soles	HP:0100847
Palmar telangiectasia	HP:0100869
Telangiectases of palms and soles	HP:0100869
Teleangiectases of palms	HP:0100869
Plantar telangiectasia	HP:0100870
Telangiectases of soles	HP:0100870
Plantar teleangiectasia	HP:0100870
Teleangiectases of soles	HP:0100870
Abnormality of the plantar skin of foot	HP:0100872
Minor feet anomalies	HP:0100872
Increased follicular density	HP:0100874
Increased hair density	HP:0100874
Thick hair	HP:0100874
Vein of servelle	HP:0100885
Lateral venous anomaly	HP:0100885
Lateral marginal vein of Servelle	HP:0100885
Interdigital loops	HP:0100888
Connective tissue nevi	HP:0100898
Symmetric great toe depigmentation	HP:0200015
Acrokeratosis	HP:0200016
Acral keratosis	HP:0200016
Choroid plexus papilloma	HP:0200022
Pretibial myxedema	HP:0200028
Graves dermopathy	HP:0200028
Cutaneous vasculitis	HP:0200029
Vasculitis in the skin	HP:0200029
Punctate vasculitis skin lesions	HP:0200030
Skin papules	HP:0200034
Papule	HP:0200034
Papules	HP:0200034
Skin plaque	HP:0200035
Skin nodule	HP:0200036
Growth of abnormal tissue on or under the skin	HP:0200036
Skin vesicle	HP:0200037
Pustular lesion	HP:0200039
Pustule	HP:0200039
Skin pustule	HP:0200039
Pustules	HP:0200039
Skin pustules	HP:0200039
Pustula	HP:0200039
Pimple	HP:0200039
Keratin cyst	HP:0200040
Epidermal inclusion cyst	HP:0200040
Sebaceous cyst	HP:0200040
Epidermal cyst	HP:0200040
Skin cyst	HP:0200040
Infundibular cyst	HP:0200040
Epidermoid cyst	HP:0200040
Epidermoid cysts	HP:0200040
Skin erosion	HP:0200041
Skin ulcer	HP:0200042
Open skin sore	HP:0200042
Verrucae	HP:0200043
Warts	HP:0200043
Porokeratosis	HP:0200044
Cyanotic episode	HP:0200048
Blisters of mouth	HP:0200097
Oral blistering	HP:0200097
Oral mucosa blisters	HP:0200097
Oral mucosal blisters	HP:0200097
Blebs of oral mucosa	HP:0200097
Bullae of oral mucosa	HP:0200097
Absent skin pigmentation	HP:0200098
Lack of skin coloration	HP:0200098
Partial to total absence of eyelashes	HP:0200102
Sparse or absent eyelashes	HP:0200102
Sparse to absent eyelashes	HP:0200102
Absent nail of fifth finger	HP:0200104
Absent fifth fingernail	HP:0200104
Absent fifth toenail	HP:0200105
Missing fifth toenail	HP:0200105
Cutaneous mastocytosis	HP:0200151
CIU	HP:0410133
Chronic idiopathic urticaria	HP:0410133
Chronic spontaneous urticaria	HP:0410133
CSU	HP:0410133
Physical urticaria	HP:0410134
Cold urticaria	HP:0410135
Aquagenic urticaria	HP:0410136
Solar urticaria	HP:0410137
Vibratory urticaria	HP:0410138
Absence of sebaceous glands	HP:0410400
Absent sebaceous glands	HP:0410400
Ectopic cilia of eyelid	HP:0430006
Atrichia	HP:0500262
Proximal scleroderma	HP:0550003
Flat wart	HP:0550004
Verruca plana	HP:0550004
Abnormal platysma muscle morphology	HP:3000013
Abnormality of the platysma muscle	HP:3000013
Abnormality of platysma	HP:3000013
Exanthem	HP:4000054
Renal glomerular foam cells	None
Cerebrovascular accidents	None
Cerebrovascular accident	None
Stroke	None
Cerebral vascular events	None
Chylopericardium	None
Anomalous origin of left subclavian artery	None
Coated aorta	None
Fetal cerebral parenchymal hemorrhage	None
Swiss cheese ventricular septal defect	None
Multiple muscular ventricular septal defects	None
Partial atrioventricular canal defect	None
Absent thymus	None
Aplasia of the thymus	None
Absent thymic shadow	None
Lack of thymic shadow	None
Athymia	None
Abnormal cardiac biomarker test	None
Double outlet right ventricle with subpulmonary ventricular septal defect without pulmonary stenosis	None
DORV with subpulmonary VSD without pulmonary stenosis	None
Taussig-Bing anomaly	None
Increased carotid artery intimal medial thickness	None
Carotid artery dissection	None
Dunbar syndrome	None
Celiac artery compression	None
Coeliac axis syndrome	None
Coeliac artery compression	None
Celiac axis syndrome	None
Median arcuate ligament syndrome	None
Aneurysm of the muscular ventricular septum	None
Muscular ventricular septal aneurysm	None
PDA	None
Ductus arteriosus	None
Patent ductus Botalli	None
Persistent ductus arteriosus	None
Patent ductus arteriosus	None
Persistent arterial duct	None
Coronary artery calcification	None
Underdeveloped lung veins	None
Hypoplastic pulmonary veins	None
Abnormality of the carotid arteries	None
Abnormal carotid artery morphology	None
Takotsubo cardiomyopathy	None
Broken-heart syndrome	None
Common brachiocephalic trunk	None
Bovine arch	None
Ovine arch	None
Common origin of the right brachiocephalic artery and left common carotid artery	None
Prolonged QRS complex on EKG	None
QRS widening	None
Intraventricular conduction delay	None
Prolonged QRS complex	None
Orthostatic syncope	None
Congenital atrioventricular dissociation	None
Aortic arch dilatation	None
Aortic arch aneurysm	None
Dilatation of the aortic arch	None
Right ventricle to aorta tunnel	None
Aorto-right ventricular tunnel	None
Abnormality of mesenteric lymph nodes	None
Enlarged mesenteric lymph node	None
Abnormality of the common carotid artery	None
Abnormal common carotid artery morphology	None
Abnormal neck blood vessel morphology	None
Abnormality of the cervical blood vessels	None
Abnormality of blood vessel of neck	None
Abnormality of the cervical vasculature	None
Abnormality of the vasculature of the neck	None
Abnormality of neck blood vessel	None
Abnormal coronary artery physiology	None
Abnormal mitral valve leaflet morphology	None
Abnormal right ventricular function	None
Abnormality of blood volume homeostasis	None
Anomalous origin of the left circumflex artery from the right coronary artery	None
Double orifice mitral valve	None
Grade II preterm intraventricular hemorrhage	None
Grade II preterm intraventricular haemorrhage	None
Abnormality of the endocardium	None
Abnormal endocardium morphology	None
Abnormality of the endomycoardium	None
Tortuous lymphatic vessels	None
Tortuous lymphatics	None
Acute coronary syndrome	None
Tibial arterial calcification	None
Abnormal cardiac ventricle morphology	None
Abnormality of cardiac ventricle	None
Left ventricular - right atrial communication	None
Gerbode ventricular septal defect	None
Impaired left ventricular function	None
Left ventricular dysfunction	None
Left ventricular failure	None
Abnormal left ventricular function	None
Left ventricular impairment	None
Left-sided heart failure	None
Deep S wave in lead V5	None
Persistent patent ductus venosus	None
Saccular conjunctival aneurysms	None
Saccular conjunctival dilatations	None
