Inguinal hernia	HP:0000023
Abnormal ossification of the pubic bone	HP:0009105
Abnormal maturation of the pubic bone	HP:0009105
Abnormal maturation of the pelvis bone	HP:0009106
Abnormal pelvis bone ossification	HP:0009106
Abnormal ossification involving the bones of the pelvis	HP:0009106
Abnormal ossification involving the femoral head and neck	HP:0009107
Abnormal maturation of thigh bone head and neck	HP:0009107
Absent/underdeveloped head and neck of thighbone	HP:0009108
Aplasia/Hypoplasia involving the femoral head and neck	HP:0009108
Absent/small head and neck of thighbone	HP:0009108
Denervation of the diaphragm	HP:0009109
Eventration of the diaphragm	HP:0009110
Diaphragmatic eventration	HP:0009110
Absent left hemidiaphragm	HP:0009112
Aplasia of the left hemidiaphragm	HP:0009112
Left diaphragmatic hernia	HP:0009112
Diaphragmatic paraparesis	HP:0009113
Weak diaphragm	HP:0009113
Diminished diaphragmatic motion	HP:0009113
Diaphragmatic weakness	HP:0009113
Absent/small skeleton	HP:0009115
Absent/underdeveloped skeleton	HP:0009115
Aplasia/hypoplasia involving the skeleton	HP:0009115
Aplasia/Hypoplasia involving bones of the skull	HP:0009116
Aplasia/Hypoplasia of the maxilla	HP:0009117
Underdevelopment of upper jaw bones	HP:0009117
Underdevelopment of maxilla	HP:0009117
Aplasia/Hypoplasia of the mandible	HP:0009118
Aplasia/Hypoplasia of the frontal sinuses	HP:0009119
Abnormally small frontal sinus	HP:0009119
Aplasia/Hypoplasia involving the sinuses	HP:0009120
Abnormality of the axial skeleton	HP:0009121
Abnormal axial skeleton morphology	HP:0009121
Aplasia/hypoplasia affecting bones of the axial skeleton	HP:0009122
Abnormality of fat tissue	HP:0009124
Abnormality of fatty tissue	HP:0009124
Abnormal adipose tissue morphology	HP:0009124
Abnormality of adipose tissue	HP:0009124
Inability to make and keep healthy fat tissue	HP:0009125
Lipodystrophy	HP:0009125
Increased fat tissue	HP:0009126
Increased adipose tissue	HP:0009126
Abnormal limb muscles	HP:0009127
Muscle issues in the arms and/or legs	HP:0009127
Abnormality of the musculature of the limbs	HP:0009127
Aplasia/Hypoplasia involving the musculature of the extremities	HP:0009128
Absent/underdeveloped muscles of extremities	HP:0009128
Absent/small muscles of extremities	HP:0009128
Upper limb amyotrophy	HP:0009129
Amyotrophy involving the upper limbs	HP:0009129
Hand muscle atrophy	HP:0009130
Hand muscle degeneration	HP:0009130
Hand muscle wasting, bilateral	HP:0009130
Amyotrophy involving the musculature of the hand	HP:0009130
Hand muscle wasting	HP:0009130
Amyotrophy of hand muscles	HP:0009130
Abnormality of the musculature of the thorax	HP:0009131
Abnormality of bone mineral density involving tarsal bones	HP:0009132
Abnormal tarsal bone mineral density	HP:0009132
Osteolysis involving bones of the feet	HP:0009134
Duplication involving bones of the feet	HP:0009136
Fusion involving the bones of the lower limbs	HP:0009138
Synostosis involving bones of the lower limbs	HP:0009138
Osteolysis involving bones of the lower limbs	HP:0009139
Fusion involving the bones of the feet	HP:0009140
Synostosis involving bones of the feet	HP:0009140
Depletion of mitochondrial dna in skeletal muscle tissue	HP:0009141
Depletion of mitochondrial DNA in muscle tissue	HP:0009141
Supernumerary bones of the axial skeleton	HP:0009144
Enlarged end part of the outermost bone of little finger	HP:0009147
Enlarged end part of the outermost bone of pinkie finger	HP:0009147
Enlarged epiphysis of the distal phalanx of the 5th finger	HP:0009147
Enlarged end part of the outermost bone of pinky finger	HP:0009147
Small end part of the outermost bone of pinkie finger	HP:0009148
Small end part of the outermost bone of little finger	HP:0009148
Small epiphysis of the distal phalanx of the 5th finger	HP:0009148
Small end part of the outermost bone of pinky finger	HP:0009148
Triangular epiphysis of the distal phalanx of the 5th finger	HP:0009149
Delta-shaped epiphysis of the distal phalanx of the 5th finger	HP:0009149
Triangular end part of the outermost bone of pinkie finger	HP:0009149
Triangular end part of the outermost bone of little finger	HP:0009149
Triangular end part of the outermost bone of pinky finger	HP:0009149
Abnormality of the innermost bone pinkie finger	HP:0009150
Abnormality of the innermost bone little finger	HP:0009150
Abnormality of the innermost bone pinky finger	HP:0009150
Abnormality of the proximal phalanx of the 5th finger	HP:0009150
Abnormality of end part of little finger bone	HP:0009152
Abnormality of end part of pinky finger bone	HP:0009152
Abnormality of end part of pinkie finger bone	HP:0009152
Abnormality of the epiphyses of the 5th finger	HP:0009152
Abnormality of end part of the innermost bone of little finger	HP:0009153
Abnormality of end part of the innermost bone of pinkie finger	HP:0009153
Abnormality of end part of the innermost bone of pinky finger	HP:0009153
Abnormality of the epiphysis of the proximal phalanx of the 5th finger	HP:0009153
Triangular end part of the innermost bone of pinky finger	HP:0009154
Triangular epiphysis of the proximal phalanx of the 5th finger	HP:0009154
Delta-shaped epiphysis of the proximal phalanx of the 5th finger	HP:0009154
Triangular end part of the innermost bone of little finger	HP:0009154
Triangular end part of the innermost bone of pinkie finger	HP:0009154
Cone-shaped end part of the innermost bone of pinky finger	HP:0009155
Cone-shaped epiphysis of the proximal phalanx of the little finger	HP:0009155
Cone-shaped end part of the innermost bone of pinkie finger	HP:0009155
Angel-shaped epiphysis of the proximal phalanx of the 5th finger	HP:0009155
Cone-shaped end part of the innermost bone of little finger	HP:0009155
Cone-shaped epiphysis of the proximal phalanx of the 5th finger	HP:0009155
Increased bone density of end part of the innermost bone of little finger	HP:0009157
Ivory epiphysis of the proximal phalanx of the 5th finger	HP:0009157
Increased bone density of end part of the innermost bone of pinkie finger	HP:0009157
Ivory epiphysis of the proximal phalanx of the little finger	HP:0009157
Increased bone density of end part of the innermost bone of pinky finger	HP:0009157
Enlarged end part of the innermost bone of pinkie finger	HP:0009158
Enlarged epiphysis of the proximal phalanx of the 5th finger	HP:0009158
Enlarged end part of the innermost bone of little finger	HP:0009158
Enlarged end part of the innermost bone of pinky finger	HP:0009158
Small epiphysis of the proximal phalanx of the 5th finger	HP:0009159
Small end part of the innermost bone of pinky finger	HP:0009159
Small end part of the innermost bone of little finger	HP:0009159
Small end part of the innermost bone of pinkie finger	HP:0009159
Absent end part of the innermost bone of little finger	HP:0009160
Absent epiphysis of the proximal phalanx of the 5th finger	HP:0009160
Absent end part of the innermost bone of pinkie finger	HP:0009160
Absent end part of the innermost bone of pinky finger	HP:0009160
Absent/small middle bone of pinky finger	HP:0009161
Absent/underdeveloped middle bone of pinky finger	HP:0009161
Aplasia/Hypoplasia of the middle phalanx of the 5th finger	HP:0009161
Absent/underdeveloped middle bone of pinkie finger	HP:0009161
Absent/underdeveloped middle bone of little finger	HP:0009161
Absent/hypoplastic middle phalanx of 5th finger	HP:0009161
Absent middle bone of little finger	HP:0009162
Absent middle bone of pinkie finger	HP:0009162
Absent middle bone of pinky finger	HP:0009162
Aplasia of the middle phalanx of the 5th finger	HP:0009162
Absent middle phalanx of 5th finger	HP:0009162
Abnormal calcification of the wrist bones	HP:0009164
Carpal calcifications	HP:0009164
Abnormal calcification of the carpal bones	HP:0009164
Speckled calcifications in end part of the outermost bone of little finger	HP:0009165
Speckled calcifications in end part of the outermost bone of pinky finger	HP:0009165
Stippling of the epiphysis of the distal phalanx of the 5th finger	HP:0009165
Speckled calcifications in end part of the outermost bone of pinkie finger	HP:0009165
Fragmentation of end part of the outermost bone of pinky finger	HP:0009166
Fragmentation of the epiphysis of the distal phalanx of the 5th finger	HP:0009166
Fragmentation of end part of the outermost bone of pinkie finger	HP:0009166
Fragmentation of end part of the outermost bone of little finger	HP:0009166
Irregular epiphysis of the distal phalanx of the 5th finger	HP:0009167
Irregular end part of the outermost bone of pinky finger	HP:0009167
Irregular end part of the outermost bone of pinkie finger	HP:0009167
Irregular end part of the outermost bone of little finger	HP:0009167
Bullet-shaped middle pinkie finger bone	HP:0009168
Bullet-shaped middle pinky finger bone	HP:0009168
Bullet-shaped middle little finger bone	HP:0009168
Bullet-shaped middle phalanx of the 5th finger	HP:0009168
Broad middle bone of pinky finger	HP:0009169
Broad middle phalanx of the 5th finger	HP:0009169
Broad middle bone of pinkie finger	HP:0009169
Broad middle bone of little finger	HP:0009169
Wide middle phalanx of the 5th finger	HP:0009169
Osteolytic defects of the middle phalanx of the 5th finger	HP:0009170
Triangular end part of the long bone of hand	HP:0009171
Triangular epiphyses of the metacarpals	HP:0009171
Abnormal bones of 4th finger	HP:0009172
Abnormality of the phalanges of the ring finger	HP:0009172
Abnormal 4th finger phalanx morphology	HP:0009172
Curved middle bone of pinkie finger	HP:0009173
Curved middle bone of pinky finger	HP:0009173
Curved middle phalanx of the 5th finger	HP:0009173
Curved middle bone of little finger	HP:0009173
Abnormality of the epiphyses of the 4th finger	HP:0009174
Abnormality of the end part of the ring finger	HP:0009174
Uneven increase in bone density in the middle bone of the pinkie finger	HP:0009175
Patchy sclerosis of the middle phalanx of the 5th finger	HP:0009175
Uneven increase in bone density in the middle bone of the pinky finger	HP:0009175
Uneven increase in bone density in the middle bone of the little finger	HP:0009175
Proximal fifth finger symphalangism	HP:0009177
Symphalangism of the proximal and middle phalanges of the 5th finger	HP:0009177
Proximal 5th finger symphalangism	HP:0009177
Fused innermost and middle bones of pinky finger	HP:0009177
Fused innermost and middle bones of pinkie finger	HP:0009177
Proximal/middle symphalangism of 5th finger	HP:0009177
Fused innermost and middle bones of little finger	HP:0009177
Symphalangism of middle phalanx of 5th finger	HP:0009178
Fused middle bones of pinkie finger	HP:0009178
Fused middle bones of pinky finger	HP:0009178
Fused middle bones of little finger	HP:0009178
Deviation of the 5th finger	HP:0009179
Laterally displaced fifth finger	HP:0009179
Displaced pinky finger	HP:0009179
Displaced pinkie finger	HP:0009179
Displaced little finger	HP:0009179
Ulnar deviation of the 5th finger	HP:0009180
Triangular shaped middle pinkie finger bone	HP:0009182
Triangular shaped middle phalanx of the 5th finger	HP:0009182
Triangular shaped middle pinky finger bone	HP:0009182
Triangular shaped middle little finger bone	HP:0009182
Fifth finger camptodactyly	HP:0009183
5th finger camptodactyly	HP:0009183
Joint contracture of the 5th finger	HP:0009183
Contracture of the distal interphalangeal joint of the 5th finger	HP:0009184
Contracture of the proximal interphalangeal joint of the 5th finger	HP:0009185
Contracture of the metacarpophalangeal joint of the 5th finger	HP:0009186
Bracket shaped end part of the outermost pinkie finger bone	HP:0009187
Bracket shaped end part of the outermost little finger bone	HP:0009187
Bracket shaped end part of the outermost pinky finger bone	HP:0009187
Bracket epiphysis of the distal phalanx of the 5th finger	HP:0009187
Pseudoepiphysis of the distal phalanx of the 5th finger	HP:0009188
Fragmentation of the metacarpal epiphyses	HP:0009189
Fragmentation of end part of the long bone of hand	HP:0009189
Irregular end part of the long bone of hand	HP:0009190
Irregular epiphyses of the metacarpals	HP:0009190
Increased bone density of end part of the long bone of hands	HP:0009191
Ivory epiphyses of the metacarpals	HP:0009191
Absent/small innermost pinkie finger bone	HP:0009192
Absent/small innermost pinky finger bone	HP:0009192
Aplasia/Hypoplasia of the proximal phalanx of the 5th finger	HP:0009192
Absent/small innermost little finger bone	HP:0009192
Absent/underdeveloped innermost pinky finger bone	HP:0009192
Metacarpal pseudoepiphyses	HP:0009193
Accessory proximal metacarpal ossification centres	HP:0009193
Pseudoepiphyses of the metacarpals	HP:0009193
Accessory proximal metacarpal ossification centers	HP:0009193
Small end part of the long bone of hand	HP:0009194
Small epiphyses of the metacarpals	HP:0009194
Speckled calcifications in end part of the long bone of hand	HP:0009195
Stippling of the epiphyses of the metacarpals	HP:0009195
Epiphyseal stippling of the metacarpals	HP:0009195
Absent metacarpal epiphyses	HP:0009196
Absent metacarpal ossification center	HP:0009196
Absent end part of the long bone of hand	HP:0009196
Absent metacarpal ossification centre	HP:0009196
Bracket epiphysis of the proximal phalanx of the 5th finger	HP:0009197
Bracket shaped end part of the innermost bone of the pinkie finger	HP:0009197
Bracket shaped end part of the innermost bone of the pinky finger	HP:0009197
Bracket shaped end part of the innermost bone of the little finger	HP:0009197
Abnormality of end part of the outermost bone of the pinky finger	HP:0009198
Abnormality of the epiphysis of the distal phalanx of the 5th finger	HP:0009198
Abnormality of end part of the outermost bone of the little finger	HP:0009198
Abnormality of end part of the outermost bone of the pinkie finger	HP:0009198
Abnormality of the epiphysis of the terminal phalanx of the little finger	HP:0009198
Irregular epiphysis of the proximal phalanx of the 5th finger	HP:0009199
Irregular end part of the innermost pinky finger bone	HP:0009199
Irregular end part of the innermost pinkie finger bone	HP:0009199
Irregular end part of the innermost little finger bone	HP:0009199
Pseudoepiphysis of the proximal phalanx of the 5th finger	HP:0009200
Speckled calcifications in end part of the innnermost bone of the pinky finger	HP:0009201
Speckled calcifications in end part of the innnermost bone of the pinkie finger	HP:0009201
Stippling of the epiphysis of the proximal phalanx of the 5th finger	HP:0009201
Speckled calcifications in end part of the innnermost bone of the little finger	HP:0009201
Fragmentation of end part of the innermost bone of the pinky finger	HP:0009202
Fragmentation of the epiphysis of the proximal phalanx of the 5th finger	HP:0009202
Fragmentation of end part of the innermost bone of the little finger	HP:0009202
Fragmentation of end part of the innermost bone of the pinkie finger	HP:0009202
Absent end part of the middle bone of the pinkie finger	HP:0009203
Absent end part of the middle bone of the little finger	HP:0009203
Absent end part of the middle bone of the pinky finger	HP:0009203
Absent epiphysis of the middle phalanx of the 5th finger	HP:0009203
Bracket epiphysis of the middle phalanx of the 5th finger	HP:0009204
Bracket shaped end part of the middle bone of the little finger	HP:0009204
Bracket shaped end part of the middle bone of the pinkie finger	HP:0009204
Bracket shaped end part of the middle bone of the pinky finger	HP:0009204
Cone-shaped end part of the middle bone of the pinky finger	HP:0009205
Cone-shaped end part of the middle bone of the pinkie finger	HP:0009205
Cone-shaped end part of the middle bone of the little finger	HP:0009205
Cone-shaped epiphysis of the middle phalanx of the 5th finger	HP:0009205
Enlarged epiphysis of the middle phalanx of the 5th finger	HP:0009206
Enlarged end part of the middle bone of the pinky finger	HP:0009206
Enlarged end part of the middle bone of the pinkie finger	HP:0009206
Enlarged end part of the middle bone of the little finger	HP:0009206
Fragmentation of end part of the middle bone of the pinky finger	HP:0009207
Fragmentation of the epiphysis of the middle phalanx of the 5th finger	HP:0009207
Fragmentation of end part of the middle bone of the little finger	HP:0009207
Fragmentation of end part of the middle bone of the pinkie finger	HP:0009207
Irregular end part of the middle bone of the little finger	HP:0009208
Irregular end part of the middle bone of the pinky finger	HP:0009208
Irregular end part of the middle bone of the pinkie finger	HP:0009208
Irregular epiphysis of the middle phalanx of the 5th finger	HP:0009208
Ivory epiphysis of the middle phalanx of the 5th finger	HP:0009209
Increased bone density of end part of the middle bone of pinky finger	HP:0009209
Increased bone density of end part of the middle bone of little finger	HP:0009209
Increased bone density of end part of the middle bone of pinkie finger	HP:0009209
Pseudoepiphysis of the middle phalanx of the 5th finger	HP:0009210
Small end part of the middle bone of the pinkie finger	HP:0009211
Small end part of the middle bone of the little finger	HP:0009211
Small epiphysis of the middle phalanx of the 5th finger	HP:0009211
Small end part of the middle bone of the pinky finger	HP:0009211
Speckled calcifications in end part of the middle bone of the pinky finger	HP:0009212
Speckled calcifications in end part of the middle bone of the little finger	HP:0009212
Stippling of the epiphysis of the middle phalanx of the 5th finger	HP:0009212
Speckled calcifications in end part of the middle bone of the pinkie finger	HP:0009212
Triangular end part of the middle bone of the pinkie finger	HP:0009213
Triangular end part of the middle bone of the little finger	HP:0009213
Triangular epiphysis of the middle phalanx of the 5th finger	HP:0009213
Triangular end part of the middle bone of the pinky finger	HP:0009213
Delta-shaped epiphysis of the middle phalanx of the 5th finger	HP:0009213
Absent end part of the middle bone of the ring finger	HP:0009214
Absent epiphysis of the middle phalanx of the 4th finger	HP:0009214
Bracket shaped end part of the middle bone of the ring finger	HP:0009215
Bracket epiphysis of the middle phalanx of the 4th finger	HP:0009215
Cone-shaped epiphysis of the middle phalanx of the 4th finger	HP:0009216
Cone-shaped end part of the middle bone of the ring finger	HP:0009216
Enlarged end part of the middle bone of the ring finger	HP:0009217
Enlarged epiphysis of the middle phalanx of the 4th finger	HP:0009217
Fragmentation of the epiphysis of the middle phalanx of the 4th finger	HP:0009218
Fragmentation of end part of the middle bone of the ring finger	HP:0009218
Irregular epiphysis of the middle phalanx of the 4th finger	HP:0009219
Irregular end part of the middle bone of the ring finger	HP:0009219
Ivory epiphysis of the middle phalanx of the 4th finger	HP:0009220
Increased bone density of end part of the middle ring finger bone	HP:0009220
Pseudoepiphysis of the middle phalanx of the 4th finger	HP:0009221
Small end part of the middle bone of the ring finger	HP:0009222
Small epiphysis of the middle phalanx of the 4th finger	HP:0009222
Speckled calcifications in end part of the middle bone of the ring finger	HP:0009223
Stippling of the epiphysis of the middle phalanx of the 4th finger	HP:0009223
Delta-shaped epiphysis of the middle phalanx of the 4th finger	HP:0009224
Triangular epiphysis of the middle phalanx of the 4th finger	HP:0009224
Triangular end part of the middle bone of the ring finger	HP:0009224
Absent innermost bone of pinkie finger	HP:0009225
Absent innermost bone of little finger	HP:0009225
Aplasia of the proximal phalanx of the 5th finger	HP:0009225
Absent innermost bone of pinky finger	HP:0009225
Hypoplastic/small proximal phalanx of the 5th finger	HP:0009226
Short innermost pinkie finger bone	HP:0009226
Short proximal phalanx of the 5th finger	HP:0009226
Short innermost little finger bone	HP:0009226
Short innermost pinky finger bone	HP:0009226
Short proximal phalanx of the fifth finger	HP:0009226
Wide proximal phalanx of the 5th finger	HP:0009227
Broad proximal phalanx of the 5th finger	HP:0009227
Broad innermost pinkie finger bone	HP:0009227
Broad innermost little finger bone	HP:0009227
Broad innermost pinky finger bone	HP:0009227
Bullet-shaped innermost pinky finger bone	HP:0009228
Bullet-shaped innermost pinkie finger bone	HP:0009228
Bullet-shaped innermost little finger bone	HP:0009228
Bullet-shaped proximal phalanx of the 5th finger	HP:0009228
Curved innermost bone of little finger	HP:0009229
Curved proximal phalanx of the 5th finger	HP:0009229
Curved innermost bone of pinkie finger	HP:0009229
Curved innermost bone of pinky finger	HP:0009229
Osteolytic defects of the proximal phalanx of the 5th finger	HP:0009230
Uneven increase in bone density in the innermost bone of pinkie finger	HP:0009231
Uneven increase in bone density in the innermost bone of little finger	HP:0009231
Uneven increase in bone density in the innermost bone of pinky finger	HP:0009231
Patchy sclerosis of the proximal phalanx of the 5th finger	HP:0009231
Fused innermost bone of pinkie finger	HP:0009232
Fused innermost bone of pinky finger	HP:0009232
Fused innermost bone of little finger	HP:0009232
Symphalangism affecting the proximal phalanx of the 5th finger	HP:0009232
Triangular shaped proximal phalanx of the 5th finger	HP:0009233
Triangular shaped innermost little finger bone	HP:0009233
Triangular shaped innermost pinky finger bone	HP:0009233
Triangular shaped innermost pinkie finger bone	HP:0009233
Fused innermost bone of pinky finger with 5th long bone of hand	HP:0009234
Fused innermost bone of little finger with 5th long bone of hand	HP:0009234
Symphalangism of the proximal phalanx of the 5th finger with the 5th metacarpal	HP:0009234
Fused innermost bone of pinkie finger with 5th long bone of hand	HP:0009234
Rhomboid or triangular shaped innermost bone of little finger	HP:0009236
Rhomboid or triangular shaped 5th finger proximal phalanx	HP:0009236
Rhomboid or triangular shaped innermost bone of pinkie finger	HP:0009236
Rhomboid or triangular shaped innermost bone of pinky finger	HP:0009236
Short fifth finger	HP:0009237
Short fifth fingers	HP:0009237
Short pinkie finger	HP:0009237
Hypoplastic/small 5th finger	HP:0009237
Short phalanges of the little finger	HP:0009237
Short little finger	HP:0009237
Hypoplastic phalanges of the little finger	HP:0009237
Hypoplastic/small little finger	HP:0009237
Fifth finger brachydactyly	HP:0009237
Short pinky finger	HP:0009237
Short 5th finger	HP:0009237
Absent little finger	HP:0009238
Absent pinky finger	HP:0009238
Absent pinkie finger	HP:0009238
Aplasia of the 5th finger	HP:0009238
Absent/small outermost bone of little finger	HP:0009239
Absent/underdeveloped outermost bone of pinky finger	HP:0009239
Absent/small outermost bone of pinky finger	HP:0009239
Aplasia/Hypoplasia of the distal phalanx of the 5th finger	HP:0009239
Absent/small outermost bone of pinkie finger	HP:0009239
Broad outermost little finger bone	HP:0009240
Broad outermost pinky finger bone	HP:0009240
Broad distal phalanx of the 5th finger	HP:0009240
Broad outermost pinkie finger bone	HP:0009240
Wide outermost pinky finger bone	HP:0009240
Bullet-shaped outermost little finger bone	HP:0009241
Bullet-shaped outermost pinkie finger bone	HP:0009241
Bullet-shaped distal phalanx of the 5th finger	HP:0009241
Bullet-shaped outermost pinky finger bone	HP:0009241
Osteolytic defects of the distal phalanx of the 5th finger	HP:0009242
Patchy sclerosis of the distal phalanx of the 5th finger	HP:0009243
Uneven increase in bone density in the outermost bone of little finger	HP:0009243
Uneven increase in bone density in the outermost bone of pinkie finger	HP:0009243
Uneven increase in bone density in the outermost bone of pinky finger	HP:0009243
Symphalangism of the distal and middle phalanges of the 5th finger	HP:0009244
Distal/middle symphalangism of 5th finger	HP:0009244
Symphalangism of the terminal and middle phalanges of the 5th finger	HP:0009244
Fifth finger distal interphalangeal joint symphalangism	HP:0009244
Fused end and middle bones of pinky finger	HP:0009244
Fused end and middle bones of little finger	HP:0009244
Fused end and middle bones of pinkie finger	HP:0009244
Fusion of the terminal and middle phalanges of the 5th finger	HP:0009244
Triangular shaped outermost pinkie finger bone	HP:0009245
Triangular shaped outermost pinky finger bone	HP:0009245
Triangular shaped distal phalanx of the 5th finger	HP:0009245
Triangular shaped outermost little finger bone	HP:0009245
Aplasia of the distal phalanx of the 5th finger	HP:0009246
Absent outermost little finger bone	HP:0009246
Absent outermost pinky finger bone	HP:0009246
Absent outermost pinkie finger bone	HP:0009246
Abnormality of the epiphysis of the middle phalanx of the 4th finger	HP:0009247
Abnormality of the end part of the middle bone of the ring finger	HP:0009247
Abnormality of the epiphysis of the proximal phalanx of the 4th finger	HP:0009248
Abnormality of the end part of the innermost bone of the ring finger	HP:0009248
Abnormality of the epiphysis of the distal phalanx of the 4th finger	HP:0009249
Abnormality of the end part of the outermost bone of the ring finger	HP:0009249
Absent end part of the outermost bone of the ring finger	HP:0009250
Absent epiphysis of the distal phalanx of the 4th finger	HP:0009250
Bracket shaped end part of the outermost bone of the ring finger	HP:0009251
Bracket epiphysis of the distal phalanx of the 4th finger	HP:0009251
Cone-shaped epiphysis of the distal phalanx of the 4th finger	HP:0009252
Cone-shaped end part of the outermost bone of the ring finger	HP:0009252
Enlarged end part of the outermost bone of the ring finger	HP:0009253
Enlarged epiphysis of the distal phalanx of the 4th finger	HP:0009253
Fragmentation of end part of the outermost bone of the ring finger	HP:0009254
Fragmentation of the epiphysis of the distal phalanx of the 4th finger	HP:0009254
Irregular epiphysis of the distal phalanx of the 4th finger	HP:0009255
Irregular end part of the outermost bone of the ring finger	HP:0009255
Ivory epiphysis of the distal phalanx of the 4th finger	HP:0009256
Increased bone density of end part of the outermost ring finger bone	HP:0009256
Pseudoepiphysis of the distal phalanx of the 4th finger	HP:0009257
Small end part of the outermost bone of the ring finger	HP:0009258
Small epiphysis of the distal phalanx of the 4th finger	HP:0009258
Stippling of the epiphysis of the distal phalanx of the 4th finger	HP:0009259
Speckled calcifications in the end part of the outermost bone of the ring finger	HP:0009259
Triangular epiphysis of the distal phalanx of the 4th finger	HP:0009260
Delta-shaped epiphysis of the distal phalanx of the 4th finger	HP:0009260
Triangular end part of the outermost bone of ring finger	HP:0009260
Absent end part of the innermost bone of the ring finger	HP:0009261
Absent epiphysis of the proximal phalanx of the 4th finger	HP:0009261
Bracket epiphysis of the proximal phalanx of the 4th finger	HP:0009262
Bracket shaped end part of the innermost bone of the ring finger	HP:0009262
Bracket proximal epiphysis of the ring finger	HP:0009262
Cone-shaped end part of the innermost bone of the ring finger	HP:0009263
Cone-shaped epiphysis of the proximal phalanx of the 4th finger	HP:0009263
Enlarged epiphysis of the proximal phalanx of the 4th finger	HP:0009264
Enlarged end part of the innermost bone of the ring finger	HP:0009264
Fragmentation of the epiphysis of the proximal phalanx of the 4th finger	HP:0009265
Fragmentation of end part of the innermost bone of the ring finger	HP:0009265
Irregular epiphysis of the proximal phalanx of the 4th finger	HP:0009266
Irregular end part of the innermost bone of the ring finger	HP:0009266
Ivory epiphysis of the proximal phalanx of the 4th finger	HP:0009267
Increased bone density of end part of the innermost ring finger bone	HP:0009267
Pseudoepiphysis of the proximal phalanx of the 4th finger	HP:0009268
Small end part of the innermost bone of the ring finger	HP:0009269
Small epiphysis of the proximal phalanx of the 4th finger	HP:0009269
Stippling of the epiphysis of the proximal phalanx of the 4th finger	HP:0009270
Speckled calcifications in end part of the innermost bone of ring finger	HP:0009270
Triangular epiphysis of the proximal phalanx of the 4th finger	HP:0009271
Triangular end part of the innermost bone of ring finger	HP:0009271
Delta-shaped epiphysis of the proximal phalanx of the 4th finger	HP:0009271
Absent/underdeveloped ring finger bone	HP:0009272
Aplasia/Hypoplasia of the 4th finger	HP:0009272
Absent/small ring finger bone	HP:0009272
Deviation of the 4th finger	HP:0009273
Deviation of the ring finger	HP:0009273
Joint contracture of the 4th finger	HP:0009274
Joint contractures of the fourth finger	HP:0009274
Contracture of the distal interphalangeal joint of the 4th finger	HP:0009275
Contracture of the proximal interphalangeal joint of the 4th finger	HP:0009276
4th finger camptodactyly	HP:0009276
Camptodactyly of the ring finger	HP:0009276
Camptodactyly of the 4th finger	HP:0009276
Contracture of the metacarpophalangeal joint of the 4th finger	HP:0009277
Ulnar deviation of the ring finger	HP:0009278
Ulnar deviation of the 4th finger	HP:0009278
Radial deviation of the ring finger	HP:0009279
Radial deviation of the 4th finger	HP:0009279
Hypoplastic/small 4th finger	HP:0009280
Short 4th finger	HP:0009280
Short ring finger	HP:0009280
Absent ring finger	HP:0009281
Aplasia of the 4th finger	HP:0009281
Abnormality of the outermost bone of ring finger	HP:0009282
Abnormality of the distal phalanx of the 4th finger	HP:0009282
Abnormality of the middle phalanx of the ring finger	HP:0009283
Abnormality of the middle phalanx of the 4th finger	HP:0009283
Abnormal middle bone of ring finger	HP:0009283
Abnormal innermost bone of ring finger	HP:0009284
Abnormality of the proximal phalanx of the 4th finger	HP:0009284
Abnormality of the proximal phalanx of the ring finger	HP:0009284
Curved ring finger bone	HP:0009285
Curved phalanges of the 4th finger	HP:0009285
Curved outermost ring finger bone	HP:0009286
Curved distal phalanx of the 4th finger	HP:0009286
Curved middle ring finger bone	HP:0009287
Curved middle phalanx of the 4th finger	HP:0009287
Curved proximal phalanx of the 4th finger	HP:0009288
Curved innermost ring finger bone	HP:0009288
Absent/underdeveloped outermost ring finger bone	HP:0009289
Aplasia/Hypoplasia of the distal phalanx of the 4th finger	HP:0009289
Absent/small outermost ring finger bone	HP:0009289
Short distal phalanx of the 4th finger	HP:0009290
Hypoplastic/small distal phalanx of the 4th finger	HP:0009290
Short outermost bone of ring finger	HP:0009290
Short distal phalanx of the fourth finger	HP:0009290
Aplasia of the distal phalanx of the 4th finger	HP:0009291
Absent outermost bone of ring finger	HP:0009291
Broad distal phalanx of the 4th finger	HP:0009292
Broad outermost bone of ring finger	HP:0009292
Wide outermost bone of ring finger	HP:0009292
Broad middle phalanx of the 4th finger	HP:0009293
Broad middle bone of the 4th finger	HP:0009293
Aplasia of the middle phalanx of the 4th finger	HP:0009294
Absent middle phalanx of 4th finger	HP:0009294
Absent middle bone of 4th finger	HP:0009294
Short middle phalanx of the 4th finger	HP:0009295
Short middle phalanx of ring finger	HP:0009295
Short middle bone of 4th finger	HP:0009295
Brachymesophalangy IV (finger)	HP:0009295
Hypoplastic/small middle phalanx of ring finger	HP:0009295
Hypoplastic/small middle phalanx of the 4th finger	HP:0009295
Bullet-shaped middle bone of the 4th finger	HP:0009296
Bullet-shaped middle phalanx of the 4th finger	HP:0009296
Osteolytic defects of the middle phalanx of the 4th finger	HP:0009297
Absent innermost ring finger bone	HP:0009298
Aplasia of the proximal phalanx of the 4th finger	HP:0009298
Absent/small middle ring finger bone	HP:0009299
Aplasia/Hypoplasia of the middle phalanx of the 4th finger	HP:0009299
Absent/underdeveloped middle ring finger bone	HP:0009299
Absent/small innermost ring finger bone	HP:0009300
