Lower lip pit	HP:0000196
Lip cyanosis	HP:0034030
Labial cyanosis	HP:0034030
Bluish lips	HP:0034030
Cyanotic face	HP:0034031
Facial cyanosis	HP:0034031
Bluish face	HP:0034031
Central cyanosis	HP:0034032
Peripheral cyanosis	HP:0034033
Differential cyanosis	HP:0034034
COVID toe	HP:0034036
Chilblain-like toes	HP:0034036
Chilblain-like toe lesions	HP:0034036
Pseudo-chilblains on toes	HP:0034036
Pseudo-chilblains on fingers	HP:0034037
COVID finger	HP:0034037
COVID fingers	HP:0034037
Dorsal hirsutism	HP:0034042
Clumping of the keratin tonofilaments	HP:0034067
Tonofilament clumping	HP:0034067
Stratum basale cleavage	HP:0034193
Cleavage within the basal keratinocyte layer	HP:0034193
Blistering with cleavage within basal keratinocytes	HP:0034193
Blistering with suprabasal clefting	HP:0034194
Suprabasal cleavage	HP:0034194
Absent dermoepidermal hemidesmosomes	HP:0034256
Absent lanugo	HP:0034262
Verrucous epidermal nevus	HP:0034275
Trichoschisis	HP:0034354
Fracture blister	HP:0034366
Circumferential skin creases on extremities	HP:0034400
Solitary angiokeratoma	HP:0034408
Fordyce angiokeratoma	HP:0034409
Angiokeratoma circumscriptum naeviforme	HP:0034410
Angiokeratoma of Mibelli	HP:0034411
Reduced hair sulfur content	HP:0034425
Hair sulfur content reduced	HP:0034425
Chromhidrosis	HP:0034426
Absent pigmentation of chest	HP:0040007
Lack of skin colouring on chest	HP:0040007
Lack of skin coloring on chest	HP:0040007
Hyperparakeratosis	HP:0040009
Onychogryposis of fingernail	HP:0040036
Overgrowth and curving of fingernail	HP:0040036
Detachment of fingernails	HP:0040039
Onycholysis of fingernail	HP:0040039
Onycholysis of fingernails	HP:0040039
Detachment of toenails	HP:0040040
Toenail onycholysis	HP:0040040
Onycholysis of toenails	HP:0040040
Aplasia of the eccrine sweat glands	HP:0040042
Absent eccrine sweat glands	HP:0040042
Underdeveloped major sweat glands	HP:0040043
Hypoplasia of the eccrine sweat glands	HP:0040043
Hypotrichosis of upper eyelashes	HP:0040050
Partial absence of upper eyelashes	HP:0040050
Sparse upper eyelashes	HP:0040050
Abnormality of upper eyelashes	HP:0040051
Abnormality of lower eyelashes	HP:0040052
Long lower eyelashes	HP:0040053
Increased length of lower eyelashes	HP:0040053
Ciliary trichomegaly of lower eyelashes	HP:0040053
Short upper eyelashes	HP:0040054
Decreased length of upper eyelashes	HP:0040054
Short lower eyelashes	HP:0040055
Decreased length of lower eyelashes	HP:0040055
Atrichia of upper eyelashes	HP:0040056
Absent upper eyelashes	HP:0040056
Failure of development of upper eyelashes	HP:0040056
Agenesis of upper eyelashes	HP:0040056
Aplasia of upper eyelashes	HP:0040056
Basalioma of the outer ear	HP:0040098
Comedogenic acne	HP:0040137
Comedonal acne	HP:0040137
Kinky scalp hair texture	HP:0040149
Afro-textured scalp hair	HP:0040149
Wooly scalp hair	HP:0040149
Nappy scalp hair texture	HP:0040149
Woolly scalp hair	HP:0040149
Verneuil's disease	HP:0040154
Hidradenitis suppurativa	HP:0040154
Acne inversa	HP:0040154
Smoker's boils	HP:0040154
Pyoderma fistulans significa	HP:0040154
Orthokeratosis	HP:0040162
Facial papilloma	HP:0040167
Facial verruca	HP:0040167
Facial wart	HP:0040167
Loose anagen hair	HP:0040169
Abnormality of hair growth	HP:0040170
Maculopapular exanthema	HP:0040186
peeling skin	HP:0040189
Scaling skin	HP:0040189
Desquamation	HP:0040189
Scaly skin	HP:0040189
flaking skin	HP:0040189
White scaly skin	HP:0040190
White scaling skin	HP:0040190
Abnormal skin morphology of the palm	HP:0040211
Hand dimples	HP:0040251
Hand dimple	HP:0040251
Abnormal location of eyebrows	HP:0040296
Abnormally placed eyebrows	HP:0040296
Abnormal location of the eyebrow	HP:0040296
Erythema of the eyelids	HP:0040323
Eyelid erythema	HP:0040323
Erythema of eyelid	HP:0040323
Heliotrope erythema	HP:0040324
Heliotrope rash	HP:0040324
Bull's eye rash	HP:0040325
Beau lines	HP:0041093
Ladder nail sign	HP:0041093
Ladder nail	HP:0041093
Beau's lines	HP:0041093
Partial double eyebrow	HP:0045018
Partial duplication of eyebrows	HP:0045018
Tiger tail banding	HP:0045055
Tiger-tail banding	HP:0045055
Hyperkeratotic papule	HP:0045059
Thin eyebrow	HP:0045074
Thin eyebrows	HP:0045074
Sparse eyebrow	HP:0045075
Hypotrichosis of eyebrow	HP:0045075
Sparse eyebrows	HP:0045075
Abnormality of the scalp hair	HP:0100037
Slow-growing scalp hair	HP:0100038
Abnormality of the pubic hair	HP:0100133
Abnormality of the axillary hair	HP:0100134
Lip pit	HP:0100267
Upper lip pit	HP:0100268
Paramedian labial pits	HP:0100269
Paramedian lip pit	HP:0100269
Skin pit	HP:0100276
Skin pits	HP:0100276
Pits around the ear	HP:0100277
Periauricular fistulas	HP:0100277
Periauricular skin pits	HP:0100277
Periauricular pits	HP:0100277
Periauricular sinus	HP:0100277
Periauricular earpits	HP:0100277
Progressive systemic scleroderma	HP:0100324
Pseudoscleroderma	HP:0100324
Scleroderma	HP:0100324
Mucosal telangiectasiae	HP:0100579
Teleangiectasia of the skin	HP:0100585
Telangiectasia of the skin	HP:0100585
Abnormality of nail colour	HP:0100643
Nail dyschromia	HP:0100643
Abnormality of nail color	HP:0100643
Melanonychia	HP:0100644
Quincke edema	HP:0100665
Quincke oedema	HP:0100665
Angiooedema	HP:0100665
Angioneurotic oedema	HP:0100665
Angioedema	HP:0100665
Premature skin wrinkling	HP:0100678
Wrinkled skin	HP:0100678
Tight skin	HP:0100679
Lack of skin elasticity	HP:0100679
Subcutaneous neurofibromas	HP:0100698
Lichenification	HP:0100725
Kaposi's sarcoma	HP:0100726
Nikolsky's sign	HP:0100792
Acantholysis	HP:0100792
Abnormal toenail development	HP:0100797
Toenail dysplasia	HP:0100797
Dysplastic toenails	HP:0100797
Dysplastic fingernails	HP:0100798
Fingernail dysplasia	HP:0100798
Abnormal fingernail development	HP:0100798
Abnormality of the periungual region	HP:0100803
Koenen's tumor	HP:0100804
Parungual fibromas	HP:0100804
Periungual fibroma	HP:0100804
Koenen tumour	HP:0100804
Ungual fibroma	HP:0100804
Koenen tumor	HP:0100804
Koenen's tumour	HP:0100804
Blue nevus	HP:0100814
Congenital dermal melanocytosis	HP:0100814
Mongolian spot	HP:0100814
Increased pigmentation on the lips	HP:0100816
Lip hyperpigmentation	HP:0100816
Hyperpigmentation of lip vermillion	HP:0100816
Darkening of skin of the lips	HP:0100816
Nail tumor	HP:0100826
Neoplasm of the nail	HP:0100826
Nail tumour	HP:0100826
Atrophodermia vermiculata	HP:0100837
Vermiculata atrophoderma	HP:0100837
Recurrent cutaneous abscess formation	HP:0100838
Sparse/absent eyebrows	HP:0100840
Sparse to absent eyebrows	HP:0100840
Aplasia/Hypoplasia of the eyebrow	HP:0100840
Agenesis of eyebrow	HP:0100840
Lack of eyebrow	HP:0100840
Absence of eyebrow	HP:0100840
Hypotrophic eyebrow	HP:0100840
Missing eyebrow	HP:0100840
Sparse or absent eyebrows	HP:0100840
Palmoplantar pustulosis	HP:0100847
Pustulosis palmaris et plantaris	HP:0100847
Pustulosis of palms and soles	HP:0100847
Palmoplantar pustules	HP:0100847
Teleangiectases of palms	HP:0100869
Telangiectases of palms and soles	HP:0100869
Palmar telangiectasia	HP:0100869
Plantar teleangiectasia	HP:0100870
Telangiectases of soles	HP:0100870
Plantar telangiectasia	HP:0100870
Teleangiectases of soles	HP:0100870
Minor feet anomalies	HP:0100872
Abnormality of the plantar skin of foot	HP:0100872
Thick hair	HP:0100874
Increased hair density	HP:0100874
Increased follicular density	HP:0100874
Vein of servelle	HP:0100885
Lateral venous anomaly	HP:0100885
Lateral marginal vein of Servelle	HP:0100885
Interdigital loops	HP:0100888
Connective tissue nevi	HP:0100898
Symmetric great toe depigmentation	HP:0200015
Acrokeratosis	HP:0200016
Acral keratosis	HP:0200016
Choroid plexus papilloma	HP:0200022
Pretibial myxedema	HP:0200028
Graves dermopathy	HP:0200028
Cutaneous vasculitis	HP:0200029
Vasculitis in the skin	HP:0200029
Punctate vasculitis skin lesions	HP:0200030
Skin papules	HP:0200034
Papule	HP:0200034
Papules	HP:0200034
Skin plaque	HP:0200035
Growth of abnormal tissue on or under the skin	HP:0200036
Skin nodule	HP:0200036
Skin vesicle	HP:0200037
Pustula	HP:0200039
Skin pustules	HP:0200039
Pustular lesion	HP:0200039
Pustules	HP:0200039
Pustule	HP:0200039
Pimple	HP:0200039
Skin pustule	HP:0200039
Sebaceous cyst	HP:0200040
Keratin cyst	HP:0200040
Epidermal inclusion cyst	HP:0200040
Epidermoid cyst	HP:0200040
Epidermal cyst	HP:0200040
Epidermoid cysts	HP:0200040
Infundibular cyst	HP:0200040
Skin cyst	HP:0200040
Skin erosion	HP:0200041
Skin ulcer	HP:0200042
Open skin sore	HP:0200042
Verrucae	HP:0200043
Warts	HP:0200043
Porokeratosis	HP:0200044
Cyanotic episode	HP:0200048
Bullae of oral mucosa	HP:0200097
Blisters of mouth	HP:0200097
Blebs of oral mucosa	HP:0200097
Oral mucosa blisters	HP:0200097
Oral mucosal blisters	HP:0200097
Oral blistering	HP:0200097
Absent skin pigmentation	HP:0200098
Lack of skin coloration	HP:0200098
Sparse or absent eyelashes	HP:0200102
Partial to total absence of eyelashes	HP:0200102
Sparse to absent eyelashes	HP:0200102
Absent nail of fifth finger	HP:0200104
Absent fifth fingernail	HP:0200104
Absent fifth toenail	HP:0200105
Missing fifth toenail	HP:0200105
Cutaneous mastocytosis	HP:0200151
Chronic idiopathic urticaria	HP:0410133
CIU	HP:0410133
CSU	HP:0410133
Chronic spontaneous urticaria	HP:0410133
Physical urticaria	HP:0410134
Cold urticaria	HP:0410135
Aquagenic urticaria	HP:0410136
Solar urticaria	HP:0410137
Vibratory urticaria	HP:0410138
Absence of sebaceous glands	HP:0410400
Absent sebaceous glands	HP:0410400
Ectopic cilia of eyelid	HP:0430006
Atrichia	HP:0500262
Proximal scleroderma	HP:0550003
Verruca plana	HP:0550004
Flat wart	HP:0550004
Abnormality of the platysma muscle	HP:3000013
Abnormal platysma muscle morphology	HP:3000013
Abnormality of platysma	HP:3000013
Exanthem	HP:4000054
Adrenocorticotropic hormone deficiency	None
Corticotropin deficiency	None
ACTH deficiency	None
Adrenal calcification	None
Abnormality of adrenal physiology	None
Abnormal pineal melatonin secretion	None
Abnormal thyroid-stimulating hormone level	None
Abnormal thyrotropin level	None
Abnormal circulating thyrotropin concentration	None
Abnormal TSH level	None
Small adrenal cortex	None
Adrenocortical hypoplasia	None
Hyperparathyroidism	None
Elevated blood parathyroid hormone level	None
Neuroendocrine neoplasm	None
Neuroendocrine neoplasia	None
Absent TSH response to thyrotrophin-releasing hormone stimulation test	None
Fasting hyperinsulinemia	None
High blood insulin levels while fasting	None
Tympanic nerve tumour	None
Tympanic nerve tumors	None
Glomus tympanicum paraganglioma	None
Tympanic nerve tumours	None
Tympanic nerve tumor	None
Hyperactive renin-angiotensin system	None
Increased plasma renin activity	None
Impaired growth hormone secretory responses after growth hormone-releasing hormone challenge	None
Decreased growth hormone responses to growth hormone-releasing hormone challenge	None
Primary hyperaldosteronism	None
Abnormality of the neurohypophysis	None
Abnormality of the posterior pituitary	None
Inactivating TSHR defect	None
Inactivating thyroid-stimulating hormone receptor defect	None
Impaired cortisol response to corticotropin releasing hormone stimulation test	None
Abnormal radioactive iodine uptake test result	None
Parathyroid absence	None
Parathyroid agenesis	None
Parathyroid aplasia	None
Decreased circulating gonadotropin level	None
Decreased circulating gonadotropin concentration	None
Increased circulating cortisol level	None
Hypercortisolism	None
Cushing syndrome	None
Increased cortisol production	None
Abnormal glucagon level	None
Secondary growth hormone deficiency	None
Elevated circulating VEGF concentration	None
Elevated vascular endothelial growth factor level	None
Adrenal hypoplasia	None
Hypoplastic adrenal glands	None
Small adrenal glands	None
Adrenal gland hypoplasia	None
Underdeveloped adrenal glands	None
Abnormal serum estradiol	None
Pineal cyst	None
Increased serum oestradiol	None
Increased estradiol level	None
Increased serum estradiol	None
Pituitary resistance to thyroid hormone	None
Increased serum free triiodothyronine	None
Increased circulating free T3	None
Increased circulating free triiodothyronine	None
Increased serum free T3	None
Increased serum fT3	None
Increased circulating corticosterone level	None
Positive perchlorate discharge test	None
Decreased circulating dehydroepiandrosterone-sulfate concentration	None
Decreased circulating dehydroepiandrosterone-sulfate level	None
Leydig cell insensitivity to gonadotropin	None
Thyrotoxicosis with toxic multinodular goiter	None
Thyrotoxicosis with toxic multinodular goitre	None
Prolactin-secreting pituitary adenoma	None
Pituitary prolactin cell adenoma	None
Pituitary prolactinoma	None
Abnormal somatotropin level	None
Abnormal growth hormone level	None
Primary hypercortisolism	None
ACTH-independent hypercortisolemia	None
Hypogonadism, female	None
Female hypogonadism	None
Abnormal circulating aldosterone	None
Abnormal plasma aldosterone	None
Decreased circulating cortisol level	None
Low to undetectable plasma cortisol	None
Low blood cortisol level	None
Plasma cortisol low	None
Glucocorticoid insufficiency	None
Decreased cortisol production	None
Hypocortisolemia	None
Hypocortisolism	None
Thyroid crisis	None
Insulin-resistant diabetes mellitus at puberty	None
Abnormal response to human chorionic gonadotrophin stimulation test	None
Abnormal response to hCG stimulation test	None
Mineralocorticoid excess	None
Elevated plasma aldosterone	None
Increased aldosterone	None
Increased aldosterone production	None
Hyperaldosteronism	None
MODY	None
Maturity onset diabetes of the young	None
Maturity-onset diabetes of the young	None
Precocious puberty in females	None
Pituitary calcification	None
Pigmented micronodular adrenocortical disease	None
Lingual thyroid	None
Ectopic parathyroid	None
Primary hypogonadism	None
Hypergonadotropic hypogonadism	None
Hypergonadotrophic hypogonadism	None
Thyrotoxicosis with toxic single thyroid nodule	None
Carcinoid tumour	None
Carcinoid tumours	None
Carcinoid	None
Carcinoid tumor	None
Carcinoid tumors	None
Increased circulating androgen concentration	None
Hyperandrogenemia	None
Increased circulating androgen level	None
Hyperpituitarism	None
Transient neonatal diabetes mellitus	None
Abnormal circulating androgen level	None
Adrenal overactivity	None
Increased urinary cortisol level	None
High urine cortisol level	None
disorder of pituitary gland	None
Abnormality of the pituitary gland	None
Abnormality of circulating cortisol level	None
Decreased circulating free T4 level	None
Decreased circulating free T4 concentration	None
Carotid paraganglioma	None
Abnormality of the hypothalamus-pituitary axis	None
Pancreatic islet cell adenoma	None
Abnormality of circulating leptin level	None
Abnormal circulating leptin concentration	None
Abnormal circulating erythropoietin concentration	None
Increased circulating 18-hydroxycortisone level	None
Increased adiponectin level	None
Increased circulating 17 hydroxypregnenolone concentration	None
Abnormal urine hormone level	None
Abnormality of urine hormone level	None
Abnormality of circulating glucocorticoid level	None
Increased T3/T4 ratio	None
Abnormal serum insulin-like growth factor 1 level	None
Neoplasia of the thyroid gland	None
Neoplasm of the thyroid gland	None
Thyroid papillary adenoma	None
Abnormality of thyroid physiology	None
Abnormal thyroid function	None
Intestinal carcinoid	None
Abnormality of the parathyroid physiology	None
Parathyroid dysfunction	None
Parathyroid issue	None
Decreased circulating androstenedione concentration	None
Absent pituitary gland	None
Aplasia of the pituitary gland	None
Anterior pituitary agenesis	None
Premature thelarche	None
Premature breast development	None
Overactive thyroid	None
Hyperthyroidism	None
Impaired cortisol response to glucagon stimulation test	None
Abnormality of the thymus	None
Small intestine carcinoid	None
Decreased circulating corticosterone level	None
Glucagonoma	None
Agenesis of pineal gland	None
Secondary hyperaldosteronism	None
Hyperreninemic hyperaldosteronism	None
Increased circulating progesterone	None
Thyroid gland inflammation	None
Thyroiditis	None
Decreased T3/T4 ratio	None
Abnormality of the endocrine system	None
Endocrine system disease	None
End-organ unresponsiveness to thyroid hormone	None
Impaired sensitivity to thyroid hormone	None
Resistance to thyroid hormone	None
Thyroid hormone resistance	None
Thyroid hormone receptor defect	None
Elevated serum levels of free thyroid hormone with nonsuppressed TSH	None
Abnormality of the renin-aldosterone axis	None
Abnormality of renin-angiotensin system	None
Decreased serum insulin-like growth factor 1	None
Decreased circulating free T3	None
Decreased circulating free triiodothyronine	None
Ectopic thymus tissue	None
Abnormal thymus position	None
Abnormal response to CRH stimulation test	None
Abnormal response to corticotropin releasing hormone stimulation test	None
Focal pancreatic islet hyperplasia	None
Primary hyperparathyroidism	None
Adrenal gland dysplasia	None
Adrenal gland dysgenesis	None
Dysplastic adrenal glands	None
Decreased circulating dehydroepiandrosterone level	None
Decreased circulating dehydroepiandrosterone concentration	None
Decreased serum testosterone level	None
Decreased testosterone	None
Low serum testosterone level	None
Decreased serum testosterone levels	None
Decreased serum testosterone concentration	None
Low serum testosterone levels	None
Elevated circulating erythropoietin concentration	None
Elevated circulating erythropoietin	None
Diffuse pancreatic islet hyperplasia	None
Noncancerous tumour in pituitary gland	None
Pituitary gland adenoma	None
Noncancerous tumor in pituitary gland	None
Pituitary adenoma	None
Enlarged pituitary gland	None
Euthyroid goitre	None
Euthyroid goiter	None
Elevated circulating insulin:C-peptide ratio	None
Chromaffin tumors	None
Pheochromocytoma	None
Chromaffin tumours	None
Decreased adiponectin level	None
Hypothalamic luteinizing hormone-releasing hormone deficiency	None
Increased circulating free T4 level	None
Increased circulating free T4 concentration	None
Thyroid C cell hyperplasia	None
Abnormality of thyroid morphology	None
Abnormal thyroid morphology	None
Abnormal shape of thyroid gland	None
Gonadotropin deficiency	None
Pituitary gonadotropin deficiency	None
Increased circulating osteocalcin level	None
Abnormal response to endocrine stimulation test	None
Pituitary thyrotropinoma	None
Pituitary thyrotropic cell adenoma	None
Increased circulating androstenedione concentration	None
Increased serum androstenedione	None
Neoplasm of the adrenal cortex	None
Cortical adrenal neoplasia	None
Neoplasm of the adrenal medulla	None
Medullar adrenal neoplasia	None
Hypogonadotropic hypogonadism	None
Hypogonadotrophic hypogonadism	None
Low gonadotropins (secondary hypogonadism)	None
Isolated hypogonadotropic hypogonadism	None
Reduced radioactive iodine uptake	None
Decreased circulating androgen level	None
Decreased circulating androgen concentration	None
Central hypothyroidism	None
Abnormality of circulating hormone level	None
Abnormal circulating hormone level	None
Abnormal circulating hormone concentration	None
Hurthle cell thyroid adenoma	None
Pineal gland calcification	None
Abnormal circulating 18-hydroxycorticosterone level	None
Aplasia/Hypoplasia of the thyroid gland	None
Thyroid disease	None
Abnormality of the thyroid gland	None
Thyroid abnormality	None
Abnormality of circulating corticosterone level	None
Abnormal circulating corticosterone level	None
Thyroid dysgenesis	None
Thyroid dysplasia	None
Increased glucagon level	None
Abnormal circulating gonadotropin concentration	None
Abnormal circulating gonadotropin level	None
Thyroid goitre	None
Enlarged thyroid gland in neck	None
Goitre	None
Thyroid goiter	None
Goiter	None
Decreased serum estriol	None
Panhypopituitarism	None
Increased thyroid-stimulating hormone level	None
Increased serum thyroid-stimulating hormone	None
Thyroid-stimulating hormone excess	None
High TSH	None
Increased thyroid-stimulating hormone	None
Elevated circulating thyroid-stimulating hormone concentration	None
Increased thyrotropin level	None
Elevated thyroid stimulating hormone	None
Elevated thyroid stimulating hormone levels	None
TSH excess	None
Elevated circulating follicle stimulating hormone level	None
Elevated FSH level	None
Elevated follicle-stimulating hormone	None
Increased circulating follicle stimulating hormone level	None
Elevated follicle stimulating hormone	None
Elevated plasma follicle stimulating hormone	None
Adrenal gland carinoma	None
Adrenal carcinoma	None
Adrenocortical carcinoma	None
Increased pineal volume	None
Uninodular goitre	None
Uninodular goiter	None
Abnormal pineal morphology	None
Abnormality of pineal morphology	None
Abnormal luteinizing hormone level	None
Increased circulating lutropin	None
Abnormal circulating luteinizing hormone concentration	None
Abnormal circulating luteinizing hormone level	None
Adrenocortical cytomegaly	None
Male precocious puberty	None
Precocious puberty in males	None
Early onset of puberty in males	None
Adenohypophysis	None
Anterior pituitary dysgenesis	None
Hypoinsulinemia	None
Decreased circulating ACTH level	None
Decreased pituitary glycoprotein polypeptide alpha subunit level	None
Decreased pituitary glycoprotein hormone alpha subunit level	None
Decreased pituitary glycoprotein alpha subunit level	None
Excessive insulin response to glucagon test	None
Abnormal response to glucagon stimulation test	None
Pseudohypoaldosteronism	None
Chronic lymphocytic thyroiditis	None
Hashimoto thyroiditis	None
Hashimoto's thyroiditis	None
Thyroid defect in oxidation and organification of iodide	None
Increased serum serotonin	None
Abnormality of the parathyroid gland	None
Parathyroid disease	None
Early puberty	None
Early onset of puberty	None
Precocious puberty	None
Elevated circulating rT3/T3 ratio	None
Small pituitary gland	None
Non-secretory adrenal adenoma	None
Non-secretory adrenocortical adenoma	None
Abnormality of the pineal gland	None
Thymus hypoplasia	None
Thymic hypoplasia	None
Hypoplasia of the thymus	None
Small thymus	None
Parathyroid Cancer	None
Parathyroid carcinoma	None
Microprolactinoma	None
TSH deficient hypothyroidism	None
Pituitary hypothyroidism	None
Secondary hypothyroidism	None
Thyrotropin deficiency	None
Low thyroid gland function due to abnormal pituitary gland	None
Thyroid stimulating hormone deficiency	None
Medullary thyroid cancer	None
Medullary thyroid carcinoma	None
Decreased serum estrone	None
Thyroid lymphangiectasis	None
Thyroid lymphangiectasia	None
Neoplasm of the pituitary gland	None
Pituitary gland atrophy	None
Atrophic pituitary gland	None
Atrophic pituitary	None
Euthyroid hyperthyroxinemia	None
Asymptomatic hyperthyroxinemia	None
Decreased thymic hormone	None
Thymic hormone decreased	None
Abnormal response to adrenocorticotropic-hormone stimulation test	None
Abnormal response to corticotropin stimulation test	None
Abnormal response to ACTH stimulation test	None
Extraadrenal pheochromocytoma	None
Pheochromocytoma, extraadrenal	None
Increased circulating ACTH level	None
Increased plasma ACTH	None
High blood corticotropin levels	None
Adrenogenital syndrome	None
High serum testosterone level	None
High serum testosterone levels	None
Increased serum testosterone levels	None
Increased serum testosterone level	None
Increased testosterone	None
Abnormal circulating T4 level	None
Abnormal circulating T4 concentration	None
Abnormal circulating thyroxine level	None
Abnormality of the pancreatic islet cells	None
Absence of pubertal development	None
Decreased plasma testosterone-to-androstenedione ratio	None
Decreased gonadotropin-stimulated testosterone-to-androstenedione ratio	None
Thyrotoxicosis with diffuse goitre	None
Thyrotoxicosis with diffuse goiter	None
Primary gonadal insufficiency	None
Insulinoma	None
Pancreatic insulinoma	None
Anterior hypopituitarism	None
Thyroglossal duct cyst	None
Thyroglossal cyst	None
Adrenal gland agenesis	None
Decreased glucagon level	None
Corticotropin-releasing hormone receptor defect	None
Corticotropin-releasing hormone receptor (CRHR) resistance	None
CRHR defect	None
Pituitary acidophilic stem cell adenoma	None
Increased plasma AMH	None
Increased antimullerian hormone level	None
Decreased inhibin B level	None
Decreased circulating dihydrotestosterone concentration	None
Proximal muscle weakness in lower limbs	None
Muscle weakness, proximal, lower limbs	None
Speckled calcifications in end part of the innnermost bone of the pinkie finger	None
Stippling of the epiphysis of the proximal phalanx of the 5th finger	None
Speckled calcifications in end part of the innnermost bone of the little finger	None
Speckled calcifications in end part of the innnermost bone of the pinky finger	None
Enlarged end part of thumb innermost long bone	None
Enlarged epiphysis of the proximal phalanx of the thumb	None
Triangular end part of the outermost bone of the 2nd toe	None
Triangular epiphysis of the distal phalanx of the 2nd toe	None
Irregular ulnar metaphysis	None
Ulnar metaphyseal irregularity	None
Abnormality of the phalanges of the hand	None
Abnormality of the finger bones	None
Abnormal finger phalanx morphology	None
Abnormality of phalanx of finger	None
Abnormality of the phalanges	None
Abnormal form of phalanges of the hand	None
Hyperphalangy of index finger	None
Hyperphalangy of the 2nd finger	None
Prominent deltoid tuberosities	None
Irregular epiphyses of the middle phalanges of the hand	None
Irregular end part of middle hand bones	None
Increased bone density in big toe bone	None
Sclerosis of the phalanges of the hallux	None
Sclerosis of hallux phalanx	None
Tarsal sclerosis	None
Absent innermost bone of the pinky toe	None
Absent innermost bone of the pinkie toe	None
Absent innermost bone of the little toe	None
Aplasia of the proximal phalanx of the 5th toe	None
Contracture of the metacarpophalangeal joint of the 3rd finger	None
Absent epiphysis of the proximal phalanx of the thumb	None
Absent end part of thumb innermost long bone	None
Cone-shaped end part of the middle hand bones	None
Cone-shaped epiphyses of the middle phalanges of the hand	None
Cone-shaped epiphyses of middle phalanges	None
Bracket epiphysis of the proximal phalanx of the thumb	None
Bracket shaped end part of thumb innermost long bone	None
bone epiphysis of middle phalanx of manus	None
Fractured epiphysis of middle phalanx of manus	None
Double-layered patella	None
Absent/small bones of the upper limbs	None
Absent/underdeveloped bones of the upper limbs	None
Aplasia/hypoplasia involving bones of the upper limbs	None
Speckled calcifications in long toe bones	None
Epiphyseal stippling of toe phalanges	None
Stippling of the epiphyses of the toes	None
Absent end part of the middle hand bones	None
Absent epiphyses of the middle phalanges of the hand	None
Absent epiphyses of middle phalanx of index finger	None
Absent epiphysis of the middle phalanx of the 2nd finger	None
Missing end part of the middle long bone of the index finger	None
Pseudoepiphysis of the proximal phalanx of the 5th finger	None
Fused outermost bones of toes	None
Symphalangism affecting the distal phalanges of the toes	None
Aplasia/Hypoplasia of the 5th finger	None
Absent/small little finger	None
Absent/underdeveloped pinky finger	None
Absent/underdeveloped little finger	None
Absent/underdeveloped pinkie finger	None
Absent/small pinky finger	None
Absent/small pinkie finger	None
Small end part of the innermost long bone of index finger	None
Small epiphysis of the middle phalanx of the 2nd finger	None
Contracture of the metatarsophalangeal joint of the 4th toe	None
Anterior bowing of long bones	None
Absent/small long bone of foot	None
Absent/hypoplastic metatarsals	None
Absent or hypoplastic metatarsal	None
Aplastic/hypoplastic metatarsals	None
Aplasia/Hypoplasia of metatarsal bones	None
Absent/underdeveloped long bone of foot	None
Absent/hypoplastic metacarpals	None
Camptodactyly of the 4th finger	None
4th finger camptodactyly	None
Camptodactyly of the ring finger	None
Contracture of the proximal interphalangeal joint of the 4th finger	None
Camptodactyly of index finger	None
Camptodactyly of second finger	None
Contracture of the proximal interphalangeal joint of the 2nd finger	None
Camptodactyly of 2nd finger	None
Symphalangism affecting the proximal phalanx of the 3rd toe	None
Fused innermost bone of 3rd toe	None
Foot osteomyelitis	None
Foot bone infection	None
Pseudoepiphysis of the middle phalanx of the 4th finger	None
Duplication of phalanx of 3rd finger	None
Partial/complete duplication of phalanges of the 3rd finger	None
Duplication of middle finger bone	None
Bullet-shaped middle phalanx of the 4th finger	None
Bullet-shaped middle bone of the 4th finger	None
Humeral bowing	None
Bowed humerus	None
Bowing of the humerus	None
Bowed long bone in upper arm	None
Absent epiphyses of the proximal phalanges of the hand	None
Absent end part of the innermost hand bones	None
Abnormality of the end part of the 1st long bone of hand	None
Abnormality of the epiphysis of the 1st metacarpal	None
Contracture of the distal interphalangeal joint of the 4th finger	None
Wide radioulnar joints	None
Broad radioulnar joints	None
Exostoses of the radial metaphysis	None
Abnormality of the joint spaces of the elbow	None
Acromelia of the upper limbs	None
Increased bone density of end part of the ring finger bone	None
Ivory epiphyses of the 4th finger	None
Symphalangism of the proximal phalanx of the 5th toe with the 5th metatarsal	None
Fused innermost pinky toe bone with the 5th long bone of foot	None
Fractured cuboid bone	None
bone cuboid bone	None
Symmetric mesomelic limb shortness	None
Disproportionately short middle portion of limb	None
Mesomelia	None
Mesomelic shortening of limbs	None
Mesomelic limb shortening	None
Hypoplasia of the femora	None
Femoral hypoplasia	None
Short femur	None
Short thighbone	None
Short femurs	None
Abnormal hip joint morphology	None
Abnormality of the hip joints	None
Abnormality of the hip joint	None
Curved innermost bone of the big toe	None
Curved proximal phalanx of the hallux	None
Shortening of the arms	None
Short arms	None
Upper limb undergrowth	None
Hypoplasia involving bones of the upper limbs	None
Hypoplastic/small middle phalanx of the 5th toe	None
Short middle bone of little toe	None
Short middle phalanx of the fifth toe	None
Short middle bone of pinky toe	None
Short middle bone of pinkie toe	None
Short middle phalanx of the 5th toe	None
Radial deviation of the 5th finger	None
Abnormality of the proximal phalanges of the hand	None
Abnormality of the innermost finger bones of the hand	None
Abnormal proximal phalanx morphology of the hand	None
Multicentric ossification of proximal femoral epiphyses	None
